pid,fid,gender_male,birth_year,father_edu,provcode,family_internet_2018,year,age,urban,education,marital,health,family_internet,internet_use,income,ln_income
11,6,1,1966,12.0,17,1,2020,54,0,13.837818060811227,1,4.0,1,1,66497.0,11.104915881983827
12,6,0,1989,9.0,20,1,2018,29,0,11.049034325311725,1,4.0,1,1,72880.0,11.196569362319153
12,6,0,1989,9.0,20,1,2020,31,0,9.383950714717503,1,5.0,1,0,15419.0,9.643366809798357
13,7,1,1975,6.0,14,1,2018,43,1,5.5562352291504515,1,3.0,1,1,33130.0,10.408183028886386
13,7,1,1975,6.0,14,1,2020,45,0,11.154447527904873,1,4.0,1,1,83423.0,11.331683901556264
14,8,1,1972,9.0,19,1,2018,46,1,12.700268769403982,1,4.0,1,1,96384.0,11.476095865788764
14,8,1,1972,9.0,19,1,2020,48,0,13.630763903534525,1,3.0,1,1,90022.0,11.407805558224945
15,9,1,1976,6.0,13,1,2018,42,1,11.54704821023139,1,4.0,1,1,72911.0,11.19699165690966
15,9,1,1976,6.0,13,1,2020,44,1,11.052196258937048,1,4.0,1,1,220301.0,12.30274879055235
16,9,1,1988,12.0,11,1,2018,30,1,14.903628761343647,1,4.0,1,1,92016.0,11.429718123535848
16,9,1,1988,12.0,11,1,2020,32,1,12.518703964975437,0,4.0,1,1,41293.0,10.628451296959874
17,10,0,1990,12.0,14,1,2018,28,0,10.88594117958765,1,4.0,1,1,,
17,10,0,1990,12.0,14,1,2020,30,1,14.969684251378034,1,5.0,1,1,31643.0,10.362257004352083
18,11,0,1989,9.0,26,1,2018,29,1,10.936594502810909,0,4.0,1,1,42098.0,10.6477558655398
18,11,0,1989,9.0,26,1,2020,31,0,,1,4.0,1,1,101525.0,11.528065208852945
19,12,1,1990,6.0,27,1,2018,28,1,9.272181363975113,1,4.0,1,1,72169.0,11.186769470799568
19,12,1,1990,6.0,27,1,2020,30,0,10.090465987306183,1,3.0,1,1,38884.0,10.568336355091649
20,12,1,1992,6.0,8,0,2018,26,1,7.4637445891740555,0,5.0,0,1,25439.0,10.144019841468621
20,12,1,1992,6.0,8,0,2020,28,1,5.256069945872884,1,5.0,0,1,59097.0,10.98693310911477
21,12,0,1966,9.0,10,1,2018,52,1,9.942740629248414,1,3.0,1,0,34382.0,10.445299230206599
21,12,0,1966,9.0,10,1,2020,54,0,10.05434778421387,1,3.0,1,1,25599.0,10.150308237861015
22,13,0,1972,9.0,18,1,2018,46,1,,1,4.0,1,1,44447.0,10.702059862262248
22,13,0,1972,9.0,18,1,2020,48,0,14.301008327477426,1,5.0,1,0,54330.0,10.902823153263824
23,14,1,1989,6.0,26,1,2018,29,0,6.641403759668258,0,4.0,1,0,14798.0,9.602274788916684
23,14,1,1989,6.0,26,1,2020,31,1,8.49045056474385,1,4.0,1,0,34635.0,10.452606860212986
24,14,0,1964,9.0,12,1,2018,54,0,11.068528134697706,1,4.0,1,1,43975.0,10.691378401039637
24,14,0,1964,9.0,12,1,2020,56,1,14.583195404971974,1,4.0,1,0,35919.0,10.489013737741276
25,14,1,1986,13.0,4,1,2018,32,1,13.877082482205068,1,5.0,1,1,65589.0,11.091157325544165
25,14,1,1986,13.0,4,1,2020,34,0,16.768582437855926,1,3.0,1,1,46571.0,10.74873505586896
26,15,1,1983,9.0,28,1,2018,35,0,13.728006733848156,1,4.0,1,0,32060.0,10.375356139268245
26,15,1,1983,9.0,28,1,2020,37,0,14.026649471743166,1,5.0,1,1,50220.0,10.824164152543105
27,16,0,1987,12.0,23,1,2018,31,0,17.15086171955279,1,3.0,1,1,22849.0,10.036657487269169
27,16,0,1987,12.0,23,1,2020,33,0,10.987656829107925,0,4.0,1,0,59277.0,10.989979495271658
28,16,1,1991,9.0,25,0,2018,27,0,10.717654471615088,0,4.0,0,0,,
28,16,1,1991,9.0,25,0,2020,29,1,8.64228238349653,1,4.0,1,1,,
29,16,0,1972,6.0,11,1,2018,46,0,7.625939572555992,1,3.0,1,1,14578.0,9.587270019250008
29,16,0,1972,6.0,11,1,2020,48,1,9.492595551409835,1,4.0,1,1,24875.0,10.121632610343454
30,17,1,1972,6.0,4,1,2018,46,1,10.590011252514358,1,3.0,1,1,145920.0,11.890812159762604
30,17,1,1972,6.0,4,1,2020,48,1,9.4853275932642,1,4.0,1,1,49344.0,10.806579195843684
31,17,1,1980,12.0,23,1,2018,38,0,14.348360272059928,1,4.0,1,1,61857.0,11.032576483845624
31,17,1,1980,12.0,23,1,2020,40,1,19.21552539025008,1,3.0,1,1,153318.0,11.940271465241569
32,17,0,1963,6.0,3,1,2018,55,0,7.054988194032509,1,4.0,1,1,28418.0,10.254789460584568
32,17,0,1963,6.0,3,1,2020,57,1,7.2574683697179605,1,4.0,1,0,97824.0,11.490930151805621
33,18,1,1963,6.0,2,1,2018,55,1,8.490431697781212,1,4.0,1,1,71421.0,11.176351680182744
33,18,1,1963,6.0,2,1,2020,57,0,7.4246777053702715,1,4.0,1,0,38014.0,10.545720373496042
34,18,0,1976,9.0,5,0,2018,42,1,12.288611862371974,1,5.0,0,1,87382.0,11.378046483484306
34,18,0,1976,9.0,5,0,2020,44,1,10.26338758156604,1,,0,1,58398.0,10.975033983014958
35,18,0,1987,6.0,1,1,2018,31,0,9.512486830002732,0,4.0,1,0,13382.0,9.501676559388532
35,18,0,1987,6.0,1,1,2020,33,1,9.439505462704224,1,3.0,1,0,,
36,19,1,1964,9.0,25,1,2018,54,0,12.726176886320253,1,5.0,1,0,64205.0,11.069835156758225
36,19,1,1964,9.0,25,1,2020,56,1,12.284534975495037,1,3.0,1,1,,
37,20,1,1992,6.0,13,1,2018,26,0,9.305897019193264,0,4.0,1,1,52475.0,10.868090056230141
37,20,1,1992,6.0,13,1,2020,28,1,6.807374519125865,1,5.0,1,0,30368.0,10.321142617840927
38,21,0,1989,9.0,15,1,2018,29,0,13.481077946300172,0,4.0,1,1,40615.0,10.611899148075194
38,21,0,1989,9.0,15,1,2020,31,0,10.96073345352908,1,4.0,1,1,50143.0,10.822633700878702
39,21,1,1985,12.0,21,1,2018,33,1,14.783564283811156,0,4.0,1,1,,
39,21,1,1985,12.0,21,1,2020,35,1,17.091624993495717,1,4.0,1,0,119768.0,11.693314212298985
40,22,1,1987,9.0,17,1,2018,31,1,12.264558178336367,1,3.0,1,0,101883.0,11.53157798693063
40,22,1,1987,9.0,17,1,2020,33,1,8.30861207658674,1,4.0,1,1,43493.0,10.680361743533032
41,22,0,1978,6.0,18,1,2018,40,1,7.864796515251168,1,4.0,1,1,34474.0,10.44797148985375
41,22,0,1978,6.0,18,1,2020,42,1,11.772440522687246,1,3.0,1,1,36570.0,10.50697732263144
42,22,0,1977,9.0,22,1,2018,41,0,13.075365947892402,1,4.0,1,1,32926.0,10.40202471053556
42,22,0,1977,9.0,22,1,2020,43,0,12.444132323833998,1,4.0,1,1,43365.0,10.6774162276656
43,23,1,1991,9.0,4,1,2018,27,0,10.109357861432304,0,5.0,1,1,28237.0,10.248402976906965
43,23,1,1991,9.0,4,1,2020,29,0,12.783110429068957,1,4.0,1,1,63225.0,11.054454272105309
44,24,1,1993,12.0,24,1,2018,25,1,14.841455525763092,1,4.0,1,1,104639.0,11.55827352916176
44,24,1,1993,12.0,24,1,2020,27,1,15.374195931970727,1,5.0,1,1,261686.0,12.474900063204146
45,24,1,1966,13.0,21,1,2018,52,1,17.781312026840038,1,4.0,1,1,196905.0,12.190478384181592
45,24,1,1966,13.0,21,1,2020,54,0,18.385798000930194,1,3.0,1,1,,
46,25,1,1978,9.0,16,0,2018,40,1,12.818315591849485,1,4.0,0,1,155097.0,11.951806541526649
46,25,1,1978,9.0,16,0,2020,42,0,14.428907072513898,1,4.0,0,1,62972.0,11.05044649071652
47,26,1,1982,6.0,25,1,2018,36,0,7.927434104405303,1,5.0,1,0,36805.0,10.513398287914775
47,26,1,1982,6.0,25,1,2020,38,1,9.102410789771396,0,5.0,1,1,30581.0,10.328139664045779
48,26,0,1979,12.0,10,1,2018,39,0,13.251622707898976,1,2.0,1,1,64815.0,11.079291384936615
48,26,0,1979,12.0,10,1,2020,41,0,14.265162611324865,1,4.0,1,1,155478.0,11.954258531637407
49,27,0,1978,9.0,24,1,2018,40,0,12.336339379817858,0,4.0,1,1,,
49,27,0,1978,9.0,24,1,2020,42,1,5.97567898421358,1,4.0,1,1,48763.0,10.794722276040366
50,27,1,1969,12.0,23,1,2018,49,0,16.33559429159005,1,3.0,1,0,101634.0,11.529130475989314
50,27,1,1969,12.0,23,1,2020,51,1,15.734283099953823,1,5.0,1,1,67318.0,11.117190107204163
51,28,0,1974,6.0,9,1,2018,44,0,9.352238300259774,1,4.0,1,1,37106.0,10.521535745521913
51,28,0,1974,6.0,9,1,2020,46,0,10.44042619338106,1,4.0,1,1,37774.0,10.539386261151455
52,28,1,1986,12.0,26,1,2018,32,1,13.535110645696497,1,4.0,1,1,78589.0,11.271984889986287
52,28,1,1986,12.0,26,1,2020,34,0,12.888019600260836,0,4.0,1,1,78172.0,11.266672006553586
53,28,0,1973,9.0,13,1,2018,45,0,8.744617039054795,1,3.0,1,1,43650.0,10.6839611507107
53,28,0,1973,9.0,13,1,2020,47,0,11.607299795189459,1,4.0,1,0,29002.0,10.275126172532666
54,29,1,1969,6.0,26,0,2018,49,0,7.193345202032483,1,4.0,0,1,,
54,29,1,1969,6.0,26,0,2020,51,0,8.604719830140137,1,5.0,0,0,60848.0,11.016139226638435
55,29,0,1984,9.0,8,1,2018,34,0,12.126394566442288,1,3.0,1,1,60753.0,11.014568386155531
55,29,0,1984,9.0,8,1,2020,36,1,10.617230368301023,0,4.0,1,1,,
56,30,1,1970,6.0,12,1,2018,48,1,5.799275611191678,1,4.0,1,0,38642.0,10.562095026058243
56,30,1,1970,6.0,12,1,2020,50,0,9.024868026990694,1,4.0,1,1,47945.0,10.77781426593211
57,30,0,1975,9.0,24,1,2018,43,1,13.08835377715211,1,3.0,1,1,51244.0,10.844354893303654
57,30,0,1975,9.0,24,1,2020,45,0,13.03332931585234,1,4.0,1,1,65220.0,11.085518677617344
58,30,1,1976,6.0,25,0,2018,42,0,9.255812075570118,1,5.0,0,1,103189.0,11.544313753096322
58,30,1,1976,6.0,25,0,2020,44,1,7.201353128152832,1,4.0,0,1,80127.0,11.291362380638656
59,31,1,1963,9.0,9,1,2018,55,1,12.483535926109464,1,4.0,1,1,93221.0,11.442727163831512
59,31,1,1963,9.0,9,1,2020,57,0,11.46221474223448,1,4.0,1,0,26047.0,10.167666601952318
60,32,0,1972,9.0,12,1,2018,46,1,12.178286762782939,1,4.0,1,1,51619.0,10.851636929211557
60,32,0,1972,9.0,12,1,2020,48,0,11.902319706250715,1,4.0,1,0,29529.0,10.29311155992934
61,33,0,1968,6.0,24,1,2018,50,0,5.734583737703336,1,3.0,1,0,,
61,33,0,1968,6.0,24,1,2020,52,1,9.732425987601594,1,4.0,1,1,74365.0,11.21674452147946
62,33,0,1968,6.0,18,1,2018,50,0,6.54253705831942,1,5.0,1,1,49720.0,10.814161467625022
62,33,0,1968,6.0,18,1,2020,52,1,4.876715986132165,1,3.0,1,0,20197.0,9.913265059590076
63,34,1,1969,9.0,4,1,2018,49,1,13.732335764541832,1,3.0,1,1,47161.0,10.761328907491496
63,34,1,1969,9.0,4,1,2020,51,1,13.086254210834403,1,4.0,1,1,86991.0,11.37355733196277
64,34,1,1977,12.0,6,1,2018,41,0,18.951719403839135,1,4.0,1,0,59113.0,10.987201764137781
64,34,1,1977,12.0,6,1,2020,43,1,11.329189969545322,1,3.0,1,1,81650.0,11.31019293782549
65,35,1,1982,9.0,16,1,2018,36,1,11.684519216770997,0,4.0,1,0,60187.0,11.00520756719855
65,35,1,1982,9.0,16,1,2020,38,0,11.077586175392913,0,4.0,1,1,61233.0,11.022439494650145
66,35,1,1986,9.0,10,1,2018,32,0,14.181515608252157,0,3.0,1,1,62697.0,11.046061912940187
66,35,1,1986,9.0,10,1,2020,34,1,14.797820395458524,1,5.0,1,1,86997.0,11.373624777332873
67,36,1,1981,12.0,7,0,2018,37,1,15.397776903835908,0,5.0,0,1,92723.0,11.437373798594042
67,36,1,1981,12.0,7,0,2020,39,0,15.088919534401963,1,4.0,0,1,122801.0,11.718317907723687
68,36,1,1975,12.0,5,1,2018,43,0,15.5721910061378,1,4.0,1,1,130949.0,11.782560806708739
68,36,1,1975,12.0,5,1,2020,45,0,14.438477828559892,1,4.0,1,1,82233.0,11.317313926078375
69,36,1,1979,9.0,17,0,2018,39,0,6.240752440363884,1,3.0,0,0,73873.0,11.210098164442435
69,36,1,1979,9.0,17,0,2020,41,0,12.53808689480071,1,4.0,0,1,68712.0,11.137679670125577
70,37,0,1963,9.0,11,1,2018,55,1,13.673443608579596,1,5.0,1,1,31458.0,10.356410662119101
70,37,0,1963,9.0,11,1,2020,57,0,10.417382309116803,1,3.0,1,0,21473.0,9.974570004930156
71,37,1,1974,9.0,9,1,2018,44,0,10.243937014200098,1,5.0,1,1,91566.0,11.424817010666501
71,37,1,1974,9.0,9,1,2020,46,1,6.7207029676610315,1,3.0,1,0,25482.0,10.145729771474112
72,37,1,1985,6.0,13,1,2018,33,1,5.340355400853627,0,4.0,1,1,38538.0,10.559388954847991
72,37,1,1985,6.0,13,1,2020,35,0,7.6801660033650805,0,5.0,1,0,35009.0,10.463361078499828
73,38,0,1980,9.0,4,1,2018,38,1,15.946984579957022,1,4.0,1,1,,
73,38,0,1980,9.0,4,1,2020,40,0,12.978335682340918,1,2.0,1,1,115108.0,11.653622333744073
74,38,0,1990,9.0,24,1,2018,28,1,8.233867227828362,1,5.0,1,1,72771.0,11.19507601788862
74,38,0,1990,9.0,24,1,2020,30,1,8.691657694568686,1,4.0,1,1,61298.0,11.02350009195646
75,38,0,1971,12.0,9,1,2018,47,1,17.539008819662705,1,4.0,1,1,226334.0,12.329768227948707
75,38,0,1971,12.0,9,1,2020,49,0,11.636927610268746,1,4.0,1,0,62472.0,11.042469653926918
76,39,1,1988,12.0,13,1,2018,30,0,15.05122664633427,1,4.0,1,1,74593.0,11.219802208559106
76,39,1,1988,12.0,13,1,2020,32,0,11.058803945811455,0,4.0,1,1,66999.0,11.112432733060958
77,39,0,1986,9.0,11,0,2018,32,1,13.177481826972594,1,4.0,0,1,110253.0,11.610529132591045
77,39,0,1986,9.0,11,0,2020,34,0,17.137357629891767,1,2.0,0,1,79725.0,11.286341930223166
78,40,1,1978,9.0,13,0,2018,40,0,12.342424635269442,1,5.0,0,1,54747.0,10.910472692474222
78,40,1,1978,9.0,13,0,2020,42,0,12.797148260137236,1,4.0,1,1,110990.0,11.61719510714634
79,40,1,1992,6.0,8,1,2018,26,1,7.9967177825011895,1,4.0,1,0,30138.0,10.313554532093065
79,40,1,1992,6.0,8,1,2020,28,1,7.590208147079261,1,4.0,1,1,52196.0,10.86275375920857
80,40,0,1964,6.0,20,1,2018,54,1,8.065694488944883,1,3.0,1,0,37033.0,10.519572181791485
80,40,0,1964,6.0,20,1,2020,56,1,7.664244376314572,1,4.0,1,1,20483.0,9.927374545831228
81,41,1,1965,6.0,7,1,2018,53,1,8.765283977873088,1,4.0,1,0,36227.0,10.497568948938474
81,41,1,1965,6.0,7,1,2020,55,0,6.9868209428835515,1,4.0,1,1,,
82,41,0,1983,9.0,11,1,2018,35,1,10.299630048967387,1,4.0,1,1,68562.0,11.13549109004521
82,41,0,1983,9.0,11,1,2020,37,1,,1,4.0,1,1,42761.0,10.663392278971486
83,42,1,1989,9.0,3,1,2018,29,1,,0,3.0,1,1,63848.0,11.064257792608258
83,42,1,1989,9.0,3,1,2020,31,0,8.274936981313964,0,,1,0,71984.0,11.184205766901337
84,42,0,1972,6.0,12,1,2018,46,1,7.541803390806655,1,4.0,1,1,31735.0,10.365169007017414
84,42,0,1972,6.0,12,1,2020,48,0,9.10761174058099,1,4.0,1,1,46147.0,10.739582462013775
85,42,0,1971,9.0,25,0,2018,47,0,10.228221482140418,1,4.0,0,0,45827.0,10.73263009664428
85,42,0,1971,9.0,25,0,2020,49,0,12.059727250576202,1,3.0,1,0,40401.0,10.606600500558605
86,43,1,1965,9.0,15,1,2018,53,0,14.73513022529167,1,3.0,1,1,75008.0,11.225347711563206
86,43,1,1965,9.0,15,1,2020,55,1,12.46994784984691,1,4.0,1,0,53544.0,10.88825175400429
87,44,1,1976,12.0,17,1,2018,42,0,16.42675760495822,1,4.0,1,1,84324.0,11.342416854354338
87,44,1,1976,12.0,17,1,2020,44,1,16.616090570715972,1,,1,1,117620.0,11.675211799939094
88,45,0,1989,6.0,22,1,2018,29,0,6.132416913921179,0,3.0,1,1,44821.0,10.710427715460995
88,45,0,1989,6.0,22,1,2020,31,0,8.878961006353562,1,4.0,1,1,46130.0,10.739218835302188
89,45,1,1972,15.0,1,1,2018,46,0,19.991246829453736,1,5.0,1,1,181883.0,12.11111819101927
89,45,1,1972,15.0,1,1,2020,48,1,18.89597353235148,1,4.0,1,1,87025.0,11.373955725391333
90,45,0,1991,9.0,15,1,2018,27,1,13.953086932316602,0,4.0,1,1,93731.0,11.44817915601795
90,45,0,1991,9.0,15,1,2020,29,1,8.81371296922391,0,3.0,1,0,18143.0,9.806018238504413
91,46,1,1977,9.0,11,1,2018,41,1,11.536960081817726,1,3.0,1,1,56622.0,10.944156896967256
91,46,1,1977,9.0,11,1,2020,43,0,9.351489182815858,1,5.0,1,1,46319.0,10.743299014649372
92,47,0,1970,6.0,3,1,2018,48,0,10.659353100562864,1,4.0,1,0,32637.0,10.393215271901779
92,47,0,1970,6.0,3,1,2020,50,1,,1,4.0,1,1,43023.0,10.669489492833774
93,47,1,1972,12.0,15,1,2018,46,1,12.180315533906883,1,4.0,1,1,99444.0,11.507349867845104
93,47,1,1972,12.0,15,1,2020,48,1,14.269331480313767,1,4.0,1,1,214089.0,12.274145026022126
94,47,0,1966,12.0,8,1,2018,52,1,17.68616846742773,1,4.0,1,1,88065.0,11.385832820112636
94,47,0,1966,12.0,8,1,2020,54,0,17.314072926761455,1,4.0,1,1,54440.0,10.904858898861164
95,48,1,1968,9.0,16,0,2018,50,0,10.65281697581681,1,5.0,0,1,18008.0,9.798571223953719
95,48,1,1968,9.0,16,0,2020,52,1,11.874646577780961,1,3.0,0,0,91899.0,11.428446400668822
96,48,1,1990,9.0,3,1,2018,28,1,13.575090538489182,0,5.0,1,1,89316.0,11.399931195109309
96,48,1,1990,9.0,3,1,2020,30,0,9.70149073843075,1,4.0,1,1,81161.0,11.304190706160657
97,49,0,1987,6.0,18,1,2018,31,1,9.192789125851261,1,4.0,1,1,18480.0,9.824468229374821
97,49,0,1987,6.0,18,1,2020,33,0,11.63290109939437,0,5.0,1,1,62908.0,11.049426748979412
98,49,0,1975,9.0,10,1,2018,43,0,10.457074696591782,1,4.0,1,0,29683.0,10.298322662918775
98,49,0,1975,9.0,10,1,2020,45,0,13.121466501828344,1,5.0,1,1,54900.0,10.913265256422424
99,50,0,1992,9.0,11,1,2018,26,1,10.220146879405785,1,5.0,1,1,43724.0,10.685647055490742
99,50,0,1992,9.0,11,1,2020,28,0,15.72582630600036,0,4.0,1,1,53950.0,10.895817133829677
100,50,0,1988,9.0,20,1,2018,30,1,11.898933634608673,1,5.0,1,1,38055.0,10.546793004313756
100,50,0,1988,9.0,20,1,2020,32,1,14.573103951450179,1,4.0,1,1,68760.0,11.138380395129348
101,51,0,1970,9.0,10,1,2018,48,0,12.229837388840414,1,5.0,1,1,87456.0,11.378891089049029
101,51,0,1970,9.0,10,1,2020,50,1,5.794503273715753,1,4.0,1,1,47947.0,10.777857958368985
102,51,0,1983,12.0,18,1,2018,35,1,11.655895195505096,0,3.0,1,0,81055.0,11.30287919192427
102,51,0,1983,12.0,18,1,2020,37,1,15.467943761042953,1,4.0,1,1,55118.0,10.917222864823605
103,52,0,1968,6.0,6,1,2018,50,0,5.436099774353813,1,4.0,1,1,17823.0,9.78823746232415
103,52,0,1968,6.0,6,1,2020,52,1,10.1247844472766,1,4.0,1,1,73553.0,11.205755903251768
104,53,1,1992,6.0,24,0,2018,26,1,,0,5.0,0,1,40910.0,10.619123685817865
104,53,1,1992,6.0,24,0,2020,28,0,8.821957067162655,0,5.0,0,1,54575.0,10.907336526020375
105,54,1,1963,9.0,20,0,2018,55,1,12.881293511870043,1,3.0,0,0,127392.0,11.755026546472216
105,54,1,1963,9.0,20,0,2020,57,0,11.087154313019706,1,4.0,0,0,22064.0,10.001712204957155
106,54,0,1993,6.0,9,0,2018,25,1,10.114316225870322,0,5.0,0,1,52073.0,10.860393440085
106,54,0,1993,6.0,9,0,2020,27,0,12.83489441238491,0,5.0,0,0,28072.0,10.24252493577546
107,54,1,1981,9.0,9,1,2018,37,0,12.909934115715899,1,4.0,1,1,75567.0,11.232780411477288
107,54,1,1981,9.0,9,1,2020,39,0,10.160810088960206,1,5.0,1,1,72148.0,11.186468551614455
108,55,1,1974,9.0,15,1,2018,44,1,12.310829722626199,1,4.0,1,1,88337.0,11.38891739612498
108,55,1,1974,9.0,15,1,2020,46,0,9.701472725262548,1,4.0,1,0,40736.0,10.61486348038121
109,55,1,1988,6.0,25,1,2018,30,1,9.927006606251272,1,4.0,1,1,65030.0,11.082606772266269
109,55,1,1988,6.0,25,1,2020,32,0,11.566700010880776,0,5.0,1,1,81580.0,11.309333688259295
110,56,1,1983,6.0,11,1,2018,35,1,10.213654982652205,1,4.0,1,1,60899.0,11.016974157769623
110,56,1,1983,6.0,11,1,2020,37,1,7.166783412953308,1,3.0,1,1,28081.0,10.242848218228517
111,57,0,1983,12.0,21,1,2018,35,0,20.642856765715926,1,4.0,1,1,136155.0,11.821546681501115
111,57,0,1983,12.0,21,1,2020,37,0,13.629780218471119,1,5.0,1,1,69954.0,11.155589788593671
112,57,0,1970,12.0,6,1,2018,48,0,14.811515109453042,1,4.0,1,1,45600.0,10.727670320657907
112,57,0,1970,12.0,6,1,2020,50,0,13.993063979250849,1,4.0,1,1,68373.0,11.132737605970467
113,58,0,1988,12.0,8,1,2018,30,1,15.0686517155764,1,4.0,1,1,57050.0,10.951687551180704
113,58,0,1988,12.0,8,1,2020,32,1,16.691364627151025,0,5.0,1,1,40872.0,10.618188291205033
114,59,1,1963,12.0,10,1,2018,55,1,17.242305327060418,1,4.0,1,1,173543.0,12.064178476682201
114,59,1,1963,12.0,10,1,2020,57,0,14.62766800595062,1,3.0,1,1,37322.0,10.527325255531773
115,59,1,1967,6.0,16,1,2018,51,0,,1,4.0,1,0,78875.0,11.275620006126738
115,59,1,1967,6.0,16,1,2020,53,1,7.38033573886652,1,4.0,1,0,65146.0,11.08438872635312
116,60,0,1976,6.0,1,1,2018,42,0,6.574182641149447,1,4.0,1,0,,
116,60,0,1976,6.0,1,1,2020,44,0,8.753646295509784,1,4.0,1,0,29465.0,10.290944288459524
117,60,0,1983,12.0,27,1,2018,35,1,14.84152388423589,1,3.0,1,0,67111.0,11.114110465441458
117,60,0,1983,12.0,27,1,2020,37,1,15.795545119507464,1,5.0,1,1,101907.0,11.531819406078107
118,61,1,1981,12.0,10,0,2018,37,1,13.548866767281687,1,4.0,0,0,43862.0,10.688799568608555
118,61,1,1981,12.0,10,0,2020,39,0,11.931821671543599,1,4.0,0,1,42814.0,10.664619925201192
119,61,1,1964,9.0,11,1,2018,54,1,13.402940246788107,1,4.0,1,1,111140.0,11.618547375246758
119,61,1,1964,9.0,11,1,2020,56,0,9.15980715830207,1,5.0,1,0,63236.0,11.054621553951943
120,62,0,1982,9.0,5,1,2018,36,0,12.206419586603516,1,4.0,1,1,44744.0,10.708709108632176
120,62,0,1982,9.0,5,1,2020,38,1,12.019816940967546,1,4.0,1,1,109195.0,11.600887269160019
121,63,1,1974,9.0,4,1,2018,44,1,9.64507053316078,1,4.0,1,1,60210.0,11.005591246530592
121,63,1,1974,9.0,4,1,2020,46,1,10.417222427338457,1,4.0,1,0,58722.0,10.980573709065157
122,64,1,1983,12.0,27,1,2018,35,1,11.104147714178357,1,3.0,1,1,113571.0,11.640184799891875
122,64,1,1983,12.0,27,1,2020,37,1,17.685064806411404,1,4.0,1,1,226043.0,12.328480722245718
123,64,1,1988,6.0,1,0,2018,30,0,8.567322510994657,1,4.0,0,1,50516.0,10.830053078997471
123,64,1,1988,6.0,1,0,2020,32,1,11.245396774757472,0,3.0,0,1,54690.0,10.909437666437098
124,64,0,1983,6.0,5,1,2018,35,1,9.350922477165998,1,5.0,1,1,88510.0,11.390866871019899
124,64,0,1983,6.0,5,1,2020,37,0,9.322862618880986,1,4.0,1,1,25693.0,10.153980015354383
125,65,0,1983,6.0,3,1,2018,35,0,9.295244212518186,1,4.0,1,0,27584.0,10.224986135883466
125,65,0,1983,6.0,3,1,2020,37,1,10.204725050093401,1,4.0,1,1,75737.0,11.235023253046283
126,65,1,1966,9.0,4,1,2018,52,0,13.844535923666687,1,3.0,1,0,43373.0,10.677584160740993
126,65,1,1966,9.0,4,1,2020,54,1,12.792810765550106,1,4.0,1,1,117535.0,11.674493447305654
127,66,0,1988,6.0,4,1,2018,30,1,8.04941615899315,1,4.0,1,0,30904.0,10.338645696656153
127,66,0,1988,6.0,4,1,2020,32,0,7.111086659172789,0,4.0,1,0,12600.0,9.441468386768157
128,66,1,1992,9.0,26,1,2018,26,0,14.569296354567289,0,3.0,1,1,37345.0,10.527957421409184
