item,firm,tier,month,t,cap,lnctx,lnlat,mm,cache,reason,hike,rho,p_out,p_in,io_ratio,q_tok,q_out,q_in,exp_yuan,p_blend,cap_z,lnlat_z,eta,p_out_adj
econ_1,S01,经济档,2024-11,22,0.7438984360638057,5.214730395930056,1.110414530172594,1.0,1.0,0.0,0.0,0.0,4.608363773570358,1.0047286209441522,0.21802285373095287,8.199903941431957,1.0887618321145953,7.111142109317362,12162178.589995315,1.4832098859772036,0.07969273926869083,-1.1031018777654196,5.552796935192869,0.8299175761971732
econ_1,S01,经济档,2024-12,23,0.7510358915148251,5.240299653633618,1.0964495626868769,1.0,1.0,0.0,0.0,0.0,4.3772137369594795,0.9949481224862606,0.22730169972859862,12.10454320478265,1.5992961725716837,10.505247032210965,17452636.987000156,1.441825328865315,0.12435518543835769,-1.1180660225827026,5.759089790429041,0.7600530459229714
econ_1,S01,经济档,2025-01,24,0.7577409104007619,5.263180030728524,1.083518546330597,1.0,1.0,0.0,0.0,0.0,4.286024889481978,0.9364760501876623,0.21849524310645047,17.185056100486474,2.259967199602094,14.92508890088438,23663263.969507385,1.3769675135851043,0.1663116707873458,-1.1319222382586742,5.958016547028951,0.7193710953386434
econ_1,S01,经济档,2025-02,25,0.7640396927286219,5.283654291736584,1.0715449284773948,1.0,1.0,0.0,0.0,0.0,4.244655817282386,0.9659876377143007,0.2275773771294296,21.981636966396177,2.877992332606124,19.103644633790054,30669971.44821902,1.3952542067319595,0.20572614119392751,-1.1447525546718973,6.149438804925854,0.6902509240164013
econ_1,S01,经济档,2025-03,26,0.7699568511272324,5.301975465469317,1.0604578243747926,1.0,1.0,0.0,0.0,0.0,4.094597591616891,0.9402509589572751,0.22963207932381582,34.798357724905365,4.53699544089138,30.261362284013988,47030445.51234833,1.3515133640542007,0.24275260955774605,-1.1566329282972077,6.33328491657358,0.6465203516901212
econ_1,S01,经济档,2025-04,27,0.7755155070216235,5.318369972055551,1.0501915975009275,1.0,1.0,0.0,0.0,0.0,3.9003604478192733,0.6658635218873656,0.1707184581516449,48.29424586738138,6.27163519798863,42.02261066939275,52442961.408609495,1.0859049658342468,0.27753575760856647,-1.1676336918739738,6.509541701806052,0.5991758907907649
econ_1,S01,经济档,2025-05,28,0.7807373809804996,5.333040421128688,1.0406854709912168,1.0,1.0,0.0,0.0,0.0,4.126066961423642,0.8692296809176042,0.21066785610713615,69.9337733090772,9.047708192130914,60.886065116946284,90255424.80208509,1.290584227497563,0.31021150125328206,-1.177819970781405,6.678246629905037,0.6178368649859691
econ_1,S01,经济档,2025-06,29,0.7856428775898333,5.346168115754652,1.0318831678345748,1.0,1.0,0.0,0.0,0.0,4.0443242077552135,0.8746367872746766,0.21626277774603545,96.13370856790021,12.393070132285978,83.74063843561424,123364236.51006822,1.283256813326148,0.34090752167027233,-1.1872520685858814,6.839480538457057,0.5913203766009381
econ_1,S01,经济档,2025-07,30,0.7902511651842288,5.357915293045098,1.0237325777091137,1.0,1.0,0.0,0.0,0.0,4.018166943264987,0.823428309712101,0.2049263560570281,122.44361545806248,15.731551829156308,106.71206362890617,151081735.7060161,1.2338882279881902,0.36974376422638316,-1.1959858240427745,6.993360929051695,0.574568792320269
econ_1,S01,经济档,2025-08,31,0.7945802507476051,5.368427129146178,1.0161854484849702,1.0,1.0,0.0,0.0,0.0,4.011637936848517,0.8936482527641413,0.22276393503900752,152.4312422608037,19.52170713353552,132.9095351272682,197088394.77111492,1.2929658766009702,0.396832907166051,-1.2040729416662377,7.14003585647816,0.5618512312103805
econ_1,S01,经济档,2025-09,32,0.7986470502758779,5.377833533381333,1.0091971005679294,1.0,1.0,0.0,0.0,0.0,3.811581675416597,0.7997868289531523,0.2098306942001282,183.27043174479854,23.40003925812754,159.87039248667102,217053395.09071842,1.1843339540606428,0.42228080190399575,-1.2115612978239667,7.279678410001049,0.5235920408489649
econ_1,S01,经济档,2025-10,33,0.8024674548765812,5.386250753720798,1.0027261623927388,1.0,1.0,0.0,0.0,0.0,3.961234586927807,0.8549025864587086,0.21581720741304058,234.65951618291496,29.875198655831944,204.784317527083,293413312.92690533,1.250378922192068,0.44618688664192424,-1.218495224169035,7.412481771736932,0.5344005838950737
econ_1,S01,经济档,2025-11,34,0.8060563928637146,5.3937828134188415,0.9967343255002117,1.0,1.0,0.0,0.0,0.0,3.8223780122439486,0.7499691701974572,0.19620486717826832,280.48748458156274,35.612211437722536,244.8752731438402,319772239.3684946,1.1400588509164238,0.46864457492545974,-1.2249157700867408,7.538654827357746,0.5070371438645201
econ_1,S01,经济档,2025-12,35,0.8094278880904552,5.400522796573244,0.991186117748158,1.0,1.0,0.0,0.0,0.0,3.7937692553316142,0.790227528682995,0.2082961496860781,359.7093769335605,45.55236631864099,314.1570106149195,421070684.96392876,1.1705857894321778,0.4897416206596066,-1.2308609457101727,7.6584182976304405,0.4953724265107625
econ_1,S01,经济档,2026-01,36,0.8125951147476684,5.40655399849447,0.9860486933135348,1.0,1.0,0.0,0.0,0.0,3.7298899799637684,0.7506895780651935,0.20126319599177175,408.89485287306366,51.653789359623964,357.24106351343966,460840094.59608555,1.1270381403875183,0.5095604610090364,-1.2363659469431634,7.772001355059435,0.47991370685179774
econ_1,S01,经济档,2026-02,37,0.8155704488423458,5.411950955101229,0.9812916382426078,1.0,1.0,0.0,0.0,0.0,3.471541530648548,0.6840818763296957,0.19705421072750257,418.4734701693684,52.74051749847968,365.7329526708887,433282181.34257007,1.035387455188517,0.5281785385231063,-1.2414633638227908,7.879638687605722,0.44057115665837693
econ_1,S01,经济档,2026-03,38,0.8183655165571199,5.416780364064099,0.9768867903979714,1.0,1.0,0.0,0.0,0.0,3.330767985369065,0.7012604462387276,0.2105401665078826,523.3080118340907,65.80689556640174,457.50111626768904,540014937.9176921,1.0319256073016099,0.545668603744297,-1.24618337345494,7.981567970668361,0.4173074761261668
econ_1,S01,经济档,2026-04,39,0.820991239679827,5.421101909081049,0.9728080727364965,1.0,1.0,0.0,0.0,0.0,3.3441962952723236,0.7035904139009664,0.21039148177265468,559.1863677013597,70.17090405362748,489.0154636477322,578731869.8439316,1.0349534668073495,0.562098999482544,-1.250553918665127,8.078027708860006,0.41398673238077643
econ_1,S01,经济档,2026-05,40,0.8234578782806293,5.4249689974716,0.9690313389312,1.0,1.0,0.0,0.0,0.0,3.193928376170226,0.6743686665439257,0.21114082318669503,647.8761633103097,81.13818858288816,566.7379747274216,641339895.2026739,0.9899112384776761,0.5775339278662472,-1.2546008734222067,8.169255410281501,0.3909693375666128
econ_1,S01,经济档,2026-06,41,0.8257750708034631,5.428429420205062,0.9655342304231025,1.0,1.0,0.0,0.0,0.0,3.249186439104418,0.6112440531614264,0.18812218523536162,694.2454220195331,86.78067775244163,607.4647442670914,653275813.7680101,0.9409868514043004,0.5920337012134893,-1.2583481960142893,8.255486057755158,0.39357905959421374
econ_1,S01,经济档,2026-07,42,0.8257750708034631,5.428429420205062,0.9655342304231025,1.0,1.0,0.0,0.0,0.0,3.2306079743385343,0.684452515874223,0.21186492490298653,799.7262477261588,99.96578096576985,699.7604667603889,801903061.132464,1.0027219481822618,0.5920337012134893,-1.2583481960142893,8.255486057755158,0.3913286209603272
econ_1,S01,经济档,2026-08,43,0.8257750708034631,5.428429420205062,0.9655342304231025,1.0,1.0,0.0,0.0,0.0,3.2641160733812677,0.7577091036805391,0.23213301446588425,889.2465529591402,111.15581911989253,778.0907338392477,952391928.3585714,1.0710099748931303,0.5920337012134893,-1.2583481960142893,8.255486057755158,0.39538750965668157
econ_2,S02,经济档,2023-01,0,0.254391617419636,2.065977963336074,1.963601297008973,0.0,0.0,0.0,0.0,1.0,8.980620016949931,2.532541611035615,0.28200075342857417,0.016528166879167694,0.002754694479861282,0.013773472399306413,59620.75636611774,3.6072213453546675,-2.983383743297319,-0.18887058090154527,0.3193438182837587,28.12210383534038
econ_2,S02,经济档,2023-02,1,0.28262080133484513,2.3606418098742825,1.8877435707136347,0.0,0.0,0.0,0.0,1.0,7.654958385531084,2.0632504110071688,0.26953123806747187,0.018548579585145632,0.0030348037948282535,0.01551377579031738,55240.101033307496,2.97813106279824,-2.8067403420629784,-0.27015584010134225,0.38829027916780523,19.714524921760617
econ_2,S02,经济档,2023-03,2,0.30913966545735666,2.6243186050004277,1.8175022686498497,0.0,0.0,0.0,0.0,1.0,6.705732967990364,1.930069093033316,0.2878237326547969,0.025681657436176505,0.004129915045935788,0.021551742390240717,69290.45936695063,2.698052473410245,-2.6407992234836364,-0.34542282638770677,0.46496561252039836,14.421997643312125
econ_2,S02,经济档,2023-04,3,0.33405183282501955,2.8602669682109094,1.7524615568256265,0.0,0.0,0.0,0.0,1.0,6.365147291637645,1.8007063765054532,0.2829009752643386,0.030413741603618878,0.0048124938477653425,0.025601247755853537,76732.56226158778,2.5229569995576444,-2.484911969032323,-0.4151171261955851,0.549045629150467,11.593111671768295
econ_2,S02,经济档,2023-05,4,0.35745464827319773,3.071402840349646,1.692236389149205,0.0,0.0,0.0,0.0,1.0,5.655772717266216,1.3862443594491558,0.2451025578197586,0.03871960581069313,0.006034751729929551,0.032684854080763576,79440.37879848789,2.0516835627636727,-2.338469445874631,-0.4796513352209091,0.6400683788235347,8.836200794142806
econ_2,S02,经济档,2023-06,5,0.3794395588118293,3.260335519929279,1.6364702279261312,0.0,0.0,0.0,0.0,1.0,5.214895377329896,1.2651656546535117,0.24260614319386314,0.04606785462864717,0.007078905041481706,0.03898894958716546,86243.22910607919,1.8720912836355326,-2.2008994266689297,-0.5394075010193269,0.7374566004152288,7.071460712933645
econ_2,S02,经济档,2023-07,6,0.40009247095660544,3.429399909848226,1.5848329331282724,0.0,0.0,0.0,0.0,1.0,4.831571561827299,1.2931409380172543,0.26764395838280597,0.05781313932522073,0.008766267395482023,0.04904687192973871,105779.36622541925,1.829676911858572,-2.0716643535755934,-0.5947393847575588,0.8405423416648733,5.748159637332893
econ_2,S02,经济档,2023-08,7,0.41949408641054725,3.5806853730209354,1.537018807939076,0.0,0.0,0.0,0.0,1.0,4.266058525307744,1.1049598466363484,0.2590118818298769,0.07166633335818708,0.010731879329365665,0.06093445402882141,113112.95028417048,1.5783275770344485,-1.950259237738059,-0.6459745555071232,0.9485921184655166,4.497252762555843
econ_2,S02,经济档,2023-09,8,0.437720217407664,3.716061553530347,1.492744789004549,0.0,0.0,0.0,0.0,1.0,4.011547253555035,1.0482028355066453,0.2612963949452988,0.08665246685786258,0.012824512464587445,0.07382795439327514,128832.80889018436,1.4867760095221623,-1.836209686027896,-0.693416329478813,1.0608312742026054,3.7815129993885157
econ_2,S02,经济档,2023-10,9,0.45484208295090506,3.8372014824103284,1.4517487706761039,0.0,0.0,0.0,0.0,1.0,3.894100804210809,0.9213392977308308,0.2365987281927984,0.11178913490950321,0.016362987510644616,0.09542614739885859,151638.98245411573,1.3564733511612932,-1.7290700473433478,-0.7373455656783443,1.1764665228757576,3.309997121458297
econ_2,S02,经济档,2023-11,10,0.4709265871019616,3.9456022536082322,1.4137880533246567,0.0,0.0,0.0,0.0,1.0,3.5431704639765482,0.8396797950039298,0.2369854353723489,0.13462898412620417,0.019502363324301344,0.11512662080190282,165769.69506284094,1.2313076276906672,-1.6284216712179675,-0.7780223286135951,1.2947059782863395,2.736660310062254
econ_2,S02,经济档,2023-12,11,0.48603658041034187,4.042603525649115,1.3786379065398748,0.0,0.0,0.0,0.0,1.0,3.2783954426096713,0.7852162129969883,0.2395123549744627,0.17305702489418076,0.024824862925859243,0.1482321619683215,197780.01434466837,1.1428603633143755,-1.5338712719348202,-0.8156874278967975,1.414776260010289,2.3172536430501234
econ_2,S02,经济档,2024-01,12,0.5002311055032583,4.129404077652303,1.3460902387086022,0.0,0.0,0.0,0.0,1.0,3.0152217154338454,0.6539121207705249,0.2168703274533285,0.2135486800344608,0.030352121308731102,0.1831965587257297,211312.8255137723,0.9895300007458359,-1.445049391754003,-0.8505638438562418,1.5359365104882343,1.9631161150504748
econ_2,S02,经济档,2024-02,13,0.5135656277959778,4.207076624305947,1.3159523650962652,0.0,0.0,0.0,0.0,1.0,2.8381232239373797,0.5915633393841577,0.20843469176911608,0.2881799745601946,0.04060502836761359,0.24757494619258102,261698.3359362966,0.9081072907154186,-1.3616089572484893,-0.882858047597227,1.6574893503077268,1.7123025396274543
econ_2,S02,经济档,2024-03,14,0.5260922522241358,4.2765810728887255,1.2880458671382,0.0,0.0,0.0,0.0,1.0,2.612906191554779,0.5814583182868616,0.2225331778715223,0.44171807423641457,0.06173044843522743,0.3799876258011871,382242.83679203433,0.8653547569969977,-1.2832239231071785,-0.9127612233271241,1.778788940917679,1.4689242390987534
econ_2,S02,经济档,2024-04,15,0.537859926844906,4.338776386174098,1.2622055361878204,0.0,0.0,0.0,0.0,1.0,2.5823421043992427,0.547208515522749,0.21190395904188372,0.6093348434377426,0.08449852370474795,0.5248363197329946,505398.9989358629,0.8294273737646531,-1.2095879981057496,-0.9404504001808104,1.8992464200418888,1.3596666957741523
econ_2,S02,经济档,2024-05,16,0.5489146341025961,4.394431197823438,1.2382783954685324,1.0,0.0,0.0,0.0,1.0,2.8043708216254215,0.6469200789098403,0.2306827877116777,0.9065032503878776,0.12479270763252175,0.7817105427553558,855669.2740402247,0.9439230070869554,-1.1404134482670543,-0.9660895002469676,2.273751691565819,1.233367228280847
econ_2,S02,经济档,2024-06,17,0.5592995705060491,4.444233311457165,1.216122794439274,1.0,1.0,0.0,0.0,1.0,2.3439129726866232,0.5003790187651012,0.21348020365771528,1.261144774619985,0.17242000333322927,1.0887247712867558,948912.515325153,0.7524215573196855,-1.0754299725343424,-0.9898303089996447,2.167315757833151,1.0814819964350888
econ_2,S02,经济档,2024-07,18,0.56905531541994,4.48879820079708,1.195607570212253,1.0,1.0,0.0,0.0,1.0,2.187433220152328,0.5181964309360866,0.23689702897535797,1.879032229979364,0.2552260717110614,1.6238061582683028,1399740.5436564286,0.7449263090456947,-1.01438364656401,-1.0118133738801147,2.284027971663131,0.9577085952058342
econ_2,S02,经济档,2024-08,19,0.5782199896295254,4.528676615927918,1.1766112710584118,1.0,1.0,0.0,0.0,1.0,2.2557502947014876,0.46215513521907853,0.20487867664458728,2.7033288132000126,0.3649328218680819,2.338395991331931,1903899.036044931,0.7042794893275405,-0.95703593051071,-1.0321688363486987,2.3981091538070083,0.9406370394443784
econ_2,S02,经济档,2024-09,20,0.5868294042984395,4.564361389679238,1.1590214374037087,1.0,1.0,0.0,0.0,1.0,2.1040752632530157,0.4681012194313269,0.22247360995424503,3.7177316001221787,0.49895467606560523,3.2187769240565736,2556551.594622359,0.6876643796820462,-0.9031627369277222,-1.051017202332372,2.5092638796148967,0.8385229151650379
econ_2,S02,经济档,2024-10,21,0.5949172009015955,4.596293528243543,1.1427339360596611,1.0,1.0,0.0,0.0,1.0,2.0300337502838754,0.49134889223628986,0.2420397651849782,5.545734367567471,0.7401984812501055,4.805535886317366,3863822.633190356,0.6967197447801935,-0.8525535551403842,-1.0684700556292592,2.6172505311376586,0.7756360066154868
econ_2,S02,经济档,2024-11,22,0.6025149826799786,4.624867661300849,1.1276523437467385,1.0,1.0,0.0,0.0,1.0,2.0099677052537253,0.4775990066024439,0.23761526384432874,7.526558574051551,0.9993567926078836,6.527201781443668,5126059.965878989,0.6810629207818186,-0.8050106286710574,-1.084630718493431,2.7218773600418316,0.7384490332888601
econ_2,S02,经济档,2024-12,23,0.609652438130998,4.65043691900441,1.1136873762610213,1.0,1.0,0.0,0.0,1.0,1.9227926421156387,0.431703843022378,0.22451918816756888,11.04922786851725,1.4598640808692394,9.58936378764801,6946781.112451555,0.6287119059463997,-0.7603481825013906,-1.099594863310714,2.8229982651927092,0.681117188708007
econ_2,S02,经济档,2025-01,24,0.6163574570169348,4.673317296099317,1.1007563599047414,1.0,1.0,0.0,0.0,1.0,1.8920242798032163,0.3818218886722999,0.20180601948301213,15.970670205836214,2.100266103863958,13.870404101972255,9269778.353421375,0.5804251314408765,-0.7183916971524025,-1.1134510789866856,2.9205084463527995,0.6478407149159323
econ_2,S02,经济档,2025-02,25,0.6226562393447949,4.693791557107376,1.0887827420515392,1.0,1.0,0.0,0.0,1.0,1.7741599231294998,0.39195520552541996,0.22092439380213094,20.893709456800103,2.7355531213756192,18.158156335424483,11970492.61395044,0.5729232829000838,-0.6789772267458207,-1.1262813953999087,3.0143400623939813,0.5885732486733651
econ_2,S02,经济档,2025-03,26,0.6285733977434054,4.71211273084011,1.077695637948937,1.0,1.0,0.0,0.0,1.0,1.7663402221564344,0.3774113480913428,0.21366854661248705,32.62055962386011,4.25305502813585,28.36750459572426,18218560.314700674,0.5584993183677578,-0.6419507583820022,-1.138161769025219,3.104457993027129,0.5689689556514476
econ_2,S02,经济档,2025-04,27,0.6341320536377965,4.728507237426344,1.067429411075072,1.0,1.0,0.0,0.0,1.0,1.7429715258854261,0.3775368110134722,0.2166052660106907,44.271924841710515,5.74928456036856,38.52264028134196,24564554.04657208,0.5548562465806488,-0.6071676103311817,-1.1491625326019852,3.1908557775809707,0.5462395192322969
econ_2,S02,经济档,2025-05,28,0.6393539275966725,4.743177686499481,1.0579232845653612,1.0,1.0,0.0,0.0,1.0,1.631057971686367,0.3207246904332342,0.19663598474162985,65.17720977150202,8.432325997678035,56.744883773823986,31953097.820400506,0.4902495509154433,-0.5744918666864661,-1.1593488115094164,3.2735517827976928,0.49825329791863177
econ_2,S02,经济档,2025-06,29,0.6442594242060062,4.756305381125444,1.0491209814087192,1.0,1.0,0.0,0.0,1.0,1.6932729941473552,0.3460875432592344,0.204389690531565,89.74650423140562,11.569664144203148,78.17684008720248,46646630.37228411,0.5197598588576636,-0.543795846269476,-1.1687809093138928,3.352585633752581,0.5050648004632945
econ_2,S02,经济档,2025-07,30,0.6488677118004017,4.76805255841589,1.0409703912832582,1.0,1.0,0.0,0.0,1.0,1.6371824056025635,0.35908712010358274,0.21933238402438185,115.39807800325234,14.826341400503372,100.57173660274896,60387440.540858194,0.5232967618330372,-0.514959603713365,-1.177514664770786,3.428014927530528,0.47758905378570105
econ_2,S02,经济档,2025-08,31,0.653196797363778,4.7785643945169705,1.0334232620591146,1.0,1.0,0.0,0.0,1.0,1.668402694695068,0.35840225109704993,0.2148175930407225,141.8989820757663,18.17285176939232,123.72613030637399,74663358.48367956,0.5261726151341481,-0.4878704607736972,-1.185601782394249,3.499912237824301,0.47669843736773826
econ_2,S02,经济档,2025-09,32,0.6572635968920508,4.787970798752125,1.0264349141420739,1.0,1.0,0.0,0.0,1.0,1.592143788000592,0.32006162424043055,0.2010255773709752,168.76245650853167,21.547655396461746,147.21480111206992,81424774.04161505,0.4824815644793526,-0.4624225660357525,-1.193090138551978,3.5683624097589917,0.4461833202945678
econ_2,S02,经济档,2025-10,33,0.6610840014927541,4.796388019091591,1.0199639759668833,1.0,1.0,0.0,0.0,1.0,1.7144059332197217,0.31951252738480385,0.18636923799298033,214.77074673237058,27.34310045661851,187.42764627575207,106762654.61880021,0.4971005420577083,-0.438516481297824,-1.2000240648970464,3.6334601376005,0.4718383767248092
econ_2,S02,经济档,2025-11,34,0.6646729394798875,4.803920078789634,1.0139721390743561,1.0,1.0,0.0,0.0,1.0,1.6689453276902315,0.30828499482521865,0.1847184504551,258.0335908810827,32.761343381151136,225.27224749993158,124124944.61960927,0.48104180620736875,-0.4160587930142885,-1.2064446108147522,3.6953078132043014,0.4516390547295284
econ_2,S02,经济档,2025-12,35,0.6680444347066281,4.810660061944037,1.0084239313223025,1.0,1.0,0.0,0.0,1.0,1.6345083959660218,0.341282019714147,0.20879796063234268,328.5117317540358,41.60160313973398,286.9101286143018,165915437.7874762,0.5050517888709706,-0.3949617472801416,-1.212389786438184,3.7540136297684312,0.4354028933205678
econ_2,S02,经济档,2026-01,36,0.6712116613638414,4.816691263865263,1.0032865068876793,1.0,1.0,0.0,0.0,1.0,1.5903635717862006,0.3129800780835989,0.19679781632075397,368.6867378762341,46.574484770679874,322.1122531055542,174885082.08266076,0.4743460073721682,-0.3751429069307119,-1.2178947876711748,3.809689923374794,0.4174522346368245
