series,x,value
te_sample.高职高专,38,0.6689
te_sample.高职高专,39,0.5271
te_sample.高职高专,40,0.5566
te_sample.高职高专,41,0.6629
te_sample.高职高专,42,0.7487
te_sample.高职高专,43,0.5899
te_sample.高职高专,44,0.6249
te_sample.高职高专,45,0.7083
te_sample.高职高专,46,0.6436
te_sample.高职高专,47,0.7618
te_sample.高职高专,48,0.6634
te_sample.高职高专,49,0.7037
te_sample.高职高专,50,0.6888
te_sample.高职高专,51,0.6727
te_sample.高职高专,52,0.6217
te_sample.高职高专,53,0.6322
te_sample.高职高专,54,0.647
te_sample.高职高专,55,0.6457
te_sample.高职高专,56,0.6538
te_sample.高职高专,57,0.7012
te_sample.高职高专,58,0.5742
te_sample.高职高专,59,0.8387
te_sample.高职高专,60,0.737
te_sample.高职高专,61,0.6461
te_sample.高职高专,62,0.7137
te_sample.高职高专,63,0.7097
te_sample.高职高专,64,0.6568
te_sample.高职高专,65,0.6867
smi.composite,2018,0.42
smi.composite,2019,0.4042
smi.composite,2020,0.3815
smi.composite,2021,0.37
smi.composite,2022,0.3628
smi.composite,2023,0.34
smi.composite,2024,0.3279
smi.composite,2025,0.31
smi.lnA,2018,-1.14
smi.A,2018,0.3198
smi.lnA,2019,0.0
smi.A,2019,1.0
smi.lnA,2020,0.0
smi.A,2020,1.0
smi.lnA,2021,-1.02
smi.A,2021,0.3606
smi.lnA,2022,0.0
smi.A,2022,1.0
smi.lnA,2023,-0.95
smi.A,2023,0.3867
smi.lnA,2024,0.0
smi.A,2024,1.0
smi.lnA,2025,-0.89
smi.A,2025,0.4107
bev.u,2018,4.6
bev.v,2018,3.0
bev.u,2019,4.4
bev.v,2019,3.2
bev.u,2020,5.0
bev.v,2020,2.8
bev.u,2021,4.2
bev.v,2021,3.4
bev.u,2022,4.6
bev.v,2022,3.8
bev.u,2023,4.9
bev.v,2023,4.1
bev.u,2024,5.0
bev.v,2024,4.4
bev.u,2025,5.1
bev.v,2025,4.6
game.scenA.x,0.0,0.35
game.scenA.y,0.0,0.2
game.scenA.z,0.0,0.6
game.scenA.x,1.0,0.3672
game.scenA.y,1.0,0.1551
game.scenA.z,1.0,0.5999
game.scenA.x,2.0,0.3822
game.scenA.y,2.0,0.1193
game.scenA.z,2.0,0.6032
game.scenA.x,3.0,0.3956
game.scenA.y,3.0,0.0913
game.scenA.z,3.0,0.609
game.scenA.x,4.0,0.4082
game.scenA.y,4.0,0.0697
game.scenA.z,4.0,0.6168
game.scenA.x,5.0,0.4205
game.scenA.y,5.0,0.0532
game.scenA.z,5.0,0.6259
game.scenA.x,6.0,0.4328
game.scenA.y,6.0,0.0406
game.scenA.z,6.0,0.6359
game.scenA.x,7.0,0.4455
game.scenA.y,7.0,0.031
game.scenA.z,7.0,0.6466
game.scenA.x,8.0,0.4588
game.scenA.y,8.0,0.0238
game.scenA.z,8.0,0.6575
game.scenA.x,9.0,0.4728
game.scenA.y,9.0,0.0183
game.scenA.z,9.0,0.6685
game.scenA.x,10.0,0.4877
game.scenA.y,10.0,0.0141
game.scenA.z,10.0,0.6794
game.scenA.x,11.0,0.5035
game.scenA.y,11.0,0.011
game.scenA.z,11.0,0.6901
game.scenA.x,12.0,0.5202
game.scenA.y,12.0,0.0086
game.scenA.z,12.0,0.7005
game.scenA.x,13.0,0.5378
game.scenA.y,13.0,0.0067
game.scenA.z,13.0,0.7106
game.scenA.x,14.0,0.5562
game.scenA.y,14.0,0.0053
game.scenA.z,14.0,0.7202
game.scenA.x,15.0,0.5753
game.scenA.y,15.0,0.005
game.scenA.z,15.0,0.7293
game.scenA.x,16.0,0.5951
game.scenA.y,16.0,0.005
game.scenA.z,16.0,0.7379
game.scenA.x,17.0,0.6154
game.scenA.y,17.0,0.005
game.scenA.z,17.0,0.7459
game.scenA.x,18.0,0.6361
game.scenA.y,18.0,0.005
game.scenA.z,18.0,0.7534
game.scenA.x,19.0,0.657
game.scenA.y,19.0,0.005
game.scenA.z,19.0,0.7604
game.scenA.x,20.0,0.6779
game.scenA.y,20.0,0.005
game.scenA.z,20.0,0.7669
game.scenA.x,21.0,0.6987
game.scenA.y,21.0,0.005
game.scenA.z,21.0,0.773
game.scenA.x,22.0,0.7191
game.scenA.y,22.0,0.005
game.scenA.z,22.0,0.7785
game.scenA.x,23.0,0.7392
game.scenA.y,23.0,0.005
game.scenA.z,23.0,0.7837
game.scenA.x,24.0,0.7586
game.scenA.y,24.0,0.005
game.scenA.z,24.0,0.7884
game.scenA.x,25.0,0.7774
game.scenA.y,25.0,0.005
game.scenA.z,25.0,0.7928
game.scenA.x,26.0,0.7954
game.scenA.y,26.0,0.005
game.scenA.z,26.0,0.7968
game.scenA.x,27.0,0.8126
game.scenA.y,27.0,0.005
game.scenA.z,27.0,0.8005
game.scenA.x,28.0,0.8288
game.scenA.y,28.0,0.005
game.scenA.z,28.0,0.8039
game.scenA.x,29.0,0.8441
game.scenA.y,29.0,0.005
game.scenA.z,29.0,0.807
game.scenA.x,30.0,0.8584
game.scenA.y,30.0,0.005
game.scenA.z,30.0,0.8098
game.scenA.x,31.0,0.8717
game.scenA.y,31.0,0.005
game.scenA.z,31.0,0.8124
game.scenA.x,32.0,0.884
game.scenA.y,32.0,0.005
game.scenA.z,32.0,0.8148
game.scenA.x,33.0,0.8954
game.scenA.y,33.0,0.005
game.scenA.z,33.0,0.817
game.scenA.x,34.0,0.9059
game.scenA.y,34.0,0.005
game.scenA.z,34.0,0.819
game.scenA.x,35.0,0.9155
game.scenA.y,35.0,0.005
game.scenA.z,35.0,0.8209
game.scenA.x,36.0,0.9242
game.scenA.y,36.0,0.005
game.scenA.z,36.0,0.8226
game.scenA.x,37.0,0.9321
game.scenA.y,37.0,0.005
game.scenA.z,37.0,0.8242
game.scenA.x,38.0,0.9393
game.scenA.y,38.0,0.005
game.scenA.z,38.0,0.8257
game.scenA.x,39.0,0.9459
game.scenA.y,39.0,0.005
game.scenA.z,39.0,0.8271
game.scenA.x,40.0,0.9517
game.scenA.y,40.0,0.005
game.scenA.z,40.0,0.8284
game.scenA.x,41.0,0.957
game.scenA.y,41.0,0.005
game.scenA.z,41.0,0.8296
game.scenA.x,42.0,0.9618
game.scenA.y,42.0,0.005
game.scenA.z,42.0,0.8307
game.scenA.x,43.0,0.966
game.scenA.y,43.0,0.005
game.scenA.z,43.0,0.8318
game.scenA.x,44.0,0.9698
game.scenA.y,44.0,0.005
game.scenA.z,44.0,0.8328
game.scenA.x,45.0,0.9733
game.scenA.y,45.0,0.005
game.scenA.z,45.0,0.8337
game.scenA.x,46.0,0.9763
game.scenA.y,46.0,0.005
game.scenA.z,46.0,0.8346
game.scenA.x,47.0,0.979
game.scenA.y,47.0,0.005
game.scenA.z,47.0,0.8355
game.scenA.x,48.0,0.9814
game.scenA.y,48.0,0.005
game.scenA.z,48.0,0.8363
game.scenA.x,49.0,0.9836
game.scenA.y,49.0,0.005
game.scenA.z,49.0,0.8371
game.scenA.x,50.0,0.9855
game.scenA.y,50.0,0.005
game.scenA.z,50.0,0.8378
game.scenA.x,51.0,0.9872
game.scenA.y,51.0,0.005
game.scenA.z,51.0,0.8386
game.scenA.x,52.0,0.9887
game.scenA.y,52.0,0.005
game.scenA.z,52.0,0.8393
game.scenA.x,53.0,0.99
game.scenA.y,53.0,0.005
game.scenA.z,53.0,0.84
game.scenA.x,54.0,0.9912
game.scenA.y,54.0,0.005
game.scenA.z,54.0,0.8406
game.scenA.x,55.0,0.9922
game.scenA.y,55.0,0.005
game.scenA.z,55.0,0.8413
game.scenA.x,56.0,0.9931
game.scenA.y,56.0,0.005
game.scenA.z,56.0,0.8419
game.scenA.x,57.0,0.9939
game.scenA.y,57.0,0.005
game.scenA.z,57.0,0.8426
game.scenA.x,58.0,0.9947
game.scenA.y,58.0,0.005
game.scenA.z,58.0,0.8432
game.scenA.x,59.0,0.995
game.scenA.y,59.0,0.005
game.scenA.z,59.0,0.8438
game.scenA.x,60.0,0.995
game.scenA.y,60.0,0.005
game.scenA.z,60.0,0.8444
game.scenB.x,0.0,0.35
game.scenB.y,0.0,0.2
game.scenB.z,0.0,0.6
game.scenB.x,1.0,0.3682
game.scenB.y,1.0,0.187
game.scenB.z,1.0,0.5984
game.scenB.x,2.0,0.3859
game.scenB.y,2.0,0.176
game.scenB.z,2.0,0.5975
game.scenB.x,3.0,0.4032
game.scenB.y,3.0,0.1669
game.scenB.z,3.0,0.5971
game.scenB.x,4.0,0.4201
game.scenB.y,4.0,0.1593
game.scenB.z,4.0,0.597
game.scenB.x,5.0,0.4366
game.scenB.y,5.0,0.1533
game.scenB.z,5.0,0.5973
game.scenB.x,6.0,0.453
game.scenB.y,6.0,0.1485
game.scenB.z,6.0,0.5976
game.scenB.x,7.0,0.4693
game.scenB.y,7.0,0.145
game.scenB.z,7.0,0.5979
game.scenB.x,8.0,0.4854
game.scenB.y,8.0,0.1427
game.scenB.z,8.0,0.5982
game.scenB.x,9.0,0.5014
game.scenB.y,9.0,0.1414
game.scenB.z,9.0,0.5982
game.scenB.x,10.0,0.5174
game.scenB.y,10.0,0.1412
game.scenB.z,10.0,0.5979
game.scenB.x,11.0,0.5333
game.scenB.y,11.0,0.1421
game.scenB.z,11.0,0.5973
game.scenB.x,12.0,0.5491
game.scenB.y,12.0,0.144
game.scenB.z,12.0,0.5961
game.scenB.x,13.0,0.5649
game.scenB.y,13.0,0.147
game.scenB.z,13.0,0.5943
game.scenB.x,14.0,0.5805
game.scenB.y,14.0,0.1511
game.scenB.z,14.0,0.5919
game.scenB.x,15.0,0.5961
game.scenB.y,15.0,0.1564
game.scenB.z,15.0,0.5886
game.scenB.x,16.0,0.6115
game.scenB.y,16.0,0.163
game.scenB.z,16.0,0.5844
game.scenB.x,17.0,0.6267
game.scenB.y,17.0,0.1709
game.scenB.z,17.0,0.5792
game.scenB.x,18.0,0.6416
game.scenB.y,18.0,0.1803
game.scenB.z,18.0,0.5728
game.scenB.x,19.0,0.6563
game.scenB.y,19.0,0.1912
game.scenB.z,19.0,0.565
game.scenB.x,20.0,0.6706
game.scenB.y,20.0,0.2037
game.scenB.z,20.0,0.5558
game.scenB.x,21.0,0.6846
game.scenB.y,21.0,0.2181
game.scenB.z,21.0,0.5449
game.scenB.x,22.0,0.6981
game.scenB.y,22.0,0.2343
game.scenB.z,22.0,0.5322
game.scenB.x,23.0,0.7111
game.scenB.y,23.0,0.2525
game.scenB.z,23.0,0.5175
game.scenB.x,24.0,0.7236
game.scenB.y,24.0,0.2727
game.scenB.z,24.0,0.5006
game.scenB.x,25.0,0.7354
game.scenB.y,25.0,0.295
game.scenB.z,25.0,0.4813
game.scenB.x,26.0,0.7466
game.scenB.y,26.0,0.3193
game.scenB.z,26.0,0.4597
game.scenB.x,27.0,0.757
game.scenB.y,27.0,0.3455
game.scenB.z,27.0,0.4355
game.scenB.x,28.0,0.7666
game.scenB.y,28.0,0.3735
game.scenB.z,28.0,0.4089
game.scenB.x,29.0,0.7753
game.scenB.y,29.0,0.4029
game.scenB.z,29.0,0.38
game.scenB.x,30.0,0.7832
game.scenB.y,30.0,0.4336
game.scenB.z,30.0,0.3491
game.scenB.x,31.0,0.7901
game.scenB.y,31.0,0.4652
game.scenB.z,31.0,0.3167
game.scenB.x,32.0,0.7961
game.scenB.y,32.0,0.4972
game.scenB.z,32.0,0.2833
game.scenB.x,33.0,0.8012
game.scenB.y,33.0,0.5293
game.scenB.z,33.0,0.2498
game.scenB.x,34.0,0.8055
game.scenB.y,34.0,0.5611
game.scenB.z,34.0,0.2168
game.scenB.x,35.0,0.809
game.scenB.y,35.0,0.5922
game.scenB.z,35.0,0.1853
game.scenB.x,36.0,0.8118
game.scenB.y,36.0,0.6224
game.scenB.z,36.0,0.1557
game.scenB.x,37.0,0.8141
game.scenB.y,37.0,0.6515
game.scenB.z,37.0,0.1289
game.scenB.x,38.0,0.816
game.scenB.y,38.0,0.6793
game.scenB.z,38.0,0.105
game.scenB.x,39.0,0.8177
game.scenB.y,39.0,0.7057
game.scenB.z,39.0,0.0843
game.scenB.x,40.0,0.8192
game.scenB.y,40.0,0.7306
game.scenB.z,40.0,0.0668
game.scenB.x,41.0,0.8208
game.scenB.y,41.0,0.7541
game.scenB.z,41.0,0.0522
game.scenB.x,42.0,0.8225
game.scenB.y,42.0,0.7761
game.scenB.z,42.0,0.0403
game.scenB.x,43.0,0.8245
game.scenB.y,43.0,0.7967
game.scenB.z,43.0,0.0308
game.scenB.x,44.0,0.8267
game.scenB.y,44.0,0.8159
game.scenB.z,44.0,0.0233
game.scenB.x,45.0,0.8293
game.scenB.y,45.0,0.8337
game.scenB.z,45.0,0.0175
game.scenB.x,46.0,0.8322
game.scenB.y,46.0,0.8503
game.scenB.z,46.0,0.013
game.scenB.x,47.0,0.8355
game.scenB.y,47.0,0.8657
game.scenB.z,47.0,0.0096
game.scenB.x,48.0,0.8392
game.scenB.y,48.0,0.8799
game.scenB.z,48.0,0.007
game.scenB.x,49.0,0.8432
game.scenB.y,49.0,0.8929
game.scenB.z,49.0,0.0051
game.scenB.x,50.0,0.8475
game.scenB.y,50.0,0.9049
game.scenB.z,50.0,0.005
game.scenB.x,51.0,0.8521
game.scenB.y,51.0,0.9159
game.scenB.z,51.0,0.005
game.scenB.x,52.0,0.857
game.scenB.y,52.0,0.9258
game.scenB.z,52.0,0.005
game.scenB.x,53.0,0.8621
game.scenB.y,53.0,0.9349
game.scenB.z,53.0,0.005
game.scenB.x,54.0,0.8673
game.scenB.y,54.0,0.943
game.scenB.z,54.0,0.005
game.scenB.x,55.0,0.8726
game.scenB.y,55.0,0.9504
game.scenB.z,55.0,0.005
game.scenB.x,56.0,0.8779
game.scenB.y,56.0,0.9569
game.scenB.z,56.0,0.005
game.scenB.x,57.0,0.8832
game.scenB.y,57.0,0.9627
game.scenB.z,57.0,0.005
game.scenB.x,58.0,0.8885
game.scenB.y,58.0,0.9679
game.scenB.z,58.0,0.005
game.scenB.x,59.0,0.8937
game.scenB.y,59.0,0.9724
game.scenB.z,59.0,0.005
game.scenB.x,60.0,0.8987
game.scenB.y,60.0,0.9764
game.scenB.z,60.0,0.005
game.scenC.x,0.0,0.35
game.scenC.y,0.0,0.2
game.scenC.z,0.0,0.6
game.scenC.x,1.0,0.3692
game.scenC.y,1.0,0.2159
game.scenC.z,1.0,0.597
game.scenC.x,2.0,0.3896
game.scenC.y,2.0,0.2346
game.scenC.z,2.0,0.592
game.scenC.x,3.0,0.4111
game.scenC.y,3.0,0.2564
game.scenC.z,3.0,0.5846
game.scenC.x,4.0,0.4338
game.scenC.y,4.0,0.2818
game.scenC.z,4.0,0.5745
game.scenC.x,5.0,0.4575
game.scenC.y,5.0,0.3112
game.scenC.z,5.0,0.5611
game.scenC.x,6.0,0.482
game.scenC.y,6.0,0.3449
game.scenC.z,6.0,0.544
game.scenC.x,7.0,0.5072
game.scenC.y,7.0,0.383
game.scenC.z,7.0,0.5229
game.scenC.x,8.0,0.5329
game.scenC.y,8.0,0.4256
game.scenC.z,8.0,0.4971
game.scenC.x,9.0,0.5586
game.scenC.y,9.0,0.4722
game.scenC.z,9.0,0.4665
game.scenC.x,10.0,0.584
game.scenC.y,10.0,0.5221
game.scenC.z,10.0,0.431
game.scenC.x,11.0,0.6087
game.scenC.y,11.0,0.5741
game.scenC.z,11.0,0.3909
game.scenC.x,12.0,0.6322
game.scenC.y,12.0,0.6267
game.scenC.z,12.0,0.3471
game.scenC.x,13.0,0.6543
game.scenC.y,13.0,0.6785
game.scenC.z,13.0,0.3011
game.scenC.x,14.0,0.6746
game.scenC.y,14.0,0.7277
game.scenC.z,14.0,0.2547
game.scenC.x,15.0,0.6931
game.scenC.y,15.0,0.7731
game.scenC.z,15.0,0.2098
game.scenC.x,16.0,0.7099
game.scenC.y,16.0,0.8138
game.scenC.z,16.0,0.1685
game.scenC.x,17.0,0.725
game.scenC.y,17.0,0.8493
game.scenC.z,17.0,0.1321
game.scenC.x,18.0,0.7387
game.scenC.y,18.0,0.8796
game.scenC.z,18.0,0.1013
game.scenC.x,19.0,0.7513
game.scenC.y,19.0,0.9049
game.scenC.z,19.0,0.0762
game.scenC.x,20.0,0.7629
game.scenC.y,20.0,0.9257
game.scenC.z,20.0,0.0564
game.scenC.x,21.0,0.7738
game.scenC.y,21.0,0.9424
game.scenC.z,21.0,0.0412
game.scenC.x,22.0,0.7842
game.scenC.y,22.0,0.9558
game.scenC.z,22.0,0.0297
game.scenC.x,23.0,0.7941
game.scenC.y,23.0,0.9663
game.scenC.z,23.0,0.0213
game.scenC.x,24.0,0.8036
game.scenC.y,24.0,0.9745
game.scenC.z,24.0,0.0151
game.scenC.x,25.0,0.8127
game.scenC.y,25.0,0.9809
game.scenC.z,25.0,0.0107
game.scenC.x,26.0,0.8216
game.scenC.y,26.0,0.9857
game.scenC.z,26.0,0.0075
game.scenC.x,27.0,0.8301
game.scenC.y,27.0,0.9894
game.scenC.z,27.0,0.0053
game.scenC.x,28.0,0.8383
game.scenC.y,28.0,0.9922
game.scenC.z,28.0,0.005
game.scenC.x,29.0,0.8463
game.scenC.y,29.0,0.9942
