firm,year,ind,prov,SOE,East,Exposure,DigBase,Phone,Post,rel,Size,ROA,Lev,Growth,TobinQ,Board,Indep,CR,Fixed,Intan,FirmAge,Dual,GAI,Train,EntryTask,OLC,ILM,Youth,Mid,lnYouthN,Promo,IV_bartik,IV_phone,Treat,HighExp
0,2024,13,0,0,1,0.8189437187672941,2.3095252651353975,3.390974939086072,1,2,22.557287833818922,0.03910383901885489,0.13526326755840873,-0.21612372397675994,1.481275300686034,2.131892385097307,0.3530933292944971,1.7103452313769416,0.030297212020577197,0.08552769831491146,3.295836866004329,0,4.147630529071959,1.311108782409472,0.33312396876556394,0.8337324994794243,0.42573426141193327,0.07671204651583768,0.24162180311988543,7.2361357017640975,0.10599137600828383,8.468568067153134,3.018551209751541,0.31673440087451565,1
1,2017,4,30,0,1,0.6019292849492397,1.6874360818106682,2.6208318374156834,0,-5,23.856091966274153,-0.04419667888978564,0.3166165391223227,0.17144419876931805,0.8776188472818168,2.1662011519798496,0.3565486421233768,4.548670322793754,0.21235495974853547,0.08967834529242893,2.302585092994046,0,0.938167235517104,1.2122496427846101,0.48489068421609915,-0.28180975267910074,0.29091256851099995,0.3631043511287117,0.34267360664238394,9.910058167969801,0.08944974322528729,0.9013451067173401,0.00701743953125598,0.0,1
1,2018,4,30,0,1,0.6019292849492397,1.6874360818106682,2.6208318374156834,0,-4,23.78745701500906,0.004965781139650401,0.39934577155222184,0.4447648991522299,2.075312800047114,1.9467232153810419,0.4347475196402564,0.5694375476451581,0.27803040994642775,0.05498464608206841,2.3978952727983707,1,0.9611110915127679,1.3833506832065363,0.511267258081543,0.9205152643103169,0.5265939440205059,0.41493444310379446,0.3428118590463824,9.979194833817978,0.08550294031774777,0.8309548903952012,0.009472552557897904,0.0,1
1,2019,4,30,0,1,0.6019292849492397,1.6874360818106682,2.6208318374156834,0,-3,20.40595348752091,0.07287541062676675,0.2836724682548677,0.22967812800735868,1.5156845528177354,1.6266377758423822,0.39465756294901516,0.15673099462828124,0.2185281426680308,0.09351355904513446,2.4849066497880004,1,0.13528485399776147,0.478921261163554,0.5418262684676322,1.6698265600316815,0.2599312513468842,0.3894370225118511,0.2280626902779605,6.664647292720704,0.10263880029653322,0.9317563847496196,0.012786608500505085,0.0,1
1,2020,4,30,0,1,0.6019292849492397,1.6874360818106682,2.6208318374156834,0,-2,24.692348354644324,0.13973745174532276,0.4148994256328317,0.24692628761532398,0.79,2.176963995665668,0.3156373465475684,0.35829157622989594,0.16478991491579992,0.055572181079669325,2.5649493574615367,0,0.0,1.0855490375690022,0.4165452626630379,-0.3398164351550068,0.5166691699522862,0.24124528833610626,0.38469689116791383,10.265987933093106,0.05341026299933205,0.9207089232128173,0.017260116103432973,0.0,1
1,2021,4,30,0,1,0.6019292849492397,1.6874360818106682,2.6208318374156834,0,-1,23.15710721394977,0.03376126930752372,0.5604892927697306,0.43490478451428644,2.081837401596748,2.162538929738783,0.47476756482345756,1.003853492404871,0.09911416090174284,0.07816446055501956,2.6390573296152584,0,0.23943866636372252,0.10932250540862692,0.46846183209045994,-0.6623171449692682,0.5655504772892412,0.3175000397927984,0.3648499548990253,9.121574894208187,0.06920019157364364,0.9561821318360125,0.023298719742003406,0.0,1
1,2022,4,30,0,1,0.6019292849492397,1.6874360818106682,2.6208318374156834,1,0,23.441043102383695,0.12472701470742378,0.5764452813587365,0.7464953535885805,1.7026934787688082,2.0072887870779113,0.39383147980800187,0.1604924532966921,0.18687843854520317,0.01288356355047475,2.70805020110221,0,1.503369625267547,1.4457196536224701,0.4319160862122825,-1.8939690178895223,0.6594425582515107,0.3252900193798589,0.3636053594900921,9.297496452156249,0.14423047130009414,2.8629346037419507,0.9241831247083764,0.09971996705646125,1
1,2023,4,30,0,1,0.6019292849492397,1.6874360818106682,2.6208318374156834,1,1,20.933748707929063,0.04379938100994268,0.6219997210616657,-0.19629046724446403,3.7230300256959947,1.8071446410770025,0.3764878011905559,0.42378805834650235,0.002,0.057686334923731625,2.772588722239781,0,2.9453264045152916,1.2297845784886272,0.4086739594340937,1.7040472199817764,0.19586378169500218,0.2688656093205644,0.3843147836478721,6.771453311254527,0.05036023022780341,4.582775031692219,1.775724418789931,0.09971996705646125,1
1,2024,4,30,0,1,0.6019292849492397,1.6874360818106682,2.6208318374156834,1,2,21.95852984874829,-0.06245760909057091,0.3940993140024379,-0.2759928724176646,1.5252140031701513,2.071224434246078,0.34138375279507566,1.4603181211837375,0.3342297408785554,0.059091541606739836,2.833213344056216,1,3.2910042036984373,0.15566472941925663,0.4442710484595444,0.29946034568934765,0.4077516048430608,0.34749543729762056,0.3885430948968459,7.995186385898817,0.1201147009282229,5.7034515012208145,2.3329913241761235,0.09971996705646125,1
2,2016,9,8,1,1,0.3364461802856882,1.8059820018847927,1.5768789062938675,0,-6,20.682805471863524,0.013956319766699733,0.03,0.5609783762809541,2.6913524312235513,2.3596275994132343,0.29,0.6305057126524743,0.3492372508379286,0.08514525774639253,2.302585092994046,0,1.0500782683838865,0.7191934739632939,0.3185665503757181,1.6938886915603526,0.2559924155045566,0.2900411949231627,0.4028800733074488,6.480436371712496,0.021131181725038573,0.804706122626802,0.003127875960845372,-0.0,0
2,2017,9,8,1,1,0.3364461802856882,1.8059820018847927,1.5768789062938675,0,-5,23.610455909283093,0.010546801119010872,0.6606655595501099,-0.21988947428366468,1.015540942678248,2.2905621209447724,0.3989844703038823,0.668570964036503,0.2503586735482787,0.07209434538511275,2.3978952727983707,1,0.7570507830598432,0.780667462023064,0.47728241152657436,-0.032498777076149794,0.2899210235598949,0.47983230288650885,0.3591546863766203,9.93279344243424,0.16276593841629527,0.9558973421222606,0.004222190914752378,-0.0,0
2,2018,9,8,1,1,0.3364461802856882,1.8059820018847927,1.5768789062938675,0,-4,23.71723079489486,-0.02520440519218673,0.7128949552480955,0.4681212017735812,1.3761791110635688,2.0182082915657764,0.44032320024484745,0.9300078762460824,0.2462852124465263,0.03778476058619927,2.4849066497880004,0,1.449817753836197,1.1661352697756888,0.4673963380880884,0.12756966918134005,0.3729825172877623,0.47222062728706876,0.39136799417029466,10.06466148871491,0.09036285889087549,0.9915740668314174,0.005699361593545879,-0.0,0
2,2019,9,8,1,1,0.3364461802856882,1.8059820018847927,1.5768789062938675,0,-3,21.632483108410806,0.044323014499529356,0.3211285091247815,0.3430925175710896,2.1393041283570726,1.9639064733897356,0.39821876271570805,0.9487283006701541,0.03688819804895471,0.03693752290057493,2.5649493574615367,0,0.6664411888729334,0.6344942678892681,0.3727267473672783,0.9527326539809714,0.39463553819951247,0.32945991406741343,0.32280763752936437,7.5594617958729495,0.08177763745879851,0.9571652810345324,0.00769333344460831,-0.0,0
2,2020,9,8,1,1,0.3364461802856882,1.8059820018847927,1.5768789062938675,0,-2,21.68386781301731,0.03964382041683471,0.23042722430505613,0.12910396676819386,3.017071263097545,1.949782627657987,0.343044598017227,0.316301545329794,0.3457761272448294,0.020227410992457246,2.6390573296152584,1,0.08957492085972923,0.48586375550430333,0.3848213361790829,-0.8330299779128406,0.48638503594502674,0.27218391113281604,0.33773169675081804,7.487260295600626,0.07415549056385451,0.8714157193382225,0.010384913909823556,-0.0,0
2,2021,9,8,1,1,0.3364461802856882,1.8059820018847927,1.5768789062938675,0,-1,21.688375033387693,-0.02017130558896698,0.42592165026090684,-0.005277878109717998,2.724761104513093,2.205360916568868,0.349032475029997,1.1878013185190157,0.24109193605565038,0.027895073624434302,2.70805020110221,0,0.1380636080750059,0.5069315425098355,0.376371336989014,0.043386168684976356,0.3756111433630221,0.33467413899415194,0.3186577488042929,7.774409614062718,0.11437122868257049,0.890875969288509,0.014018167507093874,-0.0,0
2,2022,9,8,1,1,0.3364461802856882,1.8059820018847927,1.5768789062938675,1,0,22.64151637829128,0.009597721388808496,0.5618709814285889,0.3752281270070811,2.7717874538362617,1.877917960439529,0.3691606547633116,0.7064463920570613,0.16104049640853416,0.0916936255652861,2.772588722239781,0,1.6324932253110276,0.5629836916711868,0.484205136091084,-0.8157667134144948,0.5258327911006795,0.3711507694469843,0.34357067764895677,8.785059138235306,0.13504145464467382,3.0357435540812854,0.55605432370755,-0.16576313760709027,0
2,2023,9,8,1,1,0.3364461802856882,1.8059820018847927,1.5768789062938675,1,1,23.439805166872777,0.05510420431057261,0.23876755892894466,0.02415711966779724,1.6921616786913503,2.3232490297468087,0.4040365150910193,0.9735579188715018,0.14329211803529515,0.0,2.833213344056216,0,2.4202359913066953,1.5124211638597935,0.5400785631219215,-0.5940481095123319,0.5782238053744926,0.49486967887704214,0.3351403005126168,9.732176764265123,0.11824360157040334,4.968156887101525,1.0684021536238164,-0.16576313760709027,0
2,2024,9,8,1,1,0.3364461802856882,1.8059820018847927,1.5768789062938675,1,2,21.654351975204364,0.18214996876506837,0.4929637606692577,0.9431040964196078,1.068350123818961,1.8797033796794809,0.36151409832859105,0.6019580540518038,0.21309534369819275,0.07050809167892057,2.8903717578961645,1,3.2180453574030583,1.2034087802281321,0.44689753845394836,0.5924357584452393,0.11504407116468972,0.3561014315471796,0.2687210140714089,7.727446592775085,0.10179065781945831,6.360004311780705,1.4036935735974254,-0.16576313760709027,0
3,2014,1,26,1,1,0.3933962813141301,1.8568831908747157,4.0776859201318345,0,-8,21.145892820841997,0.013076291460968309,0.3517241107014181,0.05411104857910311,2.29478938300823,2.20983051163043,0.3810106091741242,2.4301144136647244,0.16262949473793487,0.09048553874249576,2.6390573296152584,0,0.29422593266507446,0.51760711552397,0.399330415599694,2.128321612460797,0.1906457553671053,0.30461462301280173,0.21904740984452048,7.137805677700063,0.10974010370708276,0.87263902356859,0.004439031849976978,-0.0,0
3,2015,1,26,1,1,0.3933962813141301,1.8568831908747157,4.0776859201318345,0,-7,22.74780985058857,0.02961324129851216,0.03,0.3470732887476209,1.2812980992053615,1.9451781129329309,0.3117941430643095,1.0057124602359564,0.36783664420565043,0.045757663095477,2.70805020110221,0,0.19466366817158676,0.8573583633516461,0.42928791401688887,-0.4486409168292407,0.19760697408805183,0.3275601480493119,0.2553361261824521,8.690437865439307,0.07739202923716389,0.930559542743446,0.005992066239801822,-0.0,0
3,2016,1,26,1,1,0.3933962813141301,1.8568831908747157,4.0776859201318345,0,-6,21.40070621458215,-0.05426915724544164,0.3610811086115293,-0.2923603016435183,1.5674910073697443,2.114443512470314,0.398297757261178,0.3695681653383701,0.04862759718734938,0.03283823808929748,2.772588722239781,0,0.7991672485792171,0.4529395983720846,0.598146710660996,1.073569606859586,0.3191486726004516,0.25676192720101043,0.22344004327998668,7.098321073389693,0.12157182226783717,0.8743783946182823,0.008088443389375312,-0.0,0
3,2017,1,26,1,1,0.3933962813141301,1.8568831908747157,4.0776859201318345,0,-5,21.933956844825175,0.01711627326321271,0.5295353091275892,0.2182712178593033,1.0858727036612872,2.4127037967541938,0.33070987044226774,1.1723380611356566,0.16187690853983033,0.06592000093590855,2.833213344056216,0,0.42640668060229936,0.18485656462148395,0.4774751225199248,-0.4825288650892974,0.5930543170398513,0.17152309469782023,0.31096820251828816,7.203521655966188,0.06093624195905316,0.9299854288150087,0.010918256548728163,-0.0,0
3,2018,1,26,1,1,0.3933962813141301,1.8568831908747157,4.0776859201318345,0,-4,20.216427284443505,0.052905867368928154,0.14494107309705662,0.6180466185232205,2.004953196955072,2.32036539208246,0.3021906021177576,0.06919953328129559,0.07801801294026112,0.05154624041920943,2.8903717578961645,0,0.6397713942279071,0.5371252191724433,0.36356592293448653,-0.3027925020965868,0.20455265322643806,0.24971647927668128,0.26812447481227314,5.9482926941901315,0.07442948544636976,1.0212236786081632,0.014738104765675086,-0.0,0
3,2019,1,26,1,1,0.3933962813141301,1.8568831908747157,4.0776859201318345,0,-3,23.479836822775017,-0.10712889360518296,0.44388680505504613,0.07960407674364448,1.4803746976594483,1.8255645064199164,0.337177659510162,0.20792920973076864,0.12838015109608866,0.020241804800592966,2.9444389791664403,0,0.7492323374199643,1.2387682965057785,0.41244891613405793,0.07597022008798612,0.4780682147906928,0.2569843455905439,0.39578932123303023,9.245043503801158,0.06406756788921497,0.8908925868754535,0.019894360524924385,-0.0,0
3,2020,1,26,1,1,0.3933962813141301,1.8568831908747157,4.0776859201318345,0,-2,21.673929124777644,0.07898033756022227,0.6082092044405256,0.048173063767436394,1.4424627007990563,2.019870472464859,0.3882236441846186,0.37443456079526755,0.23087624765377945,0.08728538546535458,2.995732273553991,1,0.31815344875958557,0.9629716811781829,0.36813639135246046,0.9001219923027799,0.59144517659989,0.19884348438796762,0.21229328305296163,7.4066736337846795,0.10543779126672244,0.9533374051254188,0.02685457777566153,-0.0,0
3,2021,1,26,1,1,0.3933962813141301,1.8568831908747157,4.0776859201318345,0,-1,24.007663755652747,-0.02861987560115937,0.1257862337772115,-0.20478205250420467,1.608797958756926,2.1094820872902034,0.3964570030694897,0.8849125919284735,0.16050988452627735,0.08238599295207841,3.044522437723423,0,0.7937829812554016,0.812557430957084,0.4429580362298866,-0.17511541922853513,0.6606211028259552,0.28559942487610535,0.29781994207386975,9.57238045335815,0.1324014462959897,0.9337807282892099,0.03624988833421151,-0.0,0
3,2022,1,26,1,1,0.3933962813141301,1.8568831908747157,4.0776859201318345,1,0,23.300149060938136,-0.07133673196964596,0.3650301426266496,-0.2710847329022457,1.1713936786410464,1.8215854663704274,0.3267345967410519,0.4106921734515246,0.20093574404619644,0.018272282445171845,3.091042453358316,0,2.4139295341368374,1.4952158676887655,0.4340058199955485,-1.4625593383216038,0.31955146499422876,0.3291075242935545,0.2676952949206307,9.380224280145121,0.10533863318024923,3.0207764708629354,1.4379131317951372,-0.10881303657864833,0
3,2023,1,26,1,1,0.3933962813141301,1.8568831908747157,4.0776859201318345,1,1,24.184552176820638,0.10810009267594325,0.48561960558715406,-0.68,1.3382705597307956,2.283268691846482,0.3804639016205398,2.50458651933631,0.30445802028627583,0.0,3.1354942159291497,0,2.249674276836048,1.4689229044519587,0.4308717575969116,0.5735281621942558,0.43633314943617496,0.2548905298267557,0.2941848911210933,9.906230540777488,0.07744219251001691,4.982045569833603,2.762804677950627,-0.10881303657864833,0
3,2024,1,26,1,1,0.3933962813141301,1.8568831908747157,4.0776859201318345,1,2,24.462164552986067,0.041278287246753094,0.3674327672403017,0.056961313667719976,1.0743262600312107,2.0325365558967157,0.3238840466087605,0.5085378309042585,0.23132897538261554,0.05590856289833496,3.1780538303479458,0,3.126800930257537,1.3292539838661643,0.38459890748404074,0.11076893996410034,0.6544457164347921,0.3023688338878374,0.2971113330346489,10.474189104285921,0.09219996614357491,6.067360534388586,3.6298421510948087,-0.10881303657864833,0
4,2014,11,14,0,1,0.7353262436999831,1.0948986903061082,1.02142730874285,0,-8,23.24278819163485,0.011562151116290092,0.6703807927615308,-0.17489381545605787,1.5632443568968113,1.9024690431094617,0.4798235380085499,2.1775116332139612,0.3236780388511849,0.0,3.2188758248682006,0,1.1033371249338315,0.7703326513909627,0.47057872097468184,-1.0967410389715975,0.6868688821105773,0.3183155731747438,0.3735663349824447,9.270927514521722,0.10589829211424236,0.5664705944992343,0.0011119415385967705,0.0,1
4,2015,11,14,0,1,0.7353262436999831,1.0948986903061082,1.02142730874285,0,-7,25.53144636922578,0.006634635519401046,0.49404570941923365,-0.11409354657179244,2.584669105444848,2.0953434931579067,0.38546939338283975,1.1659957711934503,0.15579531747991915,0.08791850950131744,3.258096538021482,1,0.7621850573211016,1.5503011745341926,0.5140468016087981,0.9821381424076142,0.6490690852436898,0.3453078724511081,0.31580546585418123,11.57406715569449,0.021131181725038573,0.5898579009324797,0.0015009640793844626,0.0,1
4,2016,11,14,0,1,0.7353262436999831,1.0948986903061082,1.02142730874285,0,-6,19.73870684838566,0.14876954924098307,0.4473101568618066,0.47860687350315495,5.86218286408888,2.279847831085105,0.2966028301683814,0.15418186725940755,0.3373756600601425,0.0,3.295836866004329,1,0.0,1.0309176014456929,0.29316624007668063,-0.6008499217993042,0.4332661761039688,0.1940916918029871,0.32630657120210504,5.092117445380997,0.07057356308473245,0.6245688203709684,0.002026089582412324,0.0,1
4,2017,11,14,0,1,0.7353262436999831,1.0948986903061082,1.02142730874285,0,-5,24.927177393091437,0.07091120859644227,0.383974367410398,0.4185883540719715,2.3609156993656275,2.23287882255534,0.4162174410491645,1.3839847658780267,0.19534380730217923,0.0488089508009169,3.332204510175204,0,0.4172983923137471,1.864621222040575,0.490867755387849,-1.1141321763212322,0.49518724356157673,0.3639287197282776,0.2707959191451755,11.063449228803524,0.08236141557597675,0.552927855403048,0.0027349348677572615,0.0,1
4,2018,11,14,0,1,0.7353262436999831,1.0948986903061082,1.02142730874285,0,-4,21.502403097916886,0.18214996876506837,0.6256527020812752,0.27768975677166574,2.4747505053755416,1.61,0.4000569140953297,0.8255413718574636,0.03951052250822604,0.05448945963911919,3.367295829986474,1,0.3488243489448344,0.12561843176412,0.569133001300369,-0.11788635857501502,0.1968691355831719,0.2722606610647874,0.2170207263888246,7.198060352391853,0.11658660376719573,0.6236318944308961,0.003691775919388851,0.0,1
4,2019,11,14,0,1,0.7353262436999831,1.0948986903061082,1.02142730874285,0,-3,22.683376636469486,-0.05113236188997748,0.5681158424889079,0.27943230743230074,1.2275241814106799,1.9880392859667062,0.41511312591758365,0.3274324999693423,0.13836781928856334,0.01222616246649072,3.4011973816621555,0,0.23971225735010018,1.7290618438852088,0.4777111883603494,0.780274378671501,0.44940994568607145,0.2661642539051279,0.3460092511246013,8.530721138458986,0.13109981099896412,0.620695080924272,0.004983376240384038,0.0,1
4,2020,11,14,0,1,0.7353262436999831,1.0948986903061082,1.02142730874285,0,-2,23.657640216117642,0.04311738410097793,0.2626870732162372,-0.23543864193744046,1.6523594476592571,1.7066305690033023,0.3482294412725396,0.8505822938429975,0.15558030578419046,0.024973250210488043,3.4339872044851463,0,0.3254332538002487,1.3714442875761592,0.43989046513638586,0.28323293580162956,0.33567837324418637,0.3284157520110883,0.28639883130571486,9.634875644749183,0.11163892446060739,0.671697802809004,0.006726854309547381,0.0,1
4,2021,11,14,0,1,0.7353262436999831,1.0948986903061082,1.02142730874285,0,-1,22.188603151470524,0.0580908276267644,0.6282225191662226,0.25416048844255124,2.729464968196646,1.9737029978920237,0.39586580811075567,4.548670322793754,0.27534921614040436,0.0035759277008343693,3.4657359027997265,1,0.34587986703776236,0.5945312355776791,0.4639065975195213,-0.8888078404027819,0.23751815782245803,0.20742050514213617,0.25154052260617854,7.586639463021429,0.09230120168764337,0.6141401567464819,0.009080303537023125,0.0,1
4,2022,11,14,0,1,0.7353262436999831,1.0948986903061082,1.02142730874285,1,0,23.940038113764093,0.13306532729896384,0.24629211088829603,0.6339140265933392,0.79,1.738437199686209,0.4181074117263997,0.5486248306245307,0.002,0.0,3.4965075614664802,0,1.9784153010956316,1.0853003147061704,0.48427043001532993,-0.44606731989279547,0.49116928665701326,0.23417278099931624,0.3868834891321396,9.579391717760629,0.09749377891073509,1.8463740441153018,0.36018559770979747,0.23311692580720467,1
4,2023,11,14,0,1,0.7353262436999831,1.0948986903061082,1.02142730874285,1,1,22.242382205875757,-0.009733552090931616,0.2998886931427739,0.6449577884633146,0.9340684378637572,2.0994527433065953,0.43800877318550024,0.42405541088700915,0.23796250967936325,0.06795910975610693,3.5263605246161616,0,2.913851059166948,1.6345579061001163,0.348952058952375,0.6522043785357956,0.36889134913866145,0.26266461553605525,0.31454581084167627,8.171148276848202,0.13550374708299306,3.119982301414826,0.6920602032757903,0.23311692580720467,1
4,2024,11,14,0,1,0.7353262436999831,1.0948986903061082,1.02142730874285,1,2,24.224132791226822,0.03577045614116871,0.45540071995840253,-0.44212566529052566,4.041719345994521,2.37901533984738,0.3743060418451879,0.4046097983174773,0.4972803920760932,0.09116864974838162,3.5553480614894135,0,3.1443858101347235,0.768822045871127,0.30392363675603595,-1.6249131587213232,0.48501866537644006,0.21549275869167464,0.27513319132232644,9.706892020401707,0.06729279908619354,3.8828902408999877,0.9092460704855507,0.23311692580720467,1
5,2016,11,11,1,0,0.6073419379340359,1.1691469911644474,2.069770451653958,0,-6,21.8142919272969,-0.014294573398330498,0.1474439585344679,0.3542422200974721,1.4640290618176677,1.9212617926784037,0.3416037946737521,0.472353751407759,0.2071458467771913,0.0422290740156501,2.302585092994046,1,0.0,0.6959524482487721,0.4806197808001443,-0.1406202254041179,0.4959423533097698,0.47033983613526265,0.2961746033790417,8.07810374998574,0.10970055247355898,0.6669226692633046,0.004105569054387484,0.0,1
5,2017,11,11,1,0,0.6073419379340359,1.1691469911644474,2.069770451653958,0,-5,22.566848457239942,-0.005715134998155756,0.5052773043010121,0.2997360271474835,0.79,1.781254805641571,0.3392753173353213,0.30659055616842956,0.3104138380926815,0.05810337886547766,2.3978952727983707,1,0.23146417003107123,0.7007240943283912,0.47033006086946977,-1.3125784677946593,0.2798104517044939,0.3312121201522187,0.3560190433240244,8.629589367814987,0.12557135567780295,0.591997922059582,0.005541938548176426,0.0,1
5,2018,11,11,1,0,0.6073419379340359,1.1691469911644474,2.069770451653958,0,-4,22.713107175320946,0.049872030923207765,0.41162858971460153,-0.14947534142397234,1.139896669336673,2.078217693162351,0.32129436630133446,0.31908556869887267,0.21008123709613485,0.11884137902247383,2.4849066497880004,0,0.9878345649600944,0.6913290505918784,0.5040511558329931,-0.06638013629393288,0.27199192013424245,0.32154082356400693,0.35873573350302157,8.767391750157383,0.04989153880167278,0.660660962046166,0.007480834560300917,0.0,1
5,2019,11,11,1,0,0.6073419379340359,1.1691469911644474,2.069770451653958,0,-3,21.958276996543336,-0.022618697064908863,0.14034779202793912,-0.3931726827561528,0.9771166699647269,2.331743389358864,0.41423211685447614,0.5743693724527851,0.08210257936636199,0.021729435956135783,2.5649493574615367,0,0.10064186352466437,0.7921708680815197,0.425121788403769,0.08362667477514753,0.29912094177183685,0.2739824650323839,0.3287174549597858,7.815695185719132,0.08842163053436294,0.6638848464507204,0.010098070419241151,0.0,1
5,2020,11,11,1,0,0.6073419379340359,1.1691469911644474,2.069770451653958,0,-2,22.28646989951994,0.019606342351524277,0.7196615408177511,-0.3626986440066573,2.3172377496052343,2.212618364512673,0.35490109788160534,0.9388411224815099,0.25696938581332934,0.0,2.6390573296152584,0,0.7368976289881815,0.3197306999261495,0.477048540160407,-1.932258026731295,0.5063377098395749,0.34622244954379167,0.3242988478994339,8.18857643189354,0.14688655248484264,0.7142220573469891,0.013630969294935366,0.0,1
