city,year,g,k,post,lngdp0,lnpop0,aged0,beds0,resident_share,hhi,inflow_type,trend_i,lngdp,lnpop,aged,beds,fisc,hsr,mz_post,drg_post,cfe,yfe,te_outflow,outflow_share,ln_cost_inp,cost_inp,ln_gap,gap_ratio,local_adm_rate,markup,fund_outflow,nonlocal_rev_share,primary_share
1,2017,2023,-6,0.0,10.008569202529529,5.609637837667316,0.14090096717856188,3.725043717221055,0.7476394392161212,0.34964743871553333,0.0,-0.0013716721818476222,10.162747096073021,5.6252403264091395,0.15226917074041982,4.134375968969366,0.0693399360179057,0.3122425556382298,0.0,0.0,-0.03554644384147763,0.011,0.0,0.008666667456962244,8.83491090182533,6869.941719350591,0.0828043474494811,1.086329244667161,0.1856056720931328,0.21749693126692446,0.027626294342826953,0.09741060847096357,0.519846987079101
1,2018,2023,-5,0.0,10.008569202529529,5.609637837667316,0.14090096717856188,3.725043717221055,0.7476394392161212,0.34964743871553333,0.0,-0.0013716721818476222,10.214422278546728,5.619848188377818,0.16149606998888802,4.222467784943892,0.07893107311196652,0.31459517160360917,0.0,0.0,-0.03554644384147763,0.014,0.0,0.014202870216150257,8.837656764199759,6888.831556409959,0.09043317534710693,1.0946483557010875,0.1980961590696824,0.22789477300732067,0.04822559187323127,0.08834448376003108,0.5232856238872978
1,2019,2023,-4,0.0,10.008569202529529,5.609637837667316,0.14090096717856188,3.725043717221055,0.7476394392161212,0.34964743871553333,0.0,-0.0013716721818476222,10.207282347561295,5.638584788434718,0.16770735538915701,4.309696784600594,0.07795456369359507,0.440698855987073,0.0,0.0,-0.03554644384147763,-0.004,0.0,0.0037568251648233144,8.884450675637574,7218.848095779269,0.08415663451802886,1.087799267379245,0.19933753978863913,0.23156308433607714,0.03467637818709574,0.10083615798070034,0.5225121725069651
1,2020,2023,-3,0.0,10.008569202529529,5.609637837667316,0.14090096717856188,3.725043717221055,0.7476394392161212,0.34964743871553333,0.0,-0.0013716721818476222,10.325366763239415,5.618100951254359,0.16909192843867965,4.560765578304249,0.07568871869432688,0.43218466215047635,0.0,0.0,-0.03554644384147763,0.009,0.0,0.0186400753021732,8.939371665071912,7626.403614094948,0.1314623565627872,1.1404949747633302,0.1974795136729839,0.24812744747639767,0.04266126619956502,0.08698522820875312,0.5232465656916
1,2021,2023,-2,0.0,10.008569202529529,5.609637837667316,0.14090096717856188,3.725043717221055,0.7476394392161212,0.34964743871553333,0.0,-0.0013716721818476222,10.31924662651136,5.623091091412909,0.17764011327053839,4.687182886735739,0.08699802066799643,0.6168276772045416,0.0,0.0,-0.03554644384147763,0.016,0.0,0.01688840474546916,9.015205273329578,8227.235017160398,0.10868524650051967,1.11481140432283,0.20820883514459923,0.20355034654892407,0.06002079313413207,0.09840390503989051,0.5034972088613026
1,2022,2023,-1,0.0,10.008569202529529,5.609637837667316,0.14090096717856188,3.725043717221055,0.7476394392161212,0.34964743871553333,0.0,-0.0013716721818476222,10.438433256366743,5.639981877313782,0.19127679178310117,4.937180891264151,0.0786107189072702,0.7136007573286904,1.0,1.0,-0.03554644384147763,0.021,0.0,0.014166514265909053,9.00424821312136,8137.580778145326,0.07688772033648204,1.0799208164393184,0.20998030024464562,0.23631104023402,0.05241409383722528,0.11654298209181276,0.5013183233260279
1,2023,2023,0,1.0,10.008569202529529,5.609637837667316,0.14090096717856188,3.725043717221055,0.7476394392161212,0.34964743871553333,0.0,-0.0013716721818476222,10.415544218681328,5.637441766309878,0.18844724191437992,4.954449043359072,0.08524501205800443,0.5905474388524994,1.0,1.0,-0.03554644384147763,0.026,0.03319044343350055,0.05589087157556952,9.005235884095054,8145.622000863451,0.10188676831975846,1.1072580879356007,0.2111551195418808,0.215523708273975,0.07614065047420954,0.10440370087942843,0.49709222080879795
1,2024,2023,1,1.0,10.008569202529529,5.609637837667316,0.14090096717856188,3.725043717221055,0.7476394392161212,0.34964743871553333,0.0,-0.0013716721818476222,10.55630350153095,5.643485256200043,0.2016532193404272,5.225228027518736,0.08270704369253801,0.8426567177420314,1.0,1.0,-0.03554644384147763,0.03,0.047369136546825674,0.07076594154764747,9.031719660598668,8364.230850005124,0.14570848679740409,1.1568588992484439,0.21973045995172058,0.23197176941557712,0.0822106661232721,0.10078773015258838,0.48386132538139176
2,2015,2022,-7,0.0,11.004951702767022,6.14668706018696,0.09670211898026183,6.30135823468826,0.7989047473041236,0.32249560835104724,0.0,-0.0009639161234249852,10.948349966035,6.134265752777149,0.1023001507726013,6.438373236587659,0.06900693281276117,0.5041459359195517,0.0,0.0,-0.02410732667472978,0.0,0.0,0.023979045442165413,8.873737525343795,7141.924275128155,0.06559735783752776,1.0677966906298,0.16905847925029702,0.2527857816471242,0.04523976446353448,0.10859710570611877,0.5357067542457205
2,2016,2022,-6,0.0,11.004951702767022,6.14668706018696,0.09670211898026183,6.30135823468826,0.7989047473041236,0.32249560835104724,0.0,-0.0009639161234249852,11.063155661399717,6.137686150096002,0.10260679058441621,6.32942649753609,0.0711517345462085,0.37243502915656956,0.0,0.0,-0.02410732667472978,0.006,0.0,0.011683613851868729,8.911915570031505,7419.86075662252,0.10053265774974655,1.1057597527397065,0.1589803404660244,0.2168452789931532,0.04454214167940619,0.1105175984696034,0.5113300309597764
2,2017,2022,-5,0.0,11.004951702767022,6.14668706018696,0.09670211898026183,6.30135823468826,0.7989047473041236,0.32249560835104724,0.0,-0.0009639161234249852,11.134243251499534,6.1566698868589285,0.1081024638021902,6.567310668805946,0.0807973212908184,0.6587544724040976,0.0,0.0,-0.02410732667472978,0.011,0.0,0.02326217142673005,8.95804981630434,7770.1893800722355,0.10836273313093109,1.1144519207126176,0.17148156015821311,0.240244716999771,0.05369883752812763,0.10160700196890976,0.5218105860928302
2,2018,2022,-4,0.0,11.004951702767022,6.14668706018696,0.09670211898026183,6.30135823468826,0.7989047473041236,0.32249560835104724,0.0,-0.0009639161234249852,11.194856189747545,6.164542572069014,0.11190504251524716,6.68381743376963,0.07525162891633584,0.5277293520551588,0.0,0.0,-0.02410732667472978,0.014,0.0,0.03999374712375218,9.02150073861053,8279.19266675622,0.10445649262406564,1.110107094968837,0.18196931651595621,0.24834104086403952,0.04920375612254743,0.10575048647488086,0.5145026194350872
2,2019,2022,-3,0.0,11.004951702767022,6.14668706018696,0.09670211898026183,6.30135823468826,0.7989047473041236,0.32249560835104724,0.0,-0.0009639161234249852,11.217805142054104,6.18183553188315,0.12002479858761142,6.990836468402379,0.07239614015034489,0.6743932035968653,0.0,0.0,-0.02410732667472978,-0.004,0.0,0.007671527048246092,8.98535145415481,7985.250681077846,0.07926040880524157,1.082486174301661,0.18639352316950325,0.22229259512153401,0.06454131551664423,0.1115371391602091,0.5246157517076361
2,2020,2022,-2,0.0,11.004951702767022,6.14668706018696,0.09670211898026183,6.30135823468826,0.7989047473041236,0.32249560835104724,0.0,-0.0009639161234249852,11.302160723172342,6.167341931263889,0.1333656187469079,6.98143736619563,0.08497684511443422,0.6722365781590025,0.0,1.0,-0.02410732667472978,0.009,0.0,0.010577153138462431,9.017412461686977,8245.414129486164,0.09333496359701261,1.0978294065733247,0.1957916418443198,0.24122848272767142,0.0619672757857085,0.09505669562292202,0.5012741965980276
2,2021,2022,-1,0.0,11.004951702767022,6.14668706018696,0.09670211898026183,6.30135823468826,0.7989047473041236,0.32249560835104724,0.0,-0.0009639161234249852,11.30246067802746,6.164588642497181,0.1319995656218926,7.220948681299872,0.07450339786877114,0.6648000741847049,0.0,1.0,-0.02410732667472978,0.016,0.0,0.03745876818088929,9.120462983793963,9140.43250905326,0.09607826799286288,1.1008452215681896,0.19957597632200696,0.23724298940740163,0.06319140770733259,0.09638188922562489,0.5089215815515835
2,2022,2022,0,1.0,11.004951702767022,6.14668706018696,0.09670211898026183,6.30135823468826,0.7989047473041236,0.32249560835104724,0.0,-0.0009639161234249852,11.459452099039936,6.17945436595503,0.14684199506705828,7.462250273011067,0.07560870631931345,0.862323773789067,1.0,1.0,-0.02410732667472978,0.021,0.04340967558918486,0.07311222235505824,9.07596020780934,8742.576399920614,0.15752707884316489,1.170612456383627,0.19293750330492807,0.24032101211312337,0.10509018588931077,0.1038487416461444,0.4935280669143043
2,2023,2022,1,1.0,11.004951702767022,6.14668706018696,0.09670211898026183,6.30135823468826,0.7989047473041236,0.32249560835104724,0.0,-0.0009639161234249852,11.549325985369942,6.179199853919862,0.15389753064874612,7.555139114944878,0.0867069791065983,0.8750988704310562,1.0,1.0,-0.02410732667472978,0.026,0.053175483603941705,0.09005343744663326,9.19197736798307,9818.045686844573,0.14357153892046734,1.1543893916240768,0.2044193076586467,0.21369181333483128,0.11898678040435182,0.09865494333759367,0.49654438026929065
2,2024,2022,2,1.0,11.004951702767022,6.14668706018696,0.09670211898026183,6.30135823468826,0.7989047473041236,0.32249560835104724,0.0,-0.0009639161234249852,11.544045056692616,6.180732029542911,0.1536839344689602,7.622869119748565,0.07933442007472435,1.0,1.0,1.0,-0.02410732667472978,0.03,0.06029972507591795,0.09623872718156844,9.12378798835934,9170.875071658325,0.18603571348071515,1.2044652752568996,0.20288118225300605,0.22755108250907952,0.11924111716876093,0.09959406136560997,0.49211408853910554
3,2015,2022,-7,0.0,9.999137615661558,5.471551310025096,0.1423090141748845,5.4925912825634535,0.8397182798971088,0.32948837756412286,0.0,0.0024595173962345005,10.037717339845342,5.4752685023225744,0.13305182940189828,5.4177290563081035,0.08060781896324475,0.17540237514217044,0.0,0.0,-0.1617767204845018,0.0,0.0,0.001,8.600927264767899,5436.698513779836,0.051436961819089896,1.0527828186865253,0.16912594880365892,0.23327828069732692,0.020233951093965703,0.11660700364239987,0.5226258949281415
3,2016,2022,-6,0.0,9.999137615661558,5.471551310025096,0.1423090141748845,5.4925912825634535,0.8397182798971088,0.32948837756412286,0.0,0.0024595173962345005,10.051051045604433,5.4878212672676385,0.14846303223088977,5.586068204636778,0.07349594923696828,0.33408768364133545,0.0,0.0,-0.1617767204845018,0.006,0.0,0.017545728507985026,8.657046456734985,5750.525130903522,0.04583256845749386,1.0468991123488596,0.1825717385187931,0.2454401951316681,0.015586473165965002,0.09589514406530997,0.5286363159468944
3,2017,2022,-5,0.0,9.999137615661558,5.471551310025096,0.1423090141748845,5.4925912825634535,0.8397182798971088,0.32948837756412286,0.0,0.0024595173962345005,10.12179519784273,5.488897393284336,0.1499696460922236,5.874186931603374,0.08074001056838782,0.3610989931477392,0.0,0.0,-0.1617767204845018,0.011,0.0,0.016558699315694217,8.670980794594579,5831.215770656693,0.0320659079582101,1.0325855586683137,0.16908035659774448,0.22674773635707093,0.026609990444387905,0.10667555952382632,0.5184569555297709
3,2018,2022,-4,0.0,9.999137615661558,5.471551310025096,0.1423090141748845,5.4925912825634535,0.8397182798971088,0.32948837756412286,0.0,0.0024595173962345005,10.202760630444248,5.500445406221203,0.16701173522620472,5.7692420059008676,0.07708111602590967,0.37727180593437626,0.0,0.0,-0.1617767204845018,0.014,0.0,0.0203759117615632,8.759433023006075,6370.498627696593,0.08383995213000284,1.087454835050263,0.19183547446136007,0.2327220996557707,0.030958244571717725,0.10026787174338311,0.5147417514439138
3,2019,2022,-3,0.0,9.999137615661558,5.471551310025096,0.1423090141748845,5.4925912825634535,0.8397182798971088,0.32948837756412286,0.0,0.0024595173962345005,10.267499296977812,5.5045451904948255,0.1663773358074667,6.03974280684847,0.07984689153294991,0.29254985576023274,0.0,0.0,-0.1617767204845018,-0.004,0.0,0.013924280440660096,8.717013679716114,6105.917608764281,0.03986063087284651,1.0406657274110136,0.19874222906710645,0.20434927733506122,0.041600697714730066,0.09486478596314145,0.5042571070334851
3,2020,2022,-2,0.0,9.999137615661558,5.471551310025096,0.1423090141748845,5.4925912825634535,0.8397182798971088,0.32948837756412286,0.0,0.0024595173962345005,10.312925049747186,5.486972812516966,0.1728606564575905,6.268054248563369,0.08151252603609066,0.5583986430550998,0.0,0.0,-0.1617767204845018,0.009,0.0,0.02396325874568942,8.8444180433669,6935.56668628744,0.03451425740105536,1.035116786346071,0.2059014934909186,0.21345504401362275,0.03697462525488941,0.09966516064180216,0.49582161135779207
3,2021,2022,-1,0.0,9.999137615661558,5.471551310025096,0.1423090141748845,5.4925912825634535,0.8397182798971088,0.32948837756412286,0.0,0.0024595173962345005,10.38443702369996,5.498870706881401,0.1815260472312958,6.259506274210758,0.07818864240160081,0.5809508838708457,0.0,0.0,-0.1617767204845018,0.016,0.0,0.035504337950805556,8.894643232975088,7292.802872807495,0.0092052873847214,1.0092477863475986,0.2076946594372412,0.19942145872071687,0.03616416661441937,0.10116831362443869,0.5068176443447668
3,2022,2022,0,1.0,9.999137615661558,5.471551310025096,0.1423090141748845,5.4925912825634535,0.8397182798971088,0.32948837756412286,0.0,0.0024595173962345005,10.427233765110046,5.477994356916815,0.18560672652651433,6.583403692487875,0.08492519928835657,0.6633637441664465,0.0,1.0,-0.1617767204845018,0.021,0.0412868569124806,0.08311432189448024,8.891033903556703,7266.5281903722425,0.09101789165549937,1.0952886016094916,0.2013175905948603,0.22425606277335594,0.07638287210037646,0.09069614674519211,0.4879412380337026
3,2023,2022,1,1.0,9.999137615661558,5.471551310025096,0.1423090141748845,5.4925912825634535,0.8397182798971088,0.32948837756412286,0.0,0.0024595173962345005,10.473021455509988,5.514966330522561,0.19389013107919037,6.78542479078286,0.08278947981748189,0.7347433103961863,1.0,1.0,-0.1617767204845018,0.026,0.05369332156759707,0.1038501171607547,8.948070248432304,7693.031887346213,0.09861154325533462,1.1036375008485282,0.1903306720317952,0.19124696295284685,0.08957782975725222,0.08546154571920914,0.48749432766962936
3,2024,2022,2,1.0,9.999137615661558,5.471551310025096,0.1423090141748845,5.4925912825634535,0.8397182798971088,0.32948837756412286,0.0,0.0024595173962345005,10.558613464200954,5.507974356701085,0.2074510852043925,6.790328323785031,0.08369285249312511,0.7756686255460312,1.0,1.0,-0.1617767204845018,0.03,0.05925332039475657,0.1157742554718179,8.961071480894978,7793.703794630021,0.08187102691485583,1.0853158242723464,0.21497712868551397,0.1906315477349641,0.0939139080757953,0.09601096686418704,0.48169059407323694
4,2015,2021,-6,0.0,10.966884337980916,5.344609864931775,0.12687236762867357,6.254747513094706,0.6367859228335695,0.3139036852841726,1.0,-0.0008996985904843619,10.988904878019747,5.350184542523861,0.12760313750483554,6.221660928777812,0.075239859073086,0.5868473403991402,0.0,0.0,0.04218462149593699,0.0,0.0,0.023029780824252354,8.999375695478792,8098.02671442844,0.10486001994068413,1.1105551438999406,0.1617613130173326,0.2433548234418565,0.04296346724327661,0.14072198648956238,0.553808877737384
4,2016,2021,-5,0.0,10.966884337980916,5.344609864931775,0.12687236762867357,6.254747513094706,0.6367859228335695,0.3139036852841726,1.0,-0.0008996985904843619,10.977905763521413,5.330768792363526,0.1300869007789428,6.4875054326736725,0.07206296772949009,0.47443064942502927,0.0,0.0,0.04218462149593699,0.006,0.0,0.027333119214034675,8.974462291484748,7898.769694744765,0.11354210333722098,1.1202390537021216,0.18224670169051016,0.22714222573737122,0.044563999292072894,0.1509245106624617,0.5399307071269512
4,2017,2021,-4,0.0,10.966884337980916,5.344609864931775,0.12687236762867357,6.254747513094706,0.6367859228335695,0.3139036852841726,1.0,-0.0008996985904843619,11.089916315256607,5.3403072612016,0.14746002314365222,6.51946673346568,0.07565066460752302,0.6036120074304422,0.0,0.0,0.04218462149593699,0.011,0.0,0.032566807583846114,9.040800265084826,8440.52901463479,0.10123770470504542,1.106539640182995,0.20791339392515704,0.2311907868886024,0.061329641927251155,0.1573562356608249,0.5201769601387072
4,2018,2021,-3,0.0,10.966884337980916,5.344609864931775,0.12687236762867357,6.254747513094706,0.6367859228335695,0.3139036852841726,1.0,-0.0008996985904843619,11.113738594987016,5.354377437763154,0.15118403791505206,6.688633911755202,0.0749714056865654,0.49653472700727347,0.0,0.0,0.04218462149593699,0.014,0.0,0.029568545826586464,9.135709017320325,9280.855576929802,0.15812681928600444,1.171314730586683,0.20471581786522705,0.25573889514517767,0.052353379065172394,0.1641638745030388,0.5378962013209604
4,2019,2021,-2,0.0,10.966884337980916,5.344609864931775,0.12687236762867357,6.254747513094706,0.6367859228335695,0.3139036852841726,1.0,-0.0008996985904843619,11.157954105169235,5.359789368624962,0.15291881183475511,6.722603056110032,0.08042363179036986,0.571861056330001,0.0,0.0,0.04218462149593699,-0.004,0.0,0.02541178394502417,9.045716165482155,8482.123969132632,0.0891112607177297,1.0932022800305343,0.20657404077419209,0.22859192481838433,0.05410103421398595,0.17118671080415657,0.5086399248538546
4,2020,2021,-1,0.0,10.966884337980916,5.344609864931775,0.12687236762867357,6.254747513094706,0.6367859228335695,0.3139036852841726,1.0,-0.0008996985904843619,11.22267678408367,5.360956800695428,0.16463885120441699,7.02166545080942,0.07791855132642309,0.6552042764024198,0.0,0.0,0.04218462149593699,0.009,0.0,0.025655028952829378,9.137671367395722,9299.085745707389,0.09740152511061145,1.1023028870635914,0.2157081191067679,0.22918209032679435,0.06420344237019966,0.18634326064366047,0.5075551291034112
4,2021,2021,0,1.0,10.966884337980916,5.344609864931775,0.12687236762867357,6.254747513094706,0.6367859228335695,0.3139036852841726,1.0,-0.0008996985904843619,11.330325961852017,5.35653701456306,0.16649082251878317,7.318743597501614,0.07370615781876762,0.762896519427563,1.0,0.0,0.04218462149593699,0.016,0.02986549689388336,0.051821996933665085,9.230150453962986,10200.076038127783,0.14507226019966749,1.1561231089364168,0.19083699532866422,0.19364013000060853,0.08880062164945539,0.21730516602938074,0.49740346783436434
4,2022,2021,1,1.0,10.966884337980916,5.344609864931775,0.12687236762867357,6.254747513094706,0.6367859228335695,0.3139036852841726,1.0,-0.0008996985904843619,11.381370869935623,5.39653102602941,0.1654260823833362,7.46613551252513,0.0831012856885004,0.9178847639664184,1.0,1.0,0.04218462149593699,0.021,0.038404653767311364,0.07070137996581814,9.182965035906504,9729.959724951743,0.21282006604916187,1.2371620237643177,0.20184528326053994,0.22834237190613296,0.09549424481477412,0.2390170348159613,0.5044871475001651
4,2023,2021,2,1.0,10.966884337980916,5.344609864931775,0.12687236762867357,6.254747513094706,0.6367859228335695,0.3139036852841726,1.0,-0.0008996985904843619,11.492481431023243,5.3856097019888,0.17660936677894276,7.758621914691903,0.08903454857139532,0.9224413926607476,1.0,1.0,0.04218462149593699,0.026,0.04053073168720407,0.08344572699629879,9.226044089963887,10158.276693494547,0.21514478646140392,1.2400414251790668,0.20732410036424892,0.19991574308671023,0.09662852218370502,0.26726695233751907,0.4839719385072646
4,2024,2021,3,1.0,10.966884337980916,5.344609864931775,0.12687236762867357,6.254747513094706,0.6367859228335695,0.3139036852841726,1.0,-0.0008996985904843619,11.501122856367143,5.381003041843236,0.1855393185955668,7.891139364864137,0.08149267272210599,1.0,1.0,1.0,0.04218462149593699,0.03,0.043307041730692664,0.0831051399119263,9.234286296685116,10242.34930591101,0.2261645593158556,1.253781969806239,0.21601203420929663,0.2094769594362588,0.09996766402269677,0.2733709429471854,0.496346034622742
5,2015,2020,-5,0.0,10.684451136913335,6.167162317146438,0.12355975619081148,6.137652749086563,0.731664179812838,0.30276615818080815,0.0,0.0022900381010400824,10.62719212939278,6.1830275682495985,0.12084252529386771,6.020844190973054,0.08134264096599744,0.29443076764802617,0.0,0.0,-0.12089760750154915,0.0,0.0,0.019577159330209554,8.766462012620577,6415.434538403629,0.0510371336042327,1.0523619705505836,0.17023333694518844,0.25615873465434286,0.04141849455272747,0.09060215711025324,0.5333752353003716
5,2016,2020,-4,0.0,10.684451136913335,6.167162317146438,0.12355975619081148,6.137652749086563,0.731664179812838,0.30276615818080815,0.0,0.0022900381010400824,10.749578421141287,6.1618690433724455,0.1270809795704803,6.282871563601681,0.0773795252073024,0.3811605611642872,0.0,0.0,-0.12089760750154915,0.006,0.0,0.022565791282051623,8.853167479804403,6996.515230058193,0.06967036796651115,1.072154706463004,0.18013206127907724,0.2428940869203435,0.03734839392155692,0.07542234130485384,0.5145397649613572
5,2017,2020,-3,0.0,10.684451136913335,6.167162317146438,0.12355975619081148,6.137652749086563,0.731664179812838,0.30276615818080815,0.0,0.0022900381010400824,10.74049574017141,6.180307005685637,0.13577744090462074,6.220326589003402,0.0690065713469232,0.5148036240214887,0.0,0.0,-0.12089760750154915,0.011,0.0,0.02746653319764111,8.835500822247239,6873.995633894085,0.06479471534721122,1.066939975498858,0.1902633404254899,0.2471536932320726,0.03858321489855263,0.09504806033734109,0.5061262963482579
5,2018,2020,-2,0.0,10.684451136913335,6.167162317146438,0.12355975619081148,6.137652749086563,0.731664179812838,0.30276615818080815,0.0,0.0022900381010400824,10.835993794455376,6.201681915424342,0.14900543892495202,6.432309835318479,0.06822590714338045,0.6656068388220759,0.0,0.0,-0.12089760750154915,0.014,0.0,0.03458855920687834,8.85371590464035,7000.35334513805,0.06302643993216733,1.0650549988409586,0.18317739935807822,0.22607506500641777,0.03813999862107899,0.10814244484245852,0.5178577689485241
5,2019,2020,-1,0.0,10.684451136913335,6.167162317146438,0.12355975619081148,6.137652749086563,0.731664179812838,0.30276615818080815,0.0,0.0022900381010400824,10.90618840990113,6.19016179168248,0.14539437656559573,6.728003089335778,0.08286008636147266,0.46994194898329383,0.0,0.0,-0.12089760750154915,-0.004,0.0,0.02321715373906061,8.866167772767888,7088.065780368534,0.08421386851573187,1.087861528261718,0.19368221837055732,0.22353213740721536,0.05246589893076732,0.09293899894826799,0.5023104521533143
