Func,Index,MSSBOA,SBOA,GWO,COA,SCA,SMA,RIME,QIO,MRFO,GKSO,LSHADE
F10,Best,1.006E+03,1.354E+03,1.385E+03,1.024E+03,2.917E+03,1.051E+03,1.043E+03,1.009E+03,1.061E+03,1.088E+03,1.002E+03
,Mean,1.026E+03,9.588E+03,6.972E+03,1.544E+03,6.707E+04,1.783E+03,1.226E+03,1.092E+03,1.736E+03,2.028E+03,1.010E+03
,Std,1.005E+01,9.421E+03,5.736E+03,4.543E+02,1.075E+05,9.950E+02,2.408E+02,1.007E+02,7.097E+02,9.849E+02,6.277E+00
,Rank,2,10,9,5,11,7,4,3,6,8,1
F11,Best,6.520E+03,5.943E+04,6.438E+04,4.787E+03,6.518E+05,3.801E+04,6.365E+03,1.036E+04,6.084E+03,1.728E+04,1.821E+04
,Mean,1.871E+04,8.342E+05,8.034E+05,3.005E+04,1.108E+07,3.577E+05,6.456E+04,3.100E+04,2.763E+05,1.321E+05,7.773E+04
,Std,1.050E+04,1.121E+06,1.231E+06,3.584E+04,1.836E+07,4.147E+05,6.504E+04,2.170E+04,3.355E+05,1.645E+05,5.509E+04
,Rank,1,10,9,2,11,8,4,3,7,6,5
F12,Best,1.455E+04,1.594E+04,5.831E+04,3.619E+04,1.917E+05,4.842E+03,5.019E+03,4.888E+03,3.764E+04,1.241E+04,4.541E+03
,Mean,3.624E+04,8.017E+05,2.035E+06,4.280E+05,6.192E+06,5.873E+04,3.085E+04,2.192E+04,1.836E+05,1.296E+05,1.779E+04
,Std,1.760E+04,2.162E+06,2.990E+06,4.034E+05,7.920E+06,6.630E+04,2.617E+04,1.387E+04,1.151E+05,1.727E+05,1.211E+04
,Rank,4,9,10,8,11,5,3,2,7,6,1
F13,Best,4.087E+03,1.149E+05,1.305E+05,3.692E+04,6.974E+05,1.786E+04,1.932E+04,2.872E+04,6.110E+03,1.321E+04,1.881E+04
,Mean,9.945E+03,1.850E+06,2.197E+06,5.291E+05,2.745E+07,1.850E+05,8.500E+04,9.944E+04,1.028E+05,1.120E+05,6.634E+04
,Std,3.044E+03,2.558E+06,2.630E+06,4.527E+05,7.397E+07,2.031E+05,4.199E+04,7.629E+04,1.241E+05,8.024E+04,3.853E+04
,Rank,1,9,10,8,11,7,3,4,5,6,2
F14,Best,1.010E+04,7.971E+04,4.212E+04,3.076E+04,2.563E+05,7.832E+04,1.440E+04,4.123E+03,7.230E+03,9.238E+03,1.622E+04
,Mean,2.687E+04,3.149E+06,1.056E+06,5.000E+05,6.462E+07,1.331E+06,2.171E+05,1.951E+04,2.835E+05,1.042E+05,5.523E+04
,Std,1.033E+04,4.813E+06,1.807E+06,7.269E+05,9.993E+07,1.602E+06,3.031E+05,1.612E+04,2.447E+05,9.621E+04,4.385E+04
,Rank,2,10,8,7,11,9,5,1,6,4,3
F15,Best,3.076E+03,2.752E+04,9.549E+03,4.723E+03,1.816E+04,4.312E+03,4.775E+03,5.391E+03,3.784E+04,3.504E+03,2.199E+03
,Mean,5.584E+03,1.013E+06,2.888E+05,4.546E+04,1.467E+06,2.356E+04,1.570E+04,3.602E+04,2.779E+05,1.125E+04,7.057E+03
,Std,1.915E+03,2.539E+06,6.216E+05,8.403E+04,3.172E+06,2.109E+04,1.098E+04,2.600E+04,3.492E+05,8.404E+03,3.921E+03
,Rank,1,10,9,7,11,5,4,6,8,3,2
F16,Best,5.891E+03,6.522E+04,9.279E+04,5.140E+03,6.639E+04,8.032E+04,3.053E+03,6.967E+03,4.168E+04,2.422E+04,5.024E+03
,Mean,1.307E+04,5.498E+06,2.154E+06,8.586E+04,3.505E+06,7.112E+05,1.918E+04,4.132E+04,3.077E+05,1.670E+05,1.772E+04
,Std,4.504E+03,1.083E+07,4.496E+06,1.101E+05,6.700E+06,6.958E+05,1.359E+04,6.887E+04,3.452E+05,1.409E+05,7.497E+03
,Rank,1,11,9,5,10,8,3,4,7,6,2
F17,Best,1.190E+04,4.443E+04,2.355E+05,5.187E+03,6.394E+05,6.022E+04,7.847E+03,1.110E+04,1.630E+04,4.677E+03,9.541E+03
,Mean,2.830E+04,9.160E+05,3.683E+06,4.782E+04,2.948E+07,7.903E+05,4.844E+04,5.891E+04,1.840E+05,9.304E+04,3.445E+04
,Std,1.049E+04,1.072E+06,5.335E+06,3.721E+04,6.876E+07,1.396E+06,4.168E+04,5.289E+04,1.868E+05,1.296E+05,2.678E+04
,Rank,1,9,10,3,11,8,4,5,7,6,2
F18,Best,2.970E+03,2.938E+04,5.365E+04,7.725E+03,6.546E+05,1.405E+04,2.419E+03,5.831E+03,4.631E+04,1.385E+04,4.685E+03
,Mean,5.949E+03,7.179E+05,2.674E+06,1.033E+05,1.475E+07,2.272E+05,1.737E+04,2.290E+04,5.477E+05,7.364E+04,1.988E+04
,Std,1.609E+03,1.206E+06,4.994E+06,1.165E+05,2.099E+07,3.976E+05,1.494E+04,1.260E+04,5.749E+05,4.818E+04,1.167E+04
,Rank,1,9,10,6,11,7,2,4,8,5,3
F19,Best,4.264E+03,2.031E+05,6.629E+05,3.777E+03,3.890E+05,1.998E+04,5.658E+03,7.791E+03,2.546E+04,6.150E+03,7.192E+03
,Mean,8.949E+03,3.916E+06,1.535E+07,9.008E+04,2.347E+07,3.099E+05,3.657E+04,3.867E+04,2.837E+05,3.272E+04,3.565E+04
,Std,2.766E+03,5.406E+06,3.369E+07,1.138E+05,3.622E+07,3.619E+05,3.080E+04,2.279E+04,3.519E+05,3.287E+04,4.095E+04
,Rank,1,9,10,6,11,8,4,5,7,2,3
F20,Best,6.599E+03,6.307E+04,2.734E+05,1.592E+04,1.569E+05,1.753E+04,2.583E+03,7.331E+03,1.419E+04,4.894E+03,8.776E+03
,Mean,1.203E+04,2.062E+06,5.943E+06,1.296E+05,5.200E+06,2.561E+05,1.646E+04,4.308E+04,1.032E+05,7.890E+04,4.163E+04
,Std,3.315E+03,6.268E+06,1.162E+07,1.449E+05,6.390E+06,3.130E+05,1.504E+04,4.120E+04,1.279E+05,6.263E+04,3.253E+04
,Rank,1,9,11,7,10,8,2,4,6,5,3
F21,Best,3.971E+03,2.609E+04,3.230E+04,5.161E+03,1.699E+05,1.548E+04,4.320E+03,3.362E+03,8.785E+03,3.710E+03,3.113E+03
,Mean,6.807E+03,3.939E+05,5.199E+05,5.451E+04,2.418E+06,6.516E+04,9.334E+03,1.598E+04,7.254E+04,2.045E+04,6.623E+03
,Std,1.849E+03,5.145E+05,5.518E+05,1.167E+05,2.193E+06,4.663E+04,4.217E+03,1.095E+04,7.290E+04,1.416E+04,2.661E+03
,Rank,2,9,10,6,11,7,3,4,8,5,1
F22,Best,2.405E+03,3.854E+03,3.242E+03,2.892E+03,4.682E+03,2.386E+03,2.333E+03,2.216E+03,3.046E+03,2.460E+03,2.255E+03
,Mean,2.932E+03,2.285E+05,3.069E+04,7.715E+03,1.861E+05,5.388E+03,3.256E+03,2.349E+03,1.697E+04,6.955E+03,2.891E+03
,Std,2.907E+02,4.278E+05,3.658E+04,6.152E+03,2.331E+05,3.099E+03,8.003E+02,1.089E+02,1.826E+04,3.282E+03,6.148E+02
,Rank,3,11,9,7,10,5,4,1,8,6,2
F23,Best,2.455E+03,3.136E+03,3.065E+03,3.029E+03,7.566E+03,5.899E+03,2.352E+03,2.400E+03,2.455E+03,2.494E+03,2.428E+03
,Mean,2.848E+03,5.098E+04,2.900E+04,2.309E+04,3.158E+05,2.876E+04,3.473E+03,2.948E+03,7.472E+03,3.485E+03,3.526E+03
,Std,2.687E+02,8.821E+04,3.415E+04,1.631E+04,4.229E+05,3.040E+04,9.429E+02,6.251E+02,5.335E+03,8.761E+02,8.567E+02
,Rank,1,10,9,7,11,8,3,2,6,4,5
F24,Best,2.810E+03,8.708E+03,1.463E+04,4.192E+03,1.456E+04,7.442E+03,2.664E+03,2.827E+03,3.194E+03,6.238E+03,4.436E+03
,Mean,3.821E+03,1.334E+05,2.398E+05,2.722E+04,5.384E+05,7.450E+04,5.918E+03,5.320E+03,2.137E+04,3.458E+04,1.163E+04
,Std,7.477E+02,2.297E+05,2.902E+05,2.422E+04,7.867E+05,7.490E+04,3.842E+03,2.833E+03,2.620E+04,2.806E+04,9.980E+03
,Rank,1,9,10,6,11,8,3,2,5,7,4
F25,Best,2.803E+03,5.736E+03,1.031E+04,3.427E+03,3.175E+04,4.063E+03,3.053E+03,3.032E+03,7.465E+03,2.796E+03,4.009E+03
,Mean,3.244E+03,5.180E+05,3.102E+05,1.916E+04,6.806E+05,2.341E+04,8.257E+03,6.829E+03,2.896E+04,7.661E+03,1.174E+04
,Std,3.459E+02,9.976E+05,6.072E+05,1.846E+04,1.017E+06,1.868E+04,8.970E+03,2.985E+03,3.434E+04,5.235E+03,6.590E+03
,Rank,1,10,9,6,11,7,4,2,8,3,5
F26,Best,2.749E+03,1.262E+04,4.527E+03,1.978E+04,1.412E+05,9.407E+03,4.127E+03,3.060E+03,4.318E+03,4.339E+03,3.131E+03
,Mean,3.264E+03,9.526E+05,1.148E+05,1.016E+05,1.599E+06,8.485E+04,1.288E+04,5.136E+03,5.652E+04,2.265E+04,6.689E+03
,Std,2.389E+02,1.074E+06,1.337E+05,1.009E+05,2.322E+06,9.060E+04,1.020E+04,2.381E+03,8.611E+04,1.570E+04,3.194E+03
,Rank,1,10,9,8,11,7,4,2,6,5,3
F27,Best,3.086E+03,1.065E+04,1.176E+04,2.816E+03,1.029E+04,5.152E+03,2.994E+03,2.739E+03,3.557E+03,3.757E+03,2.795E+03
,Mean,3.721E+03,3.443E+05,1.699E+05,5.865E+03,3.527E+05,2.292E+04,6.092E+03,3.469E+03,1.565E+04,1.284E+04,3.159E+03
,Std,3.193E+02,8.226E+05,2.892E+05,2.933E+03,3.668E+05,2.868E+04,2.635E+03,6.413E+02,1.307E+04,9.790E+03,2.821E+02
,Rank,3,10,9,4,11,8,5,2,7,6,1
F28,Best,3.111E+03,7.596E+03,1.090E+04,2.999E+03,2.721E+04,3.893E+03,3.848E+03,2.922E+03,6.098E+03,4.407E+03,8.949E+03
,Mean,3.458E+03,1.662E+05,2.837E+05,6.565E+03,6.165E+05,2.588E+04,9.817E+03,3.863E+03,2.580E+04,1.326E+04,3.040E+04
,Std,3.995E+02,1.955E+05,5.825E+05,3.067E+03,7.867E+05,3.079E+04,9.429E+03,8.566E+02,3.506E+04,8.534E+03,2.381E+04
,Rank,1,9,10,3,11,7,4,2,6,5,8
F29,Best,3.221E+03,4.983E+03,1.065E+04,3.412E+03,4.455E+04,5.006E+03,3.740E+03,3.093E+03,4.946E+03,3.373E+03,3.764E+03
,Mean,3.723E+03,2.393E+05,2.878E+05,1.427E+04,1.196E+06,2.597E+04,7.334E+03,4.008E+03,3.422E+04,1.157E+04,1.049E+04
,Std,3.836E+02,5.140E+05,5.000E+05,1.279E+04,1.320E+06,2.193E+04,2.905E+03,7.237E+02,3.609E+04,7.064E+03,6.279E+03
,Rank,1,9,10,6,11,7,3,2,8,5,4
F30,Best,3.177E+03,8.325E+03,3.315E+04,4.407E+03,1.965E+04,3.253E+03,3.195E+03,3.176E+03,1.147E+04,4.253E+03,3.523E+03
,Mean,3.339E+03,2.673E+05,3.880E+05,1.203E+04,1.225E+06,1.492E+04,4.635E+03,4.041E+03,5.592E+04,1.014E+04,7.369E+03
,Std,9.607E+01,7.481E+05,6.016E+05,6.379E+03,1.364E+06,1.631E+04,1.997E+03,7.910E+02,7.516E+04,5.879E+03,3.487E+03
,Rank,1,9,10,6,11,7,3,2,8,5,4
