series,x,value
std_cum.gb,2010,236.0
std_annual.gb,2010,32.0
std_cum.gb,2011,271.0
std_annual.gb,2011,35.0
std_cum.gb,2012,310.0
std_annual.gb,2012,39.0
std_cum.gb,2013,352.0
std_annual.gb,2013,42.0
std_cum.gb,2014,398.0
std_annual.gb,2014,46.0
std_cum.gb,2015,448.0
std_annual.gb,2015,50.0
std_cum.gb,2016,498.0
std_annual.gb,2016,50.0
std_cum.gb,2017,546.0
std_annual.gb,2017,48.0
std_cum.gb,2018,602.0
std_annual.gb,2018,56.0
std_cum.gb,2019,671.0
std_annual.gb,2019,69.0
std_cum.gb,2020,762.0
std_annual.gb,2020,91.0
std_cum.gb,2021,909.0
std_annual.gb,2021,147.0
std_cum.gb,2022,1053.0
std_annual.gb,2022,144.0
std_cum.gb,2023,1126.0
std_annual.gb,2023,73.0
std_cum.gb,2024,1168.0
std_annual.gb,2024,42.0
std_cum.gb,2025,1210.0
std_annual.gb,2025,42.0
std_cum.hb,1993,2.0
std_annual.hb,1993,2.0
std_cum.hb,1994,5.0
std_annual.hb,1994,3.0
std_cum.hb,1995,8.0
std_annual.hb,1995,3.0
std_cum.hb,1996,10.0
std_annual.hb,1996,2.0
std_cum.hb,1997,11.0
std_annual.hb,1997,1.0
std_cum.hb,1998,13.0
std_annual.hb,1998,2.0
std_cum.hb,1999,16.0
std_annual.hb,1999,3.0
std_cum.hb,2000,20.0
std_annual.hb,2000,4.0
std_cum.hb,2001,25.0
std_annual.hb,2001,5.0
std_cum.hb,2002,32.0
std_annual.hb,2002,7.0
std_cum.hb,2003,41.0
std_annual.hb,2003,9.0
std_cum.hb,2004,52.0
std_annual.hb,2004,11.0
std_cum.hb,2005,66.0
std_annual.hb,2005,14.0
std_cum.hb,2006,81.0
std_annual.hb,2006,15.0
std_cum.hb,2007,97.0
std_annual.hb,2007,16.0
std_cum.hb,2008,116.0
std_annual.hb,2008,19.0
std_cum.hb,2009,136.0
std_annual.hb,2009,20.0
std_cum.hb,2010,158.0
std_annual.hb,2010,22.0
std_cum.hb,2011,181.0
std_annual.hb,2011,23.0
std_cum.hb,2012,206.0
std_annual.hb,2012,25.0
std_cum.hb,2013,233.0
std_annual.hb,2013,27.0
std_cum.hb,2014,264.0
std_annual.hb,2014,31.0
std_cum.hb,2015,300.0
std_annual.hb,2015,36.0
std_cum.hb,2016,338.0
std_annual.hb,2016,38.0
std_cum.hb,2017,379.0
std_annual.hb,2017,41.0
std_cum.hb,2018,424.0
std_annual.hb,2018,45.0
std_cum.hb,2019,479.0
std_annual.hb,2019,55.0
std_cum.hb,2020,545.0
std_annual.hb,2020,66.0
std_cum.hb,2021,645.0
std_annual.hb,2021,100.0
std_cum.hb,2022,742.0
std_annual.hb,2022,97.0
std_cum.hb,2023,792.0
std_annual.hb,2023,50.0
std_cum.hb,2024,821.0
std_annual.hb,2024,29.0
std_cum.hb,2025,850.0
std_annual.hb,2025,29.0
std_cum.db,1993,3.0
std_annual.db,1993,3.0
std_cum.db,1994,9.0
std_annual.db,1994,6.0
std_cum.db,1995,13.0
std_annual.db,1995,4.0
std_cum.db,1996,16.0
std_annual.db,1996,3.0
std_cum.db,1997,19.0
std_annual.db,1997,3.0
std_cum.db,1998,23.0
std_annual.db,1998,4.0
std_cum.db,1999,27.0
std_annual.db,1999,4.0
std_cum.db,2000,34.0
std_annual.db,2000,7.0
std_cum.db,2001,44.0
std_annual.db,2001,10.0
std_cum.db,2002,57.0
std_annual.db,2002,13.0
std_cum.db,2003,74.0
std_annual.db,2003,17.0
std_cum.db,2004,95.0
std_annual.db,2004,21.0
std_cum.db,2005,118.0
std_annual.db,2005,23.0
std_cum.db,2006,145.0
std_annual.db,2006,27.0
std_cum.db,2007,176.0
std_annual.db,2007,31.0
std_cum.db,2008,212.0
std_annual.db,2008,36.0
std_cum.db,2009,253.0
std_annual.db,2009,41.0
std_cum.db,2010,300.0
std_annual.db,2010,47.0
std_cum.db,2011,350.0
std_annual.db,2011,50.0
std_cum.db,2012,405.0
std_annual.db,2012,55.0
std_cum.db,2013,468.0
std_annual.db,2013,63.0
std_cum.db,2014,545.0
std_annual.db,2014,77.0
std_cum.db,2015,640.0
std_annual.db,2015,95.0
std_cum.db,2016,749.0
std_annual.db,2016,109.0
std_cum.db,2017,868.0
std_annual.db,2017,119.0
std_cum.db,2018,1005.0
std_annual.db,2018,137.0
std_cum.db,2019,1168.0
std_annual.db,2019,163.0
std_cum.db,2020,1364.0
std_annual.db,2020,196.0
std_cum.db,2021,1657.0
std_annual.db,2021,293.0
std_cum.db,2022,1936.0
std_annual.db,2022,279.0
std_cum.db,2023,2071.0
std_annual.db,2023,135.0
std_cum.db,2024,2140.0
std_annual.db,2024,69.0
std_cum.db,2025,2210.0
std_annual.db,2025,70.0
std_cum.tb,1993,0.0
std_annual.tb,1993,0.0
std_cum.tb,1994,0.0
std_annual.tb,1994,0.0
std_cum.tb,1995,0.0
std_annual.tb,1995,0.0
std_cum.tb,1996,0.0
std_annual.tb,1996,0.0
std_cum.tb,1997,0.0
std_annual.tb,1997,0.0
std_cum.tb,1998,0.0
std_annual.tb,1998,0.0
std_cum.tb,1999,0.0
std_annual.tb,1999,0.0
std_cum.tb,2000,0.0
std_annual.tb,2000,0.0
std_cum.tb,2001,0.0
std_annual.tb,2001,0.0
std_cum.tb,2002,0.0
std_annual.tb,2002,0.0
std_cum.tb,2003,0.0
std_annual.tb,2003,0.0
std_cum.tb,2004,0.0
std_annual.tb,2004,0.0
std_cum.tb,2005,0.0
std_annual.tb,2005,0.0
std_cum.tb,2006,0.0
std_annual.tb,2006,0.0
std_cum.tb,2007,0.0
std_annual.tb,2007,0.0
std_cum.tb,2008,0.0
std_annual.tb,2008,0.0
std_cum.tb,2009,0.0
std_annual.tb,2009,0.0
std_cum.tb,2010,0.0
std_annual.tb,2010,0.0
std_cum.tb,2011,0.0
std_annual.tb,2011,0.0
std_cum.tb,2012,0.0
std_annual.tb,2012,0.0
std_cum.tb,2013,0.0
std_annual.tb,2013,0.0
std_cum.tb,2014,0.0
std_annual.tb,2014,0.0
std_cum.tb,2015,6.0
std_annual.tb,2015,6.0
std_cum.tb,2016,17.0
std_annual.tb,2016,11.0
std_cum.tb,2017,32.0
std_annual.tb,2017,15.0
std_cum.tb,2018,52.0
std_annual.tb,2018,20.0
std_cum.tb,2019,81.0
std_annual.tb,2019,29.0
std_cum.tb,2020,118.0
std_annual.tb,2020,37.0
std_cum.tb,2021,161.0
std_annual.tb,2021,43.0
std_cum.tb,2022,214.0
std_annual.tb,2022,53.0
std_cum.tb,2023,281.0
std_annual.tb,2023,67.0
std_cum.tb,2024,355.0
std_annual.tb,2024,74.0
std_cum.tb,2025,430.0
std_annual.tb,2025,75.0
ssa_scen.base,2025,0.566
ssa_scen.base,2026,0.5911
ssa_scen.base,2027,0.6135
ssa_scen.base,2028,0.6345
ssa_scen.base,2029,0.6643
ssa_scen.base,2030,0.685
ssa_scen.base,2031,0.7068
ssa_scen.base,2032,0.7254
ssa_scen.base,2033,0.7468
ssa_scen.base,2034,0.7624
ssa_scen.base,2035,0.78
ssa_scen.enhance,2025,0.566
ssa_scen.enhance,2026,0.5965
ssa_scen.enhance,2027,0.6372
ssa_scen.enhance,2028,0.6712
ssa_scen.enhance,2029,0.7058
ssa_scen.enhance,2030,0.735
ssa_scen.enhance,2031,0.7662
ssa_scen.enhance,2032,0.7914
ssa_scen.enhance,2033,0.8138
ssa_scen.enhance,2034,0.8368
ssa_scen.enhance,2035,0.86
ssa_scen.stag,2025,0.566
ssa_scen.stag,2026,0.5765
ssa_scen.stag,2027,0.5921
ssa_scen.stag,2028,0.6003
ssa_scen.stag,2029,0.6135
ssa_scen.stag,2030,0.622
ssa_scen.stag,2031,0.6303
ssa_scen.stag,2032,0.6402
ssa_scen.stag,2033,0.646
ssa_scen.stag,2034,0.6494
ssa_scen.stag,2035,0.66
lv.T,2004,0.09
lv.I,2004,0.07
lv.T,2005,0.1049
lv.I,2005,0.0786
lv.T,2006,0.1215
lv.I,2006,0.094
lv.T,2007,0.1312
lv.I,2007,0.1119
lv.T,2008,0.1441
lv.I,2008,0.1315
lv.T,2009,0.1706
lv.I,2009,0.1413
lv.T,2010,0.19
lv.I,2010,0.16
lv.T,2011,0.2188
lv.I,2011,0.1758
lv.T,2012,0.2296
lv.I,2012,0.1894
lv.T,2013,0.2568
lv.I,2013,0.2191
lv.T,2014,0.2805
lv.I,2014,0.2442
lv.T,2015,0.31
lv.I,2015,0.27
lv.T,2016,0.3435
lv.I,2016,0.3081
lv.T,2017,0.3774
lv.I,2017,0.3435
lv.T,2018,0.4256
lv.I,2018,0.3834
lv.T,2019,0.46
lv.I,2019,0.41
lv.T,2020,0.5
lv.I,2020,0.44
lv.T,2021,0.5415
lv.I,2021,0.4771
lv.T,2022,0.585
lv.I,2022,0.52
lv.T,2023,0.6329
lv.I,2023,0.5676
lv.T,2024,0.675
lv.I,2024,0.6103
lv.T,2025,0.72
lv.I,2025,0.66
game.scenA.x,0.0,0.5
game.scenA.y,0.0,0.2
game.scenA.z,0.0,0.2
game.scenA.x,1.0,0.5059
game.scenA.y,1.0,0.1774
game.scenA.z,1.0,0.1786
game.scenA.x,2.0,0.5133
game.scenA.y,2.0,0.155
game.scenA.z,2.0,0.1574
game.scenA.x,3.0,0.5219
game.scenA.y,3.0,0.1332
game.scenA.z,3.0,0.1368
game.scenA.x,4.0,0.5319
game.scenA.y,4.0,0.1126
game.scenA.z,4.0,0.1173
game.scenA.x,5.0,0.543
game.scenA.y,5.0,0.0938
game.scenA.z,5.0,0.0993
game.scenA.x,6.0,0.5552
game.scenA.y,6.0,0.0769
game.scenA.z,6.0,0.083
game.scenA.x,7.0,0.5682
game.scenA.y,7.0,0.0623
game.scenA.z,7.0,0.0686
game.scenA.x,8.0,0.582
game.scenA.y,8.0,0.0498
game.scenA.z,8.0,0.0561
game.scenA.x,9.0,0.5963
game.scenA.y,9.0,0.0394
game.scenA.z,9.0,0.0455
game.scenA.x,10.0,0.611
game.scenA.y,10.0,0.0309
game.scenA.z,10.0,0.0367
game.scenA.x,11.0,0.6259
game.scenA.y,11.0,0.0241
game.scenA.z,11.0,0.0294
game.scenA.x,12.0,0.641
game.scenA.y,12.0,0.0187
game.scenA.z,12.0,0.0234
game.scenA.x,13.0,0.656
game.scenA.y,13.0,0.0144
game.scenA.z,13.0,0.0186
game.scenA.x,14.0,0.6709
game.scenA.y,14.0,0.011
game.scenA.z,14.0,0.0147
game.scenA.x,15.0,0.6857
game.scenA.y,15.0,0.0084
game.scenA.z,15.0,0.0116
game.scenA.x,16.0,0.7002
game.scenA.y,16.0,0.0064
game.scenA.z,16.0,0.0091
game.scenA.x,17.0,0.7144
game.scenA.y,17.0,0.0049
game.scenA.z,17.0,0.0072
game.scenA.x,18.0,0.7283
game.scenA.y,18.0,0.0037
game.scenA.z,18.0,0.0057
game.scenA.x,19.0,0.7417
game.scenA.y,19.0,0.0028
game.scenA.z,19.0,0.0044
game.scenA.x,20.0,0.7548
game.scenA.y,20.0,0.0021
game.scenA.z,20.0,0.0035
game.scenA.x,21.0,0.7674
game.scenA.y,21.0,0.0016
game.scenA.z,21.0,0.0027
game.scenA.x,22.0,0.7796
game.scenA.y,22.0,0.0012
game.scenA.z,22.0,0.0021
game.scenA.x,23.0,0.7914
game.scenA.y,23.0,0.0009
game.scenA.z,23.0,0.0017
game.scenA.x,24.0,0.8027
game.scenA.y,24.0,0.0007
game.scenA.z,24.0,0.0013
game.scenA.x,25.0,0.8135
game.scenA.y,25.0,0.0005
game.scenA.z,25.0,0.001
game.scenA.x,26.0,0.8239
game.scenA.y,26.0,0.0004
game.scenA.z,26.0,0.0008
game.scenA.x,27.0,0.8338
game.scenA.y,27.0,0.0003
game.scenA.z,27.0,0.0006
game.scenA.x,28.0,0.8433
game.scenA.y,28.0,0.0002
game.scenA.z,28.0,0.0005
game.scenA.x,29.0,0.8523
game.scenA.y,29.0,0.0002
game.scenA.z,29.0,0.0004
game.scenA.x,30.0,0.8609
game.scenA.y,30.0,0.0001
game.scenA.z,30.0,0.0003
game.scenA.x,31.0,0.869
game.scenA.y,31.0,0.0001
game.scenA.z,31.0,0.0002
game.scenA.x,32.0,0.8768
game.scenA.y,32.0,0.0001
game.scenA.z,32.0,0.0002
game.scenA.x,33.0,0.8842
game.scenA.y,33.0,0.0001
game.scenA.z,33.0,0.0001
game.scenA.x,34.0,0.8911
game.scenA.y,34.0,0.0
game.scenA.z,34.0,0.0001
game.scenA.x,35.0,0.8978
game.scenA.y,35.0,0.0
game.scenA.z,35.0,0.0001
game.scenA.x,36.0,0.904
game.scenA.y,36.0,0.0
game.scenA.z,36.0,0.0001
game.scenA.x,37.0,0.9099
game.scenA.y,37.0,0.0
game.scenA.z,37.0,0.0001
game.scenA.x,38.0,0.9155
game.scenA.y,38.0,0.0
game.scenA.z,38.0,0.0
game.scenA.x,39.0,0.9207
game.scenA.y,39.0,0.0
game.scenA.z,39.0,0.0
game.scenA.x,40.0,0.9257
game.scenA.y,40.0,0.0
game.scenA.z,40.0,0.0
game.scenA.x,41.0,0.9304
game.scenA.y,41.0,0.0
game.scenA.z,41.0,0.0
game.scenA.x,42.0,0.9348
game.scenA.y,42.0,0.0
game.scenA.z,42.0,0.0
game.scenA.x,43.0,0.9389
game.scenA.y,43.0,0.0
game.scenA.z,43.0,0.0
game.scenA.x,44.0,0.9428
game.scenA.y,44.0,0.0
game.scenA.z,44.0,0.0
game.scenA.x,45.0,0.9465
game.scenA.y,45.0,0.0
game.scenA.z,45.0,0.0
game.scenA.x,46.0,0.9499
game.scenA.y,46.0,0.0
game.scenA.z,46.0,0.0
game.scenA.x,47.0,0.9531
game.scenA.y,47.0,0.0
game.scenA.z,47.0,0.0
game.scenA.x,48.0,0.9562
game.scenA.y,48.0,0.0
game.scenA.z,48.0,0.0
game.scenA.x,49.0,0.959
game.scenA.y,49.0,0.0
game.scenA.z,49.0,0.0
game.scenA.x,50.0,0.9617
game.scenA.y,50.0,0.0
game.scenA.z,50.0,0.0
game.scenB.x,0.0,0.5
game.scenB.y,0.0,0.2
game.scenB.z,0.0,0.2
game.scenB.x,1.0,0.5039
game.scenB.y,1.0,0.2466
game.scenB.z,1.0,0.2052
game.scenB.x,2.0,0.5046
game.scenB.y,2.0,0.3022
game.scenB.z,2.0,0.2152
game.scenB.x,3.0,0.5016
game.scenB.y,3.0,0.3687
game.scenB.z,3.0,0.2316
game.scenB.x,4.0,0.4942
game.scenB.y,4.0,0.4481
game.scenB.z,4.0,0.2565
game.scenB.x,5.0,0.4815
game.scenB.y,5.0,0.5412
game.scenB.z,5.0,0.2931
game.scenB.x,6.0,0.4627
game.scenB.y,6.0,0.6464
game.scenB.z,6.0,0.345
game.scenB.x,7.0,0.4375
game.scenB.y,7.0,0.7559
game.scenB.z,7.0,0.4155
game.scenB.x,8.0,0.4064
game.scenB.y,8.0,0.855
game.scenB.z,8.0,0.5045
game.scenB.x,9.0,0.371
game.scenB.y,9.0,0.9281
game.scenB.z,9.0,0.6049
game.scenB.x,10.0,0.3338
game.scenB.y,10.0,0.9704
game.scenB.z,10.0,0.7039
game.scenB.x,11.0,0.297
game.scenB.y,11.0,0.9896
game.scenB.z,11.0,0.7897
game.scenB.x,12.0,0.2621
game.scenB.y,12.0,0.9968
game.scenB.z,12.0,0.8565
game.scenB.x,13.0,0.2298
game.scenB.y,13.0,0.9991
game.scenB.z,13.0,0.9049
game.scenB.x,14.0,0.2003
game.scenB.y,14.0,0.9998
game.scenB.z,14.0,0.9382
game.scenB.x,15.0,0.1737
game.scenB.y,15.0,0.9999
game.scenB.z,15.0,0.9603
game.scenB.x,16.0,0.15
game.scenB.y,16.0,1.0
game.scenB.z,16.0,0.9748
game.scenB.x,17.0,0.129
game.scenB.y,17.0,1.0
game.scenB.z,17.0,0.984
game.scenB.x,18.0,0.1106
game.scenB.y,18.0,1.0
game.scenB.z,18.0,0.9899
game.scenB.x,19.0,0.0945
game.scenB.y,19.0,1.0
game.scenB.z,19.0,0.9937
game.scenB.x,20.0,0.0806
game.scenB.y,20.0,1.0
game.scenB.z,20.0,0.996
game.scenB.x,21.0,0.0685
game.scenB.y,21.0,1.0
game.scenB.z,21.0,0.9975
game.scenB.x,22.0,0.0582
game.scenB.y,22.0,1.0
game.scenB.z,22.0,0.9984
game.scenB.x,23.0,0.0493
game.scenB.y,23.0,1.0
game.scenB.z,23.0,0.999
game.scenB.x,24.0,0.0417
game.scenB.y,24.0,1.0
game.scenB.z,24.0,0.9994
game.scenB.x,25.0,0.0352
game.scenB.y,25.0,1.0
game.scenB.z,25.0,0.9996
game.scenB.x,26.0,0.0298
game.scenB.y,26.0,1.0
game.scenB.z,26.0,0.9998
game.scenB.x,27.0,0.0251
game.scenB.y,27.0,1.0
game.scenB.z,27.0,0.9998
game.scenB.x,28.0,0.0212
game.scenB.y,28.0,1.0
game.scenB.z,28.0,0.9999
game.scenB.x,29.0,0.0178
game.scenB.y,29.0,1.0
game.scenB.z,29.0,0.9999
game.scenB.x,30.0,0.015
game.scenB.y,30.0,1.0
game.scenB.z,30.0,1.0
game.scenB.x,31.0,0.0126
game.scenB.y,31.0,1.0
game.scenB.z,31.0,1.0
game.scenB.x,32.0,0.0106
game.scenB.y,32.0,1.0
game.scenB.z,32.0,1.0
game.scenB.x,33.0,0.0089
game.scenB.y,33.0,1.0
game.scenB.z,33.0,1.0
game.scenB.x,34.0,0.0075
game.scenB.y,34.0,1.0
game.scenB.z,34.0,1.0
game.scenB.x,35.0,0.0063
game.scenB.y,35.0,1.0
game.scenB.z,35.0,1.0
game.scenB.x,36.0,0.0053
game.scenB.y,36.0,1.0
game.scenB.z,36.0,1.0
game.scenB.x,37.0,0.0045
game.scenB.y,37.0,1.0
game.scenB.z,37.0,1.0
game.scenB.x,38.0,0.0037
game.scenB.y,38.0,1.0
game.scenB.z,38.0,1.0
game.scenB.x,39.0,0.0031
game.scenB.y,39.0,1.0
game.scenB.z,39.0,1.0
game.scenB.x,40.0,0.0026
game.scenB.y,40.0,1.0
game.scenB.z,40.0,1.0
game.scenB.x,41.0,0.0022
game.scenB.y,41.0,1.0
game.scenB.z,41.0,1.0
game.scenB.x,42.0,0.0019
game.scenB.y,42.0,1.0
game.scenB.z,42.0,1.0
game.scenB.x,43.0,0.0016
game.scenB.y,43.0,1.0
game.scenB.z,43.0,1.0
game.scenB.x,44.0,0.0013
game.scenB.y,44.0,1.0
game.scenB.z,44.0,1.0
game.scenB.x,45.0,0.0011
game.scenB.y,45.0,1.0
game.scenB.z,45.0,1.0
game.scenB.x,46.0,0.0009
game.scenB.y,46.0,1.0
game.scenB.z,46.0,1.0
game.scenB.x,47.0,0.0008
game.scenB.y,47.0,1.0
game.scenB.z,47.0,1.0
game.scenB.x,48.0,0.0007
game.scenB.y,48.0,1.0
game.scenB.z,48.0,1.0
game.scenB.x,49.0,0.0005
game.scenB.y,49.0,1.0
game.scenB.z,49.0,1.0
game.scenB.x,50.0,0.0005
game.scenB.y,50.0,1.0
game.scenB.z,50.0,1.0
game.scenC.x,0.0,0.5
game.scenC.y,0.0,0.2
game.scenC.z,0.0,0.2
game.scenC.x,1.0,0.5113
game.scenC.y,1.0,0.2736
game.scenC.z,1.0,0.2063
game.scenC.x,2.0,0.5205
game.scenC.y,2.0,0.3654
game.scenC.z,2.0,0.2206
game.scenC.x,3.0,0.527
game.scenC.y,3.0,0.4753
game.scenC.z,3.0,0.246
game.scenC.x,4.0,0.5304
game.scenC.y,4.0,0.5991
game.scenC.z,4.0,0.2865
game.scenC.x,5.0,0.5305
game.scenC.y,5.0,0.7262
game.scenC.z,5.0,0.3466
game.scenC.x,6.0,0.5274
game.scenC.y,6.0,0.8393
game.scenC.z,6.0,0.4287
game.scenC.x,7.0,0.5217
game.scenC.y,7.0,0.9216
game.scenC.z,7.0,0.5287
game.scenC.x,8.0,0.5143
game.scenC.y,8.0,0.9686
game.scenC.z,8.0,0.6348
game.scenC.x,9.0,0.5061
game.scenC.y,9.0,0.9895
game.scenC.z,9.0,0.7329
game.scenC.x,10.0,0.4975
game.scenC.y,10.0,0.9969
game.scenC.z,10.0,0.8135
game.scenC.x,11.0,0.4888
game.scenC.y,11.0,0.9992
game.scenC.z,11.0,0.8743
game.scenC.x,12.0,0.4801
game.scenC.y,12.0,0.9998
game.scenC.z,12.0,0.9173
game.scenC.x,13.0,0.4713
game.scenC.y,13.0,1.0
game.scenC.z,13.0,0.9465
game.scenC.x,14.0,0.4626
game.scenC.y,14.0,1.0
game.scenC.z,14.0,0.9658
game.scenC.x,15.0,0.4539
game.scenC.y,15.0,1.0
game.scenC.z,15.0,0.9783
game.scenC.x,16.0,0.4453
game.scenC.y,16.0,1.0
game.scenC.z,16.0,0.9863
game.scenC.x,17.0,0.4366
game.scenC.y,17.0,1.0
game.scenC.z,17.0,0.9914
game.scenC.x,18.0,0.4281
game.scenC.y,18.0,1.0
game.scenC.z,18.0,0.9946
game.scenC.x,19.0,0.4195
game.scenC.y,19.0,1.0
game.scenC.z,19.0,0.9966
game.scenC.x,20.0,0.411
game.scenC.y,20.0,1.0
game.scenC.z,20.0,0.9979
game.scenC.x,21.0,0.4026
game.scenC.y,21.0,1.0
game.scenC.z,21.0,0.9987
game.scenC.x,22.0,0.3942
game.scenC.y,22.0,1.0
game.scenC.z,22.0,0.9992
game.scenC.x,23.0,0.3858
game.scenC.y,23.0,1.0
game.scenC.z,23.0,0.9995
game.scenC.x,24.0,0.3776
game.scenC.y,24.0,1.0
game.scenC.z,24.0,0.9997
game.scenC.x,25.0,0.3694
game.scenC.y,25.0,1.0
game.scenC.z,25.0,0.9998
game.scenC.x,26.0,0.3613
game.scenC.y,26.0,1.0
game.scenC.z,26.0,0.9999
game.scenC.x,27.0,0.3532
game.scenC.y,27.0,1.0
game.scenC.z,27.0,0.9999
