pid,prov,year,t,region,manu_share,prov_a,edu_base,ai,lnai,ai_std,routine,newjob,match,lnpgdp,indus,open,urban,fis,wage,edu_level,train,lnyemp,yshare,hskill,lskill,yunemp,ai_sq,lnai_sq,iv_bartik,iv_hist
0,北京,2023,10,0,0.1707656602152437,1.2011520878469475,0.8622056626605736,17.980530507376873,2.9434137436540126,1.390076126813491,33.716809665862385,14.688904818412421,0.7693697741684381,11.344246343603468,1.631983460809364,35.80649943883377,70.83134061174347,25.024764621633086,11.629510974586806,53.905339374896734,17.850428420190507,7.0364808726565,28.69135657419518,41.04948203915059,24.985655407080564,11.541929244056954,1.9323116383367964,8.663684466331329,11.458375800442852,3.4990681700287776
0,北京,2024,11,0,0.1707656602152437,1.2011520878469475,0.8622056626605736,20.056790426673373,3.0472230936990297,1.5233317245342424,29.452153502479582,12.75978724389799,0.7656359558038079,11.470559777610786,1.5623504421452754,42.2519933028866,74.50762504193187,27.162549554498145,11.795369052268207,61.97931252077018,19.583129461508697,7.171940282359464,29.562619717846655,40.918600722962715,20.526865871101617,12.745025458151796,2.320539542972469,9.285568582772685,12.55127602582041,4.013366903681302
1,天津,2013,0,0,0.3265544722918836,1.3919605386634935,0.8866316338829386,1.0931880654410482,0.7386882939140741,-1.440035105824464,51.54536842711845,5.572301540525853,0.2531584131746313,11.356376700023775,1.2398505695197097,41.236086804558624,67.89631007856258,22.0939538718912,10.926863604136162,38.13842554303484,16.936011291487766,7.104613977482878,28.802647005090265,30.630139774129937,33.20147125815508,7.927760102598873,2.0737011060068755,0.5456603955656855,5.616736923420397,0.14993823008449808
1,天津,2014,1,0,0.3265544722918836,1.3919605386634935,0.8866316338829386,1.1824100038660008,0.7804297725393815,-1.386453365051102,49.293221680323725,1.2,0.2545678709670124,11.172655350604858,1.3687251046997508,43.12090304796429,66.0169059926078,11.900856827315106,11.141211826381532,38.06748182498317,14.051790669080908,7.033446795574246,28.802210488978854,30.56099617626855,32.8550085865828,7.60783299202674,1.9222529334615241,0.6090706298658708,6.694366681983613,0.22490734512674715
1,天津,2015,2,0,0.3265544722918836,1.3919605386634935,0.8866316338829386,2.667137676896965,1.2994114332158597,-0.7202589291013324,44.940747423180454,2.4237407032841833,0.4804364535158173,11.100373562694175,1.1582322208042228,40.00974644636398,62.266523116291715,20.85383943332448,11.258946686126562,43.1698677291233,15.180127670757935,6.891526975664662,26.46729799814448,35.822645409894186,29.919470057458017,10.008680222250447,0.5187729249501981,1.6884700727720947,7.96792912392196,0.3391459966196981
1,天津,2016,3,0,0.3265544722918836,1.3919605386634935,0.8866316338829386,2.9171216605317034,1.365357113821396,-0.635607295290103,39.71981316729932,5.758794530910483,0.38787776648316247,11.42891587092911,1.2270985959580862,52.99364190040137,65.62528226173488,16.436209345268562,11.247514461855097,49.75096275883694,15.821426380124478,6.918035532375862,29.297954503209397,35.91598084843749,30.079243772991845,9.567137159808567,0.40399663382600015,1.8642000482626926,9.404768802006249,0.49265418456335086
1,天津,2017,4,0,0.3265544722918836,1.3919605386634935,0.8866316338829386,4.98861799209561,1.78986066632489,-0.09069034321492919,41.2190552441498,5.545950774992065,0.42893248278404833,11.243743819441828,1.1217390084787067,55.287577887392914,66.54178651797353,25.214917748393763,11.217649992919213,44.328274651657814,16.598571680737383,6.799361278373478,27.053349752915132,35.95996709840959,26.343347413664986,12.121910299168315,0.008224738352441653,3.203601204856979,10.939574821778102,0.6854319089577056
1,天津,2018,5,0,0.3265544722918836,1.3919605386634935,0.8866316338829386,7.270432247831324,2.112686774638451,0.3237076469905064,36.603678036886905,7.938392340452074,0.5612583652634703,11.277964590728722,1.506368507851777,48.05980930501364,67.06814306480693,23.705159268537965,11.234658335132576,51.261562561304984,16.859263049176395,6.898726087328358,28.676949578486706,37.93302715076609,25.806824367022564,10.647359097135649,0.10478664072013032,4.4634454077322205,12.800935313841837,0.9674585798309282
1,天津,2019,6,0,0.3265544722918836,1.3919605386634935,0.8866316338829386,9.49755951462706,2.3511428029697194,0.6298033943544975,36.19846031321112,4.1147994150834295,0.5733001284452109,11.573176231680284,1.5664208821548755,40.72490443838424,62.13607050110068,20.652225289423296,11.570105961950778,50.58378722973353,17.5494643185079,6.911588742190711,28.339898132474275,36.88172857394316,25.73974973733484,11.975103628039312,0.3966523155404467,5.527872479956309,14.564329464218009,1.2566251664224601
1,天津,2020,7,0,0.3265544722918836,1.3919605386634935,0.8866316338829386,9.780697164505796,2.377757235421783,0.6639671965829126,37.62197973678321,8.407945630125575,0.6858848204499758,11.443720014019096,1.552347799013995,46.27117731875243,71.15527413364055,24.242438500884337,11.5349842469023,51.58611918204389,19.867313069270693,7.036300281139803,29.55447407222537,37.97628878882383,27.330193078916352,10.142868228789293,0.4408524381381721,5.65372947060064,16.16444637844824,1.4922423851266715
1,天津,2021,8,0,0.3265544722918836,1.3919605386634935,0.8866316338829386,13.032654649416934,2.6413870885764057,1.0023775001241542,35.721593682341606,12.117986061444245,0.6157338197370875,11.694292136309674,1.4245371048360467,46.894725348821346,71.7086340409482,23.77754577439358,11.596234893658703,52.146398221237895,19.221815386117598,7.037677360105685,29.109155189187764,40.94116982987073,24.658874101908566,12.990544405945755,1.0047606527551487,6.976925751698141,17.568630609303337,1.8063986767322864
1,天津,2022,9,0,0.3265544722918836,1.3919605386634935,0.8866316338829386,13.516258477126375,2.6752692955526105,1.0458706319157938,37.56707521672618,11.901918874082762,0.7277264390413463,11.454180611040455,1.7015387217661697,44.065437649636216,68.42168430056334,21.291417277000374,11.662180867465267,51.60939941887766,18.94516250638993,7.168657220820288,30.97640507723326,38.10264145292746,29.457618613941918,10.950672136030517,1.0938453787039417,7.157065803726561,19.65857923197139,2.2669232405632447
1,天津,2023,10,0,0.3265544722918836,1.3919605386634935,0.8866316338829386,18.008978056407624,2.9449113968442466,1.391998599798405,36.3157630862487,12.14252378570207,0.7689190943240367,11.624625224699736,1.6481213250023061,44.53607267920513,75.94495592082336,25.642148695677548,11.838595068227239,53.832336443817326,19.595808008500388,7.1941509053753,30.023641732346913,41.97110732565265,25.70967842013506,9.696162386033016,1.93766010184072,8.672503135263131,21.91180509078539,2.7203078886758942
1,天津,2024,11,0,0.3265544722918836,1.3919605386634935,0.8866316338829386,23.48173042574119,3.197927142471923,1.7167840300294657,27.465191985838977,13.058807847389115,0.8102641120209716,11.846671948757567,1.6433372682618044,59.90444834977144,75.58240581419108,27.3911791937218,11.620909763826033,55.513011598574494,16.42603344166822,7.208429915685708,30.368056951580385,42.8943952001313,22.865416105754534,11.615885890997848,2.947347405764213,10.22673800855864,24.001753713453446,3.1201431689012225
2,河北,2013,0,0,0.14,0.27103535935678974,0.10739533017460359,0.5097160606106246,0.4119215938145092,-1.8594914642172524,42.003768770576485,1.2,0.17931173117380084,10.463250983061846,1.042095988881792,25.235692139458934,54.10039709974616,29.34927351536033,10.573015442960651,33.23767767829482,11.642726527314593,6.57212538654013,25.589226981049737,27.41942099827826,35.30866823971465,8.186470754352014,3.4577085054968215,0.16967939945068553,2.4080000000000004,0.12228494509880808
2,河北,2014,1,0,0.14,0.27103535935678974,0.10739533017460359,0.7493790353180954,0.5592608880048034,-1.6703583494586385,44.784509178450676,1.2,0.2890779451970998,11.011561608393347,0.9427101576222663,38.631702141095374,56.01871094588438,29.146952929939022,10.704383925969042,34.57209945610453,10.820281414024516,6.814913527696623,28.03663019907902,29.25596486101128,35.30739660404734,7.227870982477252,2.790097015606187,0.3127727408519213,2.8699999999999997,0.18342741764821213
2,河北,2015,2,0,0.14,0.27103535935678974,0.10739533017460359,0.9166112908585085,0.6505586739977799,-1.5531633083780465,46.30432088359632,3.1423230468395937,0.13017861954810958,10.697617512681758,1.1624741574791018,21.58235347099665,57.64159788689077,20.86412602583746,10.890645562899783,37.70938528512571,13.86206732907983,6.730737611845586,25.05508401999265,32.28065022272568,35.31118559710426,7.987706444435062,2.4123162624918386,0.42322658831374965,3.4160000000000004,0.27659689962825634
2,河北,2016,3,0,0.14,0.27103535935678974,0.10739533017460359,1.437430884033221,0.8909445682194248,-1.2445902751758198,46.16196070251889,2.878207525795089,0.23518733728271488,11.066979319055584,1.2585193691178471,17.737428638973707,58.77517109411166,22.923292275602677,11.005208400478956,33.75567926979726,12.862144791714972,6.674731648721912,25.606617452882883,29.561455448986703,32.589090289232566,11.25212488956744,1.5490049530622227,0.7937822236396973,4.032,0.4017933910389408
2,河北,2017,4,0,0.14,0.27103535935678974,0.10739533017460359,2.5400031201500974,1.2641276085436273,-0.765551257244545,42.524123189519884,4.072608067698917,0.37669090499853064,11.096079894005992,1.106395035524482,39.69307427247074,56.19019082324886,22.80163179540496,10.747816252741124,37.91374354507327,13.775579116585966,6.69706447610169,26.561855095888276,31.083291808353017,32.86370455426666,10.180460986281497,0.5860687274687035,1.59801861068223,4.690000000000001,0.5590168918802655
2,河北,2018,5,0,0.14,0.27103535935678974,0.10739533017460359,3.630878114566658,1.532746507689211,-0.4207367299479912,41.261301985365954,3.181340104045077,0.47674427522682145,10.738231574253312,1.1572954472186414,44.48120004979557,56.409470477704005,23.451433398086632,11.09026547381334,42.22821431011412,15.367779368717684,6.458335905388291,24.362991521474623,33.16185950793025,33.944615564682586,9.684391033916851,0.17701939592732888,2.3493118568334728,5.488,0.7890290505184998
2,河北,2019,6,0,0.14,0.27103535935678974,0.10739533017460359,3.9374365980906885,1.59684628925177,-0.33845459734447997,44.60826760250693,1.4596503209264675,0.38923182949882484,11.103452286305137,1.3603871502825848,27.081218627275817,60.22941097540638,19.694181784319074,11.122961089634387,42.462267032416456,16.611780205644237,6.547393109827808,24.220798578736336,33.66715908234018,32.04870131141093,12.005854088738483,0.11455151446361407,2.5499180714971477,6.244000000000001,1.0248643017804868
2,河北,2020,7,0,0.14,0.27103535935678974,0.10739533017460359,4.798596602268518,1.757615923147972,-0.13208153315619187,38.60124969518067,5.901331365018232,0.42408148155671693,11.245213960305904,1.1467151282624375,35.032177536492746,59.403098725114226,25.96013520726821,11.04526412832497,43.19797239739538,15.79689902533372,6.519894253972163,24.668739338791163,35.41994226343012,31.61546637080195,10.832783406073915,0.01744553140089021,3.0892137333032976,6.930000000000001,1.217026358364328
2,河北,2021,8,0,0.14,0.27103535935678974,0.10739533017460359,7.326231483274711,2.119410950845432,0.3323391827746373,40.7770382389128,7.989357162924241,0.5664201709922679,11.082602655982722,1.4245064780181453,24.03058758800299,57.04278308406524,23.99312341593773,11.303762285606743,45.96038593966733,16.885275048449582,6.561201740625629,24.463820027463388,36.3891330368878,27.99317052467184,12.938538693036918,0.11044933240731379,4.491902778563538,7.532000000000001,1.4732424338094496
2,河北,2022,9,0,0.14,0.27103535935678974,0.10739533017460359,6.554369945842623,2.0221261965942294,0.20745892804576488,37.90166494478217,6.881757411049268,0.5199346280682392,11.181235401989891,1.0933690178315634,26.944804330696247,59.602970993447144,29.204509565222963,11.487866840048838,41.49543452594379,17.11281100809198,6.629048036088416,24.78778441428612,36.70454319310543,28.9055056136825,10.319155560465411,0.04303920682589785,4.088994354952645,8.428,1.848831908041503
2,河北,2023,10,0,0.14,0.27103535935678974,0.10739533017460359,12.328286020682055,2.58988854532943,0.9362710351559425,33.533149349554776,11.067112814921476,0.659481555055543,11.22459011343569,1.550744010099918,30.694049907460677,61.91164584826128,30.631421574950267,11.347447440099181,48.33609677085759,14.215346051119418,6.659243823500568,26.030019148492627,39.177415289735556,25.837600287571053,11.701479749209097,0.87660345127198,6.70752267722859,9.394000000000002,2.2185982896498038
2,河北,2024,11,0,0.14,0.27103535935678974,0.10739533017460359,9.613333587173097,2.3621110962251355,0.6438829206504731,38.91055169478949,9.526332839128273,0.647359997693978,11.162128050673862,1.4011451829962382,32.0832315233932,66.14584017088947,34.75656550705248,11.353985962178193,50.662305593912095,15.785600194086957,6.668774294292251,26.46063451329005,38.43499248798902,28.374499741531324,11.185353375706075,0.4145852155053835,5.579568830909912,10.290000000000001,2.544691476579959
3,山西,2013,0,1,0.3315379864248385,-0.02823924951456208,-0.6995945941136943,0.773719613764817,0.5730788182755063,-1.65262086669155,45.73854644566838,1.2,0.1284283795340916,10.441809069014303,0.987037974082574,34.30362316394549,48.680638556539236,23.388609111078747,10.70124349174571,28.90046047206062,9.424805290602219,6.6078247544179565,26.265461956511754,25.686666557436673,37.84389854945291,7.763256993163679,2.73115572902433,0.32841933195605083,5.702453366507222,0.17084424734299772
3,山西,2014,1,1,0.3315379864248385,-0.02823924951456208,-0.6995945941136943,1.056230635095184,0.72087451790431,-1.4629018839019237,44.93512639940847,1.2,0.05014631866859815,10.281207601570015,0.9151915866229938,20.18515393081742,57.270208548777866,22.480012473797142,10.606204340863771,33.032858223183304,13.34389581056309,6.34679126473901,22.487913860040212,31.184228116146617,33.162231181136555,7.513975397475516,2.140081921923797,0.5196600705637714,6.796528721709189,0.25626637101449656
3,山西,2015,2,1,0.3315379864248385,-0.02823924951456208,-0.6995945941136943,1.981717554724365,1.0924994951310694,-0.9858628845551635,42.613204123213315,2.280821739320481,0.2172356289985898,10.743936349945274,0.9326996614245845,12.546839691719386,60.07701428874097,27.697736947060715,10.771413428706103,30.243605606728437,11.566625527708322,6.354185261434067,24.593715852500807,30.274278869211077,31.59823606566384,9.70067310191604,0.9719256271434276,1.1935551468616414,8.08952686876606,0.38643341660916153
3,山西,2016,3,1,0.3315379864248385,-0.02823924951456208,-0.6995945941136943,2.296650553332279,1.1929069691888265,-0.8569741287215599,43.01138059790086,3.0890757364765693,0.2474361873868083,10.90839377963868,1.4165468400129337,21.82716838605292,55.54953218091474,27.525082117264116,10.800200698259701,31.45310069634373,16.399294884651056,6.369498588788434,23.640645263560437,33.0276223033195,32.19973829179217,9.900941322975529,0.7344046572980767,1.423027037139272,9.548294009035349,0.5613453841269925
3,山西,2017,4,1,0.3315379864248385,-0.02823924951456208,-0.6995945941136943,3.1019602966438455,1.4114649805794184,-0.5764206098729934,43.96909117136722,5.779410313493521,0.24241039489806332,10.587592970698024,0.78913466864757,22.67309689916137,56.08830057304013,21.842383832491244,10.969168476683754,30.928277052675593,11.322457082686697,6.395302416268514,25.118913829120924,29.297245738208883,32.525073916030415,8.897636102997108,0.3322607194863536,1.992233391402058,11.106522545232089,0.7810022735679896
3,山西,2018,5,1,0.3315379864248385,-0.02823924951456208,-0.6995945941136943,6.947287632573925,2.0728306921590973,0.2725461081571482,38.00856602224313,6.973259605995718,0.5451633690202725,10.769566195890476,1.3961423585984378,12.164853948597491,54.96046858239698,20.626955888893328,10.75997708660379,37.30906798356485,11.620048132005758,6.35165192243994,23.770204825463367,36.78598388762663,28.719322187503,12.75736555818695,0.07428138107160792,4.296627078356763,12.99628906785367,1.1023521673798187
3,山西,2019,6,1,0.3315379864248385,-0.02823924951456208,-0.6995945941136943,5.816659428451854,1.9193695319793336,0.07555461733472778,37.552203495766804,7.091086586056103,0.4607260839485102,10.919381137829571,0.9720850076866085,13.56972316978751,56.98985026677085,21.32576084745716,11.077872291839341,34.53066758235036,9.442049838460413,6.45897024610968,23.747259897469714,34.32668491136985,30.138276240129894,13.746217408626869,0.005708500200597147,3.683979400290566,14.786594194547797,1.4318375015413143
3,山西,2020,7,1,0.3315379864248385,-0.02823924951456208,-0.6995945941136943,7.329044947947131,2.119748797498509,0.33277286199210865,36.058241892830644,7.785642752264685,0.4956317998608984,10.809380176097257,1.2447287204811743,43.602391976195,63.678292459349436,27.326954345079777,11.029332622232234,36.4517339826774,12.705552200425355,6.447874734211254,24.094920120113557,36.202629804152984,32.922456989086086,10.026863431624108,0.11073777767841898,4.493334964496375,16.411130328029508,1.7003070330803105
3,山西,2021,8,1,0.3315379864248385,-0.02823924951456208,-0.6995945941136943,10.136782035648125,2.410253327028651,0.7056810316929837,39.17948517896579,7.289697075825564,0.6517644284969358,11.17545231362707,1.4854365008562347,20.098079641469777,63.758586832750034,26.48694975373871,11.246280520509973,41.64736926338579,12.453681862586459,6.428468776895119,22.729069200394502,37.60201461062929,31.077577450822474,10.43352965602893,0.4979857184912738,5.809321100452681,17.83674366965631,2.0582664084656392
3,山西,2022,9,1,0.3315379864248385,-0.02823924951456208,-0.6995945941136943,9.180169104205621,2.3204416223994992,0.5903936093414587,42.116491951497956,7.805973713333269,0.4868943103356845,10.76375814180668,1.3367561516530078,33.03802736262073,66.32612793715977,25.84015666325586,11.42311629513741,44.50040708372608,10.839799904673852,6.607178770525081,26.05065583647781,36.25268566235456,28.074641338524625,13.274533612744023,0.34856461395123495,5.38444932296402,19.958586782775278,2.5830023110191322
3,山西,2023,10,1,0.3315379864248385,-0.02823924951456208,-0.6995945941136943,12.769177978671381,2.622432614420628,0.9780464568990942,35.12015639537588,13.08456945527601,0.653829802466285,11.210644631814636,1.2844715452447544,28.831485479470217,58.2855082441929,27.002135262331144,11.282550288237344,45.7109432288663,15.933120090637317,6.604479742765614,24.396200228629816,38.8984946968412,26.752340290903195,12.245813939539111,0.9565748718528717,6.87715281717701,22.246198889106665,3.099602773222959
3,山西,2024,11,1,0.3315379864248385,-0.02823924951456208,-0.6995945941136943,14.108231857428475,2.7152397513983555,1.0971789869202893,35.36423076370295,10.006471654319611,0.6965445922077523,11.325279319025302,1.6321890785515316,13.825000707177216,62.59480030984287,28.804850608987913,11.442521269888509,44.05668253784556,14.57983352437918,6.598609276120151,25.03603924878804,38.679694384950494,28.57126616879728,14.453633470883728,1.2038017293394323,7.372526907573803,24.36804200222563,3.5551874328042863
4,内蒙古,2013,0,2,0.5245292091135944,-0.5854971244262108,-1.0155275534241128,0.9290077885799711,0.6570057715411387,-1.544887446557009,47.259613006245374,1.2,0.15201579084854774,9.954713109228948,0.8173273365003575,17.50718517981344,45.96295335400769,23.8119998175181,10.544476070217085,25.464581073427915,7.0515625694882935,6.375650096434629,24.250565317786585,27.639066428901504,36.1144501549221,8.021619333093097,2.3866772225294355,0.43165658383836697,9.021902396753823,0.24122775114885447
4,内蒙古,2014,1,2,0.5245292091135944,-0.5854971244262108,-1.0155275534241128,1.2387676707114754,0.8059255674767543,-1.3537255096867056,43.42985910575368,1.5942637728834215,0.15226174110283228,10.659209946887461,1.0990621370561868,17.272456345177584,46.74656845715367,26.51206702250313,10.420063536362221,26.89146659730108,5.829992747180976,6.3099823701297035,21.351621292694666,28.770885938630233,33.86011483784385,8.864519900152484,1.8325727555765308,0.6495160203127284,10.752848786828684,0.36184162672328174
4,内蒙古,2015,2,2,0.5245292091135944,-0.5854971244262108,-1.0155275534241128,1.785082226931743,1.024277397874003,-1.0734366565112667,45.286590404057655,4.61709683220711,0.15980080971183414,10.483087822996021,0.8710005944858539,31.674047503282555,47.78252733914337,30.70408905370948,10.750843130722473,30.155095126859795,9.98211787536824,6.3908201710532815,24.177944104838407,29.203754031193668,33.94080338956506,8.869129286825322,1.1522662555420873,1.0491441877955385,12.798512702371703,0.5456341990271708
4,内蒙古,2016,3,2,0.5245292091135944,-0.5854971244262108,-1.0155275534241128,2.844791801122693,1.3467194535390683,-0.6595316581722603,41.05345743481739,3.5201427672629793,0.36756530807037857,10.362323583657195,0.9283236948247762,17.40287763635898,50.642664296947295,26.04972378819169,10.531538212755656,30.452669646297995,9.716712357067765,6.163800541195781,22.22266656540624,32.225990841853516,33.4490378568278,12.758121569259135,0.43498200813145127,1.8136532865405668,15.106441222471517,0.7926054680605218
4,内蒙古,2017,4,2,0.5245292091135944,-0.5854971244262108,-1.0155275534241128,3.586926019188043,1.5232100871196004,-0.43297822286331017,41.90616940103992,6.458392395224071,0.2334458832065266,10.545597841374708,0.7836594498839663,5.138869911775798,45.10341000757353,28.603956103322833,10.760745122479234,32.17145616466297,6.587605152325869,6.245284391001749,22.2918293275247,34.158883739899544,32.028642681217235,10.303904887655621,0.18747014147387028,2.3201689695029004,17.571728505305412,1.1027554338233347
4,内蒙古,2018,5,2,0.5245292091135944,-0.5854971244262108,-1.0155275534241128,5.917075670018851,1.9339930892750834,0.09432624886313785,42.85368910707122,7.603502934699822,0.4230726675158383,10.791865633044763,1.1138402103838037,20.576485127467073,50.56672122184289,23.553404745712747,10.943136234220054,37.46937292864564,9.693945747313709,6.217246815623377,21.612985376260898,34.57642944504309,31.231138408590297,12.60592173470096,0.008897441224590616,3.7403292693637806,20.5615449972529,1.556493346698561
4,内蒙古,2019,6,2,0.5245292091135944,-0.5854971244262108,-1.0155275534241128,7.376989995432273,2.125488660880912,0.34014087773949453,37.01270488112464,6.9456819115236925,0.40426114801317026,10.695923958831349,1.0535962962028802,15.325206162788037,50.81279337088212,31.556601583746705,10.847063397808267,38.183503058349324,12.732644736269558,6.200918219360865,22.406355127254642,35.35184454749421,28.880600353168152,10.584306757985596,0.11569581670939376,4.517702047533333,23.39400272646631,2.0217182953427804
4,内蒙古,2020,7,2,0.5245292091135944,-0.5854971244262108,-1.0155275534241128,10.671548335294647,2.457154114043952,0.7658855547401601,38.29199408362948,9.355956032996383,0.35336930788610976,10.887519159717918,1.0862094011887842,22.76321911923602,52.91398732355844,20.565657148123357,10.906169627168293,34.28140217093531,8.849183774151617,6.232903573015674,22.04975789533249,35.67323322435123,29.79971025834905,13.066378728111594,0.5865806829596427,6.037606340163119,25.96419585112292,2.4007904757195515
4,内蒙古,2021,8,2,0.5245292091135944,-0.5854971244262108,-1.0155275534241128,9.417897364260767,2.343525227504531,0.6200250403684987,38.05440511474218,8.817037610416204,0.5571875384868814,10.91111640602787,1.0270739524636419,20.976104447760424,52.04912137993093,22.998932450294753,10.985478052070256,37.36804538721918,11.466304282790567,6.092354662768451,21.94337105770922,35.942807192406285,31.27234212600601,14.608447055490918,0.38443105068395844,5.492110491950163,28.219671450311377,2.9062200495552464
4,内蒙古,2022,9,2,0.5245292091135944,-0.5854971244262108,-1.0155275534241128,13.307615855948832,2.6607919728359626,1.0272867154268983,35.38831668086469,11.622791975022588,0.6098877072989725,10.76117299058642,1.259675406716854,16.549886794034382,55.923502927638914,29.852516525003267,11.102483610947868,41.72973024790987,11.60527077635196,6.222426271525052,22.98019867206779,36.071001185261906,26.293230042360772,10.47932288110915,1.055317995692585,7.0798139227082935,31.57665838863838,3.6471338566552998
4,内蒙古,2023,10,2,0.5245292091135944,-0.5854971244262108,-1.0155275534241128,16.96554896126506,2.888455977363581,1.3195292060086405,37.89769607060059,11.392720969570673,0.6163310587421168,10.809075367015033,1.0906713672998132,2.226102793388314,54.69424650219427,21.70972182100564,11.22094716649484,36.93330413887716,12.954975610693637,6.309785986191208,21.605184514724105,34.325533399216035,25.437274020488555,14.133149971640831,1.7411573255097934,8.3431779331674,35.19590993152218,4.37656062798636
4,内蒙古,2024,11,2,0.5245292091135944,-0.5854971244262108,-1.0155275534241128,17.873000421180578,2.9377323515725693,1.3827831681602447,34.83722683797349,9.831385224206269,0.4938252422743399,11.117129312143236,1.3814262637247703,31.09706958907967,57.338001551517436,29.08411056870514,11.145695361327949,41.485304321599514,12.172322714511711,6.277540307647578,23.470873746474183,36.41069597503713,24.007859775076636,13.466030154565392,1.9120892901472837,8.630271369476098,38.552896869849185,5.019834631049972
