series,x,value
pxraw.open,17,2.741068
pxste.open,17,1.398504
pxraw.open,18,2.819995
pxste.open,18,1.438773
pxraw.open,19,1.965137
pxste.open,19,1.002621
pxraw.open,20,2.420468
pxste.open,20,1.234933
pxraw.open,21,2.108446
pxste.open,21,1.075738
pxraw.open,22,3.560136
pxste.open,22,1.816396
pxraw.open,23,3.106971
pxste.open,23,1.585189
pxraw.open,24,3.136324
pxste.open,24,1.600165
pxraw.open,25,3.240226
pxste.open,25,1.653177
pxraw.open,26,2.75339
pxste.open,26,1.404791
pxraw.open,27,3.488291
pxste.open,27,1.77974
pxraw.open,28,3.15383
pxste.open,28,1.609097
pxraw.open,29,2.693913
pxste.open,29,1.374445
pxraw.open,30,2.779342
pxste.open,30,1.418032
pxraw.open,31,1.82776
pxste.open,31,0.932531
pxraw.open,32,3.254539
pxste.open,32,1.660479
pxraw.open,33,3.401371
pxste.open,33,1.735393
pxraw.open,34,2.883256
pxste.open,34,1.471049
pxraw.open,35,4.273973
pxste.open,35,2.180598
pxraw.open,36,3.547468
pxste.open,36,1.809933
pxraw.open,37,3.564223
pxste.open,37,1.818481
pxraw.open,38,3.463108
pxste.open,38,1.766892
pxraw.open,39,2.502947
pxste.open,39,1.277014
pxraw.flag,0,4.830996
pxste.flag,0,1.643196
pxraw.flag,1,7.428653
pxste.flag,1,2.526753
pxraw.flag,2,9.463606
pxste.flag,2,3.218913
pxraw.flag,3,3.734629
pxste.flag,3,1.270282
pxraw.flag,4,7.080258
pxste.flag,4,2.408251
pxraw.flag,5,6.426899
pxste.flag,5,2.18602
pxraw.flag,6,6.288538
pxste.flag,6,2.138959
pxraw.flag,7,4.647197
pxste.flag,7,1.580679
pxraw.flag,8,5.653238
pxste.flag,8,1.92287
pxraw.flag,9,6.197007
pxste.flag,9,2.107825
pxraw.flag,10,6.623849
pxste.flag,10,2.25301
pxraw.flag,11,9.282828
pxste.flag,11,3.157425
pxraw.flag,12,9.294328
pxste.flag,12,3.161336
pxraw.flag,13,5.252424
pxste.flag,13,1.786539
pxraw.flag,14,9.159881
pxste.flag,14,3.115606
pxraw.flag,15,7.829754
pxste.flag,15,2.663182
pxraw.flag,16,6.728196
pxste.flag,16,2.288502
pxraw.flag,17,4.934675
pxste.flag,17,1.678461
pxraw.flag,18,6.486907
pxste.flag,18,2.206431
pxraw.flag,19,6.66908
pxste.flag,19,2.268394
pxraw.flag,20,7.594658
pxste.flag,20,2.583217
pxraw.flag,21,5.831083
pxste.flag,21,1.983362
pxraw.flag,22,7.677933
pxste.flag,22,2.611542
pxraw.flag,23,5.325615
pxste.flag,23,1.811434
pxraw.flag,24,5.377994
pxste.flag,24,1.82925
pxraw.flag,25,6.534145
pxste.flag,25,2.222498
pxraw.flag,26,7.308842
pxste.flag,26,2.486001
pxraw.flag,27,7.223688
pxste.flag,27,2.457037
pxraw.flag,28,5.725022
pxste.flag,28,1.947286
pxraw.flag,29,6.808997
pxste.flag,29,2.315985
pxraw.flag,30,8.894219
pxste.flag,30,3.025245
pxraw.flag,31,6.40623
pxste.flag,31,2.17899
pxraw.flag,32,9.427727
pxste.flag,32,3.20671
pxraw.flag,33,8.628161
pxste.flag,33,2.934749
pxraw.flag,34,9.099498
pxste.flag,34,3.095067
pxraw.flag,35,8.996443
pxste.flag,35,3.060015
pxraw.flag,36,6.103943
pxste.flag,36,2.076171
pxraw.flag,37,5.786918
pxste.flag,37,1.968339
pxraw.flag,38,6.972645
pxste.flag,38,2.371648
pxraw.flag,39,5.160312
pxste.flag,39,1.755208
pxraw.reason,0,9.998435
pxste.reason,0,2.336083
pxraw.reason,1,15.20014
pxste.reason,1,3.551435
pxraw.reason,2,15.151927
pxste.reason,2,3.54017
pxraw.reason,3,12.718109
pxste.reason,3,2.971521
pxraw.reason,4,13.888226
pxste.reason,4,3.244913
pxraw.reason,5,18.799815
pxste.reason,5,4.39248
pxraw.reason,6,11.904555
pxste.reason,6,2.781438
pxraw.reason,7,12.329979
pxste.reason,7,2.880836
pxraw.reason,8,11.696658
pxste.reason,8,2.732864
pxraw.reason,9,13.656145
pxste.reason,9,3.190688
pxraw.reason,10,18.631491
pxste.reason,10,4.353152
pxraw.reason,11,16.173212
pxste.reason,11,3.778788
pxraw.reason,12,14.353693
pxste.reason,12,3.353667
pxraw.reason,13,17.697854
pxste.reason,13,4.135013
pxraw.reason,14,9.72173
pxste.reason,14,2.271432
pxraw.reason,15,15.169195
pxste.reason,15,3.544204
pxraw.reason,16,16.47748
pxste.reason,16,3.849878
pxraw.reason,17,11.096875
pxste.reason,17,2.592728
pxraw.reason,18,11.1366
pxste.reason,18,2.602009
pxraw.reason,19,8.365727
pxste.reason,19,1.954609
pxraw.reason,20,15.936824
pxste.reason,20,3.723557
pxraw.reason,21,16.064727
pxste.reason,21,3.753441
pxraw.reason,22,8.522834
pxste.reason,22,1.991316
pxraw.reason,23,16.981218
pxste.reason,23,3.967574
pxraw.reason,24,16.04679
pxste.reason,24,3.74925
pxraw.reason,25,18.144088
pxste.reason,25,4.239273
pxraw.reason,26,15.260068
pxste.reason,26,3.565437
pxraw.reason,27,11.176283
pxste.reason,27,2.611281
pxraw.reason,28,12.190597
pxste.reason,28,2.84827
pxraw.reason,29,14.929764
pxste.reason,29,3.488263
pxraw.reason,30,11.460322
pxste.reason,30,2.677645
pxraw.reason,31,14.583041
pxste.reason,31,3.407252
pxraw.reason,32,13.289155
pxste.reason,32,3.104943
pxraw.reason,33,15.379944
pxste.reason,33,3.593445
pxraw.reason,34,13.913223
pxste.reason,34,3.250753
pxraw.reason,35,14.374385
pxste.reason,35,3.358501
pxraw.reason,36,14.093788
pxste.reason,36,3.292941
pxraw.reason,37,21.800537
pxste.reason,37,5.093583
pxraw.reason,38,14.142948
pxste.reason,38,3.304427
pxraw.reason,39,15.153993
pxste.reason,39,3.540653
pxraw.multi,0,3.990565
pxste.multi,0,1.523116
pxraw.multi,1,5.336722
pxste.multi,1,2.036917
pxraw.multi,2,6.691344
pxste.multi,2,2.553948
pxraw.multi,3,2.767412
pxste.multi,3,1.056264
pxraw.multi,4,3.295965
pxste.multi,4,1.258002
pxraw.multi,5,4.673433
pxste.multi,5,1.783753
pxraw.multi,6,3.733334
pxste.multi,6,1.424937
pxraw.multi,7,7.137775
pxste.multi,7,2.724342
pxraw.multi,8,2.48309
pxste.multi,8,0.947744
pxraw.multi,9,4.563897
pxste.multi,9,1.741945
pxraw.multi,10,5.149214
pxste.multi,10,1.965349
pxraw.multi,11,5.080587
pxste.multi,11,1.939155
pxraw.multi,12,5.033807
pxste.multi,12,1.9213
pxraw.multi,13,3.810351
pxste.multi,13,1.454332
pxraw.multi,14,6.261328
pxste.multi,14,2.38982
pxraw.multi,15,5.48167
pxste.multi,15,2.092241
pxraw.multi,16,4.536521
pxste.multi,16,1.731496
pxraw.multi,17,4.026608
pxste.multi,17,1.536873
pxraw.multi,18,5.068644
pxste.multi,18,1.934597
pxraw.multi,19,4.428664
pxste.multi,19,1.69033
pxraw.multi,20,4.327173
pxste.multi,20,1.651593
pxraw.multi,21,4.391323
pxste.multi,21,1.676078
pxraw.multi,22,3.093713
pxste.multi,22,1.180806
pxraw.multi,23,2.989394
pxste.multi,23,1.14099
pxraw.multi,24,4.53963
pxste.multi,24,1.732683
pxraw.multi,25,5.473753
pxste.multi,25,2.089219
pxraw.multi,26,4.205328
pxste.multi,26,1.605087
pxraw.multi,27,5.805903
pxste.multi,27,2.215994
pxraw.multi,28,3.618557
pxste.multi,28,1.381129
pxraw.multi,29,5.048775
pxste.multi,29,1.927013
pxraw.multi,30,6.975891
pxste.multi,30,2.662554
pxraw.multi,31,5.106719
pxste.multi,31,1.949129
pxraw.multi,32,8.55573
pxste.multi,32,3.265546
pxraw.multi,33,4.110454
pxste.multi,33,1.568876
pxraw.multi,34,4.444424
pxste.multi,34,1.696345
pxraw.multi,35,4.989289
pxste.multi,35,1.904309
pxraw.multi,36,6.310073
pxste.multi,36,2.408425
pxraw.multi,37,2.99772
pxste.multi,37,1.144168
pxraw.multi,38,5.309394
pxste.multi,38,2.026486
pxraw.multi,39,7.116855
pxste.multi,39,2.716357
usage.daily,2024Q1,1.0
usage.daily,2024Q2,1.0
usage.daily,2024Q3,1.0
usage.daily,2024Q4,3.06
usage.daily,2025Q1,9.59
usage.daily,2025Q2,30.0
usage.daily,2025Q3,54.77
usage.daily,2025Q4,100.0
usage.daily,2026Q1,140.0
usage.daily,2026Q2,168.0
usage.scene_token,agent_coding,0.812
usage.scene_app,agent_coding,0.19
usage.scene_token,chat,0.086
usage.scene_app,chat,0.28
usage.scene_token,content,0.058
usage.scene_app,content,0.31
usage.scene_token,other,0.044
usage.scene_app,other,0.22
price.floor,light,0.18
price.premium,light,0.09
price.rent,light,0.13
price.market,light,0.4
price.floor,mid,0.52
price.premium,mid,0.34
price.rent,mid,0.44
price.market,mid,1.3
price.floor,open,1.05
price.premium,open,0.98
price.rent,open,1.27
price.market,open,3.3
price.floor,flag,1.94
price.premium,flag,2.16
price.rent,flag,2.9
price.market,flag,7.0
price.floor,reason,3.36
price.premium,reason,4.42
price.rent,reason,6.22
price.market,reason,14.0
price.floor,multi,1.48
price.premium,multi,1.36
price.rent,multi,2.16
price.market,multi,5.0
price.tpi,2024Q1,100.0
price.stpi,2024Q1,100.0
price.gap,2024Q1,0.0
price.tpi,2024Q2,87.333333
price.stpi,2024Q2,92.666667
price.gap,2024Q2,5.333333
price.tpi,2024Q3,74.666667
price.stpi,2024Q3,85.333333
price.gap,2024Q3,10.666667
price.tpi,2024Q4,62.0
price.stpi,2024Q4,78.0
price.gap,2024Q4,16.0
price.tpi,2025Q1,51.5
price.stpi,2025Q1,70.5
price.gap,2025Q1,19.0
price.tpi,2025Q2,41.0
price.stpi,2025Q2,63.0
price.gap,2025Q2,22.0
price.tpi,2025Q3,35.0
price.stpi,2025Q3,58.5
price.gap,2025Q3,23.5
price.tpi,2025Q4,29.0
price.stpi,2025Q4,54.0
price.gap,2025Q4,25.0
price.tpi,2026Q1,25.0
price.stpi,2026Q1,50.5
price.gap,2026Q1,25.5
price.tpi,2026Q2,21.0
price.stpi,2026Q2,47.0
price.gap,2026Q2,26.0
price.elas,制造,-1.62
price.elas,金融,-0.94
price.elas,文化传媒,-1.71
price.elas,政务,-0.68
price.scene_value,代码生成,8.6
price.scene_value,智能设计,7.2
price.scene_value,知识问答,2.4
price.scene_value,文案生成,1.9
price.scene_value,质检与识别,6.4
price.scene_value,客服对话,2.1
price.scene_value,科研分析,11.3
price.scene_value,合规审查,9.1
demand.lnp,0,0.108053
demand.lnq,0,8.743576
demand.lnp,1,1.412023
demand.lnq,1,7.436958
demand.lnp,2,0.97485
demand.lnq,2,7.502879
demand.lnp,3,0.632921
demand.lnq,3,7.963433
demand.lnp,4,2.021155
demand.lnq,4,6.722399
demand.lnp,5,0.155898
demand.lnq,5,9.75329
demand.lnp,6,-0.466976
demand.lnq,6,9.802266
demand.lnp,7,1.74921
demand.lnq,7,6.037839
demand.lnp,8,0.669122
demand.lnq,8,8.620032
demand.lnp,9,-0.792301
demand.lnq,9,10.126929
demand.lnp,10,0.885705
demand.lnq,10,8.589539
demand.lnp,11,1.794914
demand.lnq,11,7.567843
demand.lnp,12,1.012147
demand.lnq,12,8.212552
demand.lnp,13,2.145664
demand.lnq,13,6.263792
demand.lnp,14,2.430229
demand.lnq,14,5.649341
demand.lnp,15,0.464988
demand.lnq,15,8.545712
demand.lnp,16,-0.463104
demand.lnq,16,10.226314
demand.lnp,17,0.88856
demand.lnq,17,8.705052
demand.lnp,18,0.650217
demand.lnq,18,8.673121
demand.lnp,19,0.788476
demand.lnq,19,7.39323
demand.lnp,20,2.428348
demand.lnq,20,6.123521
demand.lnp,21,1.489411
demand.lnq,21,7.822608
demand.lnp,22,1.221542
demand.lnq,22,7.562794
demand.lnp,23,-0.91542
demand.lnq,23,10.789521
demand.lnp,24,-0.312784
demand.lnq,24,9.863557
demand.lnp,25,1.597186
demand.lnq,25,6.844217
demand.lnp,26,1.80399
demand.lnq,26,7.783371
demand.lnp,27,0.104107
demand.lnq,27,9.521874
demand.lnp,28,1.953508
demand.lnq,28,7.371584
demand.lnp,29,-0.493825
demand.lnq,29,10.754046
demand.lnp,30,0.468605
demand.lnq,30,8.226705
demand.lnp,31,0.1664
demand.lnq,31,9.132285
demand.lnp,32,-0.730885
demand.lnq,32,10.595962
demand.lnp,33,-0.92725
demand.lnq,33,10.798406
demand.lnp,34,1.528542
demand.lnq,34,7.460938
demand.lnp,35,-0.533253
demand.lnq,35,9.766214
demand.lnp,36,0.278867
demand.lnq,36,8.970844
demand.lnp,37,1.681245
demand.lnq,37,7.495715
demand.lnp,38,-0.685822
demand.lnq,38,10.818595
demand.lnp,39,0.709302
demand.lnq,39,8.293949
demand.lnp,40,-1.1096
demand.lnq,40,10.549543
demand.lnp,41,1.196636
demand.lnq,41,7.852002
demand.lnp,42,2.283821
demand.lnq,42,6.658192
demand.lnp,43,-1.124831
demand.lnq,43,11.022024
demand.lnp,44,1.521497
demand.lnq,44,7.309002
demand.lnp,45,-0.610297
demand.lnq,45,9.561613
demand.lnp,46,0.924906
demand.lnq,46,8.408652
demand.lnp,47,-1.158355
demand.lnq,47,10.557418
demand.lnp,48,2.119087
demand.lnq,48,6.852866
demand.lnp,49,0.042427
demand.lnq,49,9.355156
demand.lnp,50,-0.642719
demand.lnq,50,10.220264
demand.lnp,51,0.039593
demand.lnq,51,9.760281
demand.lnp,52,1.558126
demand.lnq,52,7.106073
demand.lnp,53,1.559327
demand.lnq,53,8.202307
demand.lnp,54,1.215531
demand.lnq,54,7.917834
demand.lnp,55,0.436639
demand.lnq,55,9.201551
demand.lnp,56,1.489857
demand.lnq,56,7.390068
demand.lnp,57,2.363466
demand.lnq,57,5.872804
demand.lnp,58,0.801714
demand.lnq,58,7.633027
demand.lnp,59,-0.966525
demand.lnq,59,11.309629
demand.lnp,60,-0.505982
demand.lnq,60,10.182982
demand.lnp,61,0.949289
demand.lnq,61,8.121905
demand.lnp,62,-0.294463
demand.lnq,62,9.68838
demand.lnp,63,-0.237874
demand.lnq,63,9.514622
demand.lnp,64,-0.274298
demand.lnq,64,9.13603
demand.lnp,65,1.190776
demand.lnq,65,8.227223
demand.lnp,66,1.446338
demand.lnq,66,7.280828
demand.lnp,67,0.58629
demand.lnq,67,8.602937
demand.lnp,68,0.313911
demand.lnq,68,9.340965
demand.lnp,69,-0.064345
demand.lnq,69,9.077345
demand.lnp,70,-1.029305
demand.lnq,70,10.536769
demand.lnp,71,0.958995
demand.lnq,71,7.741062
demand.lnp,72,2.101923
demand.lnq,72,6.964532
demand.lnp,73,0.064117
demand.lnq,73,9.051162
demand.lnp,74,-0.168659
demand.lnq,74,9.694146
demand.lnp,75,0.766255
demand.lnq,75,8.424134
demand.lnp,76,0.683575
demand.lnq,76,8.296489
demand.lnp,77,1.201017
demand.lnq,77,7.882921
demand.lnp,78,1.947669
demand.lnq,78,6.878309
demand.lnp,79,2.067686
demand.lnq,79,6.75393
demand.lnp,80,-0.208158
demand.lnq,80,10.024542
demand.lnp,81,1.542703
demand.lnq,81,7.397756
demand.lnp,82,1.94273
demand.lnq,82,7.510681
demand.lnp,83,1.370972
demand.lnq,83,7.990478
demand.lnp,84,-0.85347
demand.lnq,84,10.838157
demand.lnp,85,1.010059
demand.lnq,85,7.332363
demand.lnp,86,1.536675
demand.lnq,86,7.296061
demand.lnp,87,0.360262
demand.lnq,87,9.174348
demand.lnp,88,1.815247
demand.lnq,88,7.124498
demand.lnp,89,2.486552
demand.lnq,89,6.002419
demand.lnp,90,0.056108
demand.lnq,90,8.864122
demand.lnp,91,-0.493566
demand.lnq,91,10.155539
demand.lnp,92,1.330961
demand.lnq,92,7.519336
demand.lnp,93,1.424989
demand.lnq,93,7.593913
demand.lnp,94,1.910481
demand.lnq,94,6.932675
demand.lnp,95,0.661858
demand.lnq,95,8.602121
demand.lnp,96,0.030404
demand.lnq,96,9.554811
demand.lnp,97,-0.347428
demand.lnq,97,8.698379
demand.lnp,98,0.801284
demand.lnq,98,8.447844
demand.lnp,99,0.816973
demand.lnq,99,8.485381
demand.lnp,100,2.623368
demand.lnq,100,6.160629
demand.lnp,101,2.600281
demand.lnq,101,6.44603
demand.lnp,102,1.843822
demand.lnq,102,7.512024
demand.lnp,103,0.317763
demand.lnq,103,9.280665
demand.lnp,104,-0.785672
demand.lnq,104,10.525582
demand.lnp,105,2.2528
demand.lnq,105,6.564791
demand.lnp,106,1.448771
demand.lnq,106,7.989593
demand.lnp,107,-0.991287
demand.lnq,107,10.720297
demand.lnp,108,0.047793
demand.lnq,108,9.428264
demand.lnp,109,-0.949475
demand.lnq,109,10.792588
demand.lnp,110,-0.402419
demand.lnq,110,9.906679
demand.lnp,111,1.619406
demand.lnq,111,7.4083
demand.lnp,112,0.259693
demand.lnq,112,8.360527
demand.lnp,113,-0.657519
demand.lnq,113,10.049388
demand.lnp,114,1.207559
demand.lnq,114,7.733422
demand.lnp,115,0.437105
demand.lnq,115,7.973203
demand.lnp,116,0.781286
demand.lnq,116,9.348314
demand.lnp,117,-0.543034
demand.lnq,117,10.462728
demand.lnp,118,-1.108676
demand.lnq,118,11.219499
demand.lnp,119,-1.039619
demand.lnq,119,11.366597
demand.lnp,120,2.162084
demand.lnq,120,6.843574
demand.lnp,121,1.779964
demand.lnq,121,7.226722
demand.lnp,122,2.29374
demand.lnq,122,6.125607
demand.lnp,123,-0.753337
demand.lnq,123,10.292067
demand.lnp,124,2.087411
demand.lnq,124,6.811756
demand.lnp,125,1.943976
demand.lnq,125,6.528744
demand.lnp,126,-1.113395
demand.lnq,126,9.978806
demand.lnp,127,1.917984
demand.lnq,127,6.83286
demand.lnp,128,1.58674
demand.lnq,128,7.470002
demand.lnp,129,2.619042
demand.lnq,129,5.625573
demand.lnp,130,2.101777
demand.lnq,130,6.078018
demand.lnp,131,-0.304311
demand.lnq,131,10.33769
demand.lnp,132,0.509467
demand.lnq,132,8.463681
demand.lnp,133,1.862336
demand.lnq,133,7.325706
demand.lnp,134,0.73743
demand.lnq,134,9.036138
demand.lnp,135,-1.14928
demand.lnq,135,10.384494
demand.lnp,136,-0.156614
demand.lnq,136,9.262308
demand.lnp,137,-0.391331
demand.lnq,137,9.900822
demand.lnp,138,2.518989
demand.lnq,138,6.32465
demand.lnp,139,2.189323
demand.lnq,139,6.114958
demand.lnp,140,-0.220751
demand.lnq,140,9.287999
demand.lnp,141,-0.683853
demand.lnq,141,10.289555
demand.lnp,142,-0.600255
demand.lnq,142,9.48437
demand.lnp,143,1.3612
demand.lnq,143,7.867537
demand.lnp,144,-1.185681
demand.lnq,144,10.474553
demand.lnp,145,2.499723
demand.lnq,145,6.362055
demand.lnp,146,0.146785
demand.lnq,146,10.092891
demand.lnp,147,1.671823
demand.lnq,147,6.748792
demand.lnp,148,1.634576
demand.lnq,148,7.658981
demand.lnp,149,2.625084
demand.lnq,149,6.053804
demand.lnp,150,1.663654
demand.lnq,150,7.446801
demand.lnp,151,0.228242
demand.lnq,151,9.088189
demand.lnp,152,1.20843
demand.lnq,152,8.020754
demand.lnp,153,0.625088
demand.lnq,153,8.73222
demand.lnp,154,-1.131602
demand.lnq,154,10.89656
demand.lnp,155,2.257664
demand.lnq,155,6.556042
demand.lnp,156,0.948814
demand.lnq,156,8.395892
demand.lnp,157,0.630908
demand.lnq,157,8.797202
demand.lnp,158,1.713767
demand.lnq,158,7.190045
demand.lnp,159,0.733376
demand.lnq,159,8.824695
demand.lnp,160,0.041862
demand.lnq,160,9.982305
demand.lnp,161,1.808157
demand.lnq,161,7.722953
demand.lnp,162,1.833137
demand.lnq,162,7.363352
demand.lnp,163,-0.965017
demand.lnq,163,10.632299
demand.lnp,164,2.076587
demand.lnq,164,7.414937
demand.lnp,165,0.818555
demand.lnq,165,8.084527
demand.lnp,166,-0.369286
demand.lnq,166,10.444447
demand.lnp,167,0.914242
demand.lnq,167,7.9435
demand.lnp,168,0.299186
demand.lnq,168,8.615636
demand.lnp,169,1.005408
demand.lnq,169,7.262555
demand.lnp,170,0.019411
demand.lnq,170,8.961947
demand.lnp,171,2.044305
demand.lnq,171,6.716188
demand.lnp,172,-1.199452
demand.lnq,172,11.524796
demand.lnp,173,2.458641
demand.lnq,173,5.878097
demand.lnp,174,-0.258716
demand.lnq,174,10.408635
demand.lnp,175,2.638617
demand.lnq,175,6.314725
demand.lnp,176,1.02919
demand.lnq,176,7.004593
demand.lnp,177,0.251121
demand.lnq,177,9.015889
demand.lnp,178,-0.360816
demand.lnq,178,9.728469
demand.lnp,179,0.833178
demand.lnq,179,7.713084
market.hhi,2024,0.34
market.hhi,2025,0.27
market.hhi,2026,0.21
market.lac_q,0.1,2.681632
market.lac_q,0.2,1.68709
market.lac_q,0.3,1.254768
market.lac_q,0.4,1.014931
market.lac_q,0.5,0.867142
market.lac_q,0.6,0.771192
market.lac_q,0.7,0.707469
market.lac_q,0.8,0.665157
market.lac_q,0.9,0.637766
market.lac_q,1.0,0.621152
market.lac_q,1.1,0.61254
market.lac_q,1.2,0.61
market.lac_q,1.3,0.612149
market.lac_q,1.4,0.617972
market.lac_q,1.5,0.626706
market.lac_q,1.6,0.637766
market.lac_q,1.7,0.650702
market.lac_q,1.8,0.665157
market.lac_q,1.9,0.680848
market.lac_q,2.0,0.697546
market.lac_q,2.1,0.715068
market.lac_q,2.2,0.733263
market.lac_q,2.3,0.752005
market.lac_q,2.4,0.771192
market.lac_q,2.5,0.790737
market.lac_q,2.6,0.810569
market.lac_q,2.7,0.830627
market.lac_q,2.8,0.85086
