city,year,g,k,post,dev,rate
5,2021,2024,-3,0.0,-0.8401491784298718,0.9032033623629212
5,2022,2024,-2,0.0,-0.8401491784298718,0.8886868503202321
5,2023,2024,-1,0.0,-0.8401491784298718,0.8899438086652318
5,2024,2024,0,1.0,-0.8401491784298718,0.9364051040180088
5,2025,2024,1,1.0,-0.8401491784298718,0.9351906019277912
6,2018,2022,-4,0.0,-0.7851093375060822,0.8914226965918446
6,2019,2022,-3,0.0,-0.7851093375060822,0.908407224377227
6,2020,2022,-2,0.0,-0.7851093375060822,0.9105536748451325
6,2021,2022,-1,0.0,-0.7851093375060822,0.9072540191693222
6,2022,2022,0,1.0,-0.7851093375060822,0.906642730307621
6,2023,2022,1,1.0,-0.7851093375060822,0.8988724938413399
6,2024,2022,2,1.0,-0.7851093375060822,0.9347414336969252
6,2025,2022,3,1.0,-0.7851093375060822,0.933183552887628
7,2018,2024,-6,0.0,-1.3970878417978956,0.8923142298236666
7,2019,2024,-5,0.0,-1.3970878417978956,0.8926582692819911
7,2020,2024,-4,0.0,-1.3970878417978956,0.8967742673744522
7,2021,2024,-3,0.0,-1.3970878417978956,0.9030289010444104
7,2022,2024,-2,0.0,-1.3970878417978956,0.8906381386925672
7,2023,2024,-1,0.0,-1.3970878417978956,0.8793836884343149
7,2024,2024,0,1.0,-1.3970878417978956,0.913649211212141
7,2025,2024,1,1.0,-1.3970878417978956,0.9215356497582687
8,2018,2023,-5,0.0,0.5120601358502227,0.9221976466388179
8,2019,2023,-4,0.0,0.5120601358502227,0.9153972404673997
8,2020,2023,-3,0.0,0.5120601358502227,0.9058472845901996
8,2021,2023,-2,0.0,0.5120601358502227,0.9146660069437277
8,2022,2023,-1,0.0,0.5120601358502227,0.9008070424547365
8,2023,2023,0,1.0,0.5120601358502227,0.925396381156281
8,2024,2023,1,1.0,0.5120601358502227,0.9524704190756288
8,2025,2023,2,1.0,0.5120601358502227,0.9653708892398707
9,2018,2022,-4,0.0,-0.49303662253100855,0.9048899724143492
9,2019,2022,-3,0.0,-0.49303662253100855,0.8999850792585848
9,2020,2022,-2,0.0,-0.49303662253100855,0.906551064306818
9,2021,2022,-1,0.0,-0.49303662253100855,0.9158041023859779
9,2022,2022,0,1.0,-0.49303662253100855,0.9057925685999907
9,2023,2022,1,1.0,-0.49303662253100855,0.9182016488928584
9,2024,2022,2,1.0,-0.49303662253100855,0.9329598612325217
9,2025,2022,3,1.0,-0.49303662253100855,0.9376517074469315
10,2018,2024,-6,0.0,-1.7472260881256567,0.8801875457921531
10,2019,2024,-5,0.0,-1.7472260881256567,0.8908895967998818
10,2020,2024,-4,0.0,-1.7472260881256567,0.896239928847246
10,2021,2024,-3,0.0,-1.7472260881256567,0.9009927679646225
10,2022,2024,-2,0.0,-1.7472260881256567,0.878773681540055
10,2023,2024,-1,0.0,-1.7472260881256567,0.8748341469786028
10,2024,2024,0,1.0,-1.7472260881256567,0.9210950052427255
10,2025,2024,1,1.0,-1.7472260881256567,0.9225198588468652
11,2018,2024,-6,0.0,-1.0240312602607675,0.8937177284423862
11,2019,2024,-5,0.0,-1.0240312602607675,0.9025757671350138
11,2020,2024,-4,0.0,-1.0240312602607675,0.8957389490002144
11,2021,2024,-3,0.0,-1.0240312602607675,0.905715993539617
11,2022,2024,-2,0.0,-1.0240312602607675,0.8827496944284771
11,2023,2024,-1,0.0,-1.0240312602607675,0.8908049550688304
11,2024,2024,0,1.0,-1.0240312602607675,0.9290515836781259
11,2025,2024,1,1.0,-1.0240312602607675,0.9287780540028304
12,2018,2024,-6,0.0,0.7600678575355571,0.9211710148624837
12,2019,2024,-5,0.0,0.7600678575355571,0.9237501576890523
12,2020,2024,-4,0.0,0.7600678575355571,0.9212477221269918
12,2021,2024,-3,0.0,0.7600678575355571,0.9257368786897934
12,2022,2024,-2,0.0,0.7600678575355571,0.9074900197415121
12,2023,2024,-1,0.0,0.7600678575355571,0.9169251685815364
12,2024,2024,0,1.0,0.7600678575355571,0.9433076264809586
12,2025,2024,1,1.0,0.7600678575355571,0.9524212137908594
13,2018,2023,-5,0.0,-0.22162067904163307,0.895498197141526
13,2019,2023,-4,0.0,-0.22162067904163307,0.9051438078756961
13,2020,2023,-3,0.0,-0.22162067904163307,0.9154050730359193
13,2021,2023,-2,0.0,-0.22162067904163307,0.8947312557476358
13,2022,2023,-1,0.0,-0.22162067904163307,0.8995709527385488
13,2023,2023,0,1.0,-0.22162067904163307,0.9046905498690021
13,2024,2023,1,1.0,-0.22162067904163307,0.9399534447134194
13,2025,2023,2,1.0,-0.22162067904163307,0.9484905917600089
14,2018,2023,-5,0.0,-0.7858266235576367,0.8968217120540711
14,2019,2023,-4,0.0,-0.7858266235576367,0.9047067989918958
14,2020,2023,-3,0.0,-0.7858266235576367,0.9048207536255077
14,2021,2023,-2,0.0,-0.7858266235576367,0.9085807989164577
14,2022,2023,-1,0.0,-0.7858266235576367,0.8887190140525177
14,2023,2023,0,1.0,-0.7858266235576367,0.8910507873483339
14,2024,2023,1,1.0,-0.7858266235576367,0.9226297616065925
14,2025,2023,2,1.0,-0.7858266235576367,0.9320042505092563
15,2018,2023,-5,0.0,-0.806172062375694,0.9114168025356347
15,2019,2023,-4,0.0,-0.806172062375694,0.8916418514398755
15,2020,2023,-3,0.0,-0.806172062375694,0.9078060138082507
15,2021,2023,-2,0.0,-0.806172062375694,0.9037828041550376
15,2022,2023,-1,0.0,-0.806172062375694,0.8936031263335175
15,2023,2023,0,1.0,-0.806172062375694,0.9006701526860507
15,2024,2023,1,1.0,-0.806172062375694,0.9290704010859547
15,2025,2023,2,1.0,-0.806172062375694,0.928307707722027
16,2018,2022,-4,0.0,1.112229501100408,0.9062453895167893
16,2019,2022,-3,0.0,1.112229501100408,0.932457034895394
16,2020,2022,-2,0.0,1.112229501100408,0.9310607661828951
16,2021,2022,-1,0.0,1.112229501100408,0.9243223736800769
16,2022,2022,0,1.0,1.112229501100408,0.9216976493016581
16,2023,2022,1,1.0,1.112229501100408,0.929739410536413
16,2024,2022,2,1.0,1.112229501100408,0.9575332479939098
16,2025,2022,3,1.0,1.112229501100408,0.9688752381830654
17,2018,2022,-4,0.0,1.6764260840376082,0.92005886010205
17,2019,2022,-3,0.0,1.6764260840376082,0.9303781348218468
17,2020,2022,-2,0.0,1.6764260840376082,0.9325489854957256
17,2021,2022,-1,0.0,1.6764260840376082,0.940403185514165
17,2022,2022,0,1.0,1.6764260840376082,0.9416741169830708
17,2023,2022,1,1.0,1.6764260840376082,0.932482663134031
17,2024,2022,2,1.0,1.6764260840376082,0.974113346375833
17,2025,2022,3,1.0,1.6764260840376082,0.9731320126995187
18,2018,2024,-6,0.0,0.4252901712241046,0.9234302969882802
18,2019,2024,-5,0.0,0.4252901712241046,0.9043729032958778
18,2020,2024,-4,0.0,0.4252901712241046,0.9202960554667093
18,2021,2024,-3,0.0,0.4252901712241046,0.9207701680930132
18,2022,2024,-2,0.0,0.4252901712241046,0.9153284516118053
18,2023,2024,-1,0.0,0.4252901712241046,0.9128573398066139
18,2024,2024,0,1.0,0.4252901712241046,0.943957726377232
18,2025,2024,1,1.0,0.4252901712241046,0.9506363732376448
19,2018,2023,-5,0.0,-0.14218346005201854,0.9099565225441287
19,2019,2023,-4,0.0,-0.14218346005201854,0.8938396394461674
19,2020,2023,-3,0.0,-0.14218346005201854,0.9150038697429206
19,2021,2023,-2,0.0,-0.14218346005201854,0.9028207526002352
19,2022,2023,-1,0.0,-0.14218346005201854,0.8898710082464151
19,2023,2023,0,1.0,-0.14218346005201854,0.9053421808284955
19,2024,2023,1,1.0,-0.14218346005201854,0.9390505868376445
19,2025,2023,2,1.0,-0.14218346005201854,0.9380818097789115
20,2018,2022,-4,0.0,-0.0685681652592145,0.9102835667751087
20,2019,2022,-3,0.0,-0.0685681652592145,0.9097351546179677
20,2020,2022,-2,0.0,-0.0685681652592145,0.9033196820719163
20,2021,2022,-1,0.0,-0.0685681652592145,0.9151884648186758
20,2022,2022,0,1.0,-0.0685681652592145,0.9124801221172666
20,2023,2022,1,1.0,-0.0685681652592145,0.9133003558561569
20,2024,2022,2,1.0,-0.0685681652592145,0.9336819597600479
20,2025,2022,3,1.0,-0.0685681652592145,0.9409256379254078
21,2018,2024,-6,0.0,-0.6244375921488281,0.8950618466406544
21,2019,2024,-5,0.0,-0.6244375921488281,0.9031751040152831
21,2020,2024,-4,0.0,-0.6244375921488281,0.9048672060705125
21,2021,2024,-3,0.0,-0.6244375921488281,0.913366438669426
21,2022,2024,-2,0.0,-0.6244375921488281,0.9004519308777014
21,2023,2024,-1,0.0,-0.6244375921488281,0.9027056357035986
21,2024,2024,0,1.0,-0.6244375921488281,0.925411642020985
21,2025,2024,1,1.0,-0.6244375921488281,0.9332079232331915
22,2018,2023,-5,0.0,-0.6946942713913078,0.8904458624916791
22,2019,2023,-4,0.0,-0.6946942713913078,0.8972764652576305
22,2020,2023,-3,0.0,-0.6946942713913078,0.9024254737207363
22,2021,2023,-2,0.0,-0.6946942713913078,0.907174381882261
22,2022,2023,-1,0.0,-0.6946942713913078,0.8935433478932282
22,2023,2023,0,1.0,-0.6946942713913078,0.9030348616135869
22,2024,2023,1,1.0,-0.6946942713913078,0.9244458185922882
22,2025,2023,2,1.0,-0.6946942713913078,0.9415116482595933
23,2018,2024,-6,0.0,-0.12043561705996852,0.9072944322127326
23,2019,2024,-5,0.0,-0.12043561705996852,0.9015441210546623
23,2020,2024,-4,0.0,-0.12043561705996852,0.9061721913658185
23,2021,2024,-3,0.0,-0.12043561705996852,0.9052587871354165
23,2022,2024,-2,0.0,-0.12043561705996852,0.8946219242114937
23,2023,2024,-1,0.0,-0.12043561705996852,0.9021232801998601
23,2024,2024,0,1.0,-0.12043561705996852,0.9385675451393815
23,2025,2024,1,1.0,-0.12043561705996852,0.9444891906588819
24,2018,2024,-6,0.0,-1.1693590132066662,0.8742324592475385
24,2019,2024,-5,0.0,-1.1693590132066662,0.8872689536499269
24,2020,2024,-4,0.0,-1.1693590132066662,0.9024448466898335
24,2021,2024,-3,0.0,-1.1693590132066662,0.9086268781747172
24,2022,2024,-2,0.0,-1.1693590132066662,0.8882577873704143
24,2023,2024,-1,0.0,-1.1693590132066662,0.8904449324402293
24,2024,2024,0,1.0,-1.1693590132066662,0.9280898920065641
24,2025,2024,1,1.0,-1.1693590132066662,0.9203510334909615
25,2018,2023,-5,0.0,-1.4067098518897367,0.8920067134602359
25,2019,2023,-4,0.0,-1.4067098518897367,0.8992575973680176
25,2020,2023,-3,0.0,-1.4067098518897367,0.8841940837848746
25,2021,2023,-2,0.0,-1.4067098518897367,0.9130413388427988
25,2022,2023,-1,0.0,-1.4067098518897367,0.8858899471181962
25,2023,2023,0,1.0,-1.4067098518897367,0.8965076775143602
25,2024,2023,1,1.0,-1.4067098518897367,0.91915528044737
25,2025,2023,2,1.0,-1.4067098518897367,0.921452932379588
26,2018,2023,-5,0.0,-1.3860749944142527,0.8858287911612156
26,2019,2023,-4,0.0,-1.3860749944142527,0.8936510327468271
26,2020,2023,-3,0.0,-1.3860749944142527,0.8905110395347308
26,2021,2023,-2,0.0,-1.3860749944142527,0.8928159462365214
26,2022,2023,-1,0.0,-1.3860749944142527,0.8870216245752075
26,2023,2023,0,1.0,-1.3860749944142527,0.8963155243172459
26,2024,2023,1,1.0,-1.3860749944142527,0.9299071581534158
26,2025,2023,2,1.0,-1.3860749944142527,0.9134763120800097
27,2018,2023,-5,0.0,1.2658309095544775,0.9213588615378735
27,2019,2023,-4,0.0,1.2658309095544775,0.9232505008339378
27,2020,2023,-3,0.0,1.2658309095544775,0.9350476382834336
27,2021,2023,-2,0.0,1.2658309095544775,0.9290627402821198
27,2022,2023,-1,0.0,1.2658309095544775,0.916053688677897
27,2023,2023,0,1.0,1.2658309095544775,0.9239861157522523
27,2024,2023,1,1.0,1.2658309095544775,0.9563538106665629
27,2025,2023,2,1.0,1.2658309095544775,0.9630578157423872
28,2018,2022,-4,0.0,-0.9331689342977589,0.8914679754170329
28,2019,2022,-3,0.0,-0.9331689342977589,0.8878690084193801
28,2020,2022,-2,0.0,-0.9331689342977589,0.9002263002502734
28,2021,2022,-1,0.0,-0.9331689342977589,0.9114091737809578
28,2022,2022,0,1.0,-0.9331689342977589,0.9038760599506228
28,2023,2022,1,1.0,-0.9331689342977589,0.8923997309084889
28,2024,2022,2,1.0,-0.9331689342977589,0.9356492834861734
28,2025,2022,3,1.0,-0.9331689342977589,0.9347725023940157
29,2018,2024,-6,0.0,0.1770938662350543,0.9111746749905854
29,2019,2024,-5,0.0,0.1770938662350543,0.9131936883881239
29,2020,2024,-4,0.0,0.1770938662350543,0.9198924134750364
29,2021,2024,-3,0.0,0.1770938662350543,0.9231487556916755
29,2022,2024,-2,0.0,0.1770938662350543,0.9026417037878245
29,2023,2024,-1,0.0,0.1770938662350543,0.8938170140057704
29,2024,2024,0,1.0,0.1770938662350543,0.9369246952295993
29,2025,2024,1,1.0,0.1770938662350543,0.9482927035129672
30,2018,2022,-4,0.0,1.2280179193080432,0.909608051013464
30,2019,2022,-3,0.0,1.2280179193080432,0.9261550171054264
30,2020,2022,-2,0.0,1.2280179193080432,0.9219623956141727
30,2021,2022,-1,0.0,1.2280179193080432,0.941653653676796
30,2022,2022,0,1.0,1.2280179193080432,0.9258901150833033
30,2023,2022,1,1.0,1.2280179193080432,0.9349230711236323
30,2024,2022,2,1.0,1.2280179193080432,0.9517450817061226
30,2025,2022,3,1.0,1.2280179193080432,0.9657301269401543
31,2018,2024,-6,0.0,-2.7698573956861265,0.8579820919934661
31,2019,2024,-5,0.0,-2.7698573956861265,0.8775729187641618
31,2020,2024,-4,0.0,-2.7698573956861265,0.8789973440689677
31,2021,2024,-3,0.0,-2.7698573956861265,0.8886347726641481
31,2022,2024,-2,0.0,-2.7698573956861265,0.8663983704517095
31,2023,2024,-1,0.0,-2.7698573956861265,0.8679271833463128
31,2024,2024,0,1.0,-2.7698573956861265,0.9116747304678939
31,2025,2024,1,1.0,-2.7698573956861265,0.9105394548823892
32,2018,2022,-4,0.0,0.7688596916049287,0.9068110641671361
32,2019,2022,-3,0.0,0.7688596916049287,0.9157170995497249
32,2020,2022,-2,0.0,0.7688596916049287,0.91651093658717
32,2021,2022,-1,0.0,0.7688596916049287,0.9203647593464668
32,2022,2022,0,1.0,0.7688596916049287,0.9089068846807863
32,2023,2022,1,1.0,0.7688596916049287,0.9231480445650152
32,2024,2022,2,1.0,0.7688596916049287,0.9493525593065267
32,2025,2022,3,1.0,0.7688596916049287,0.9522491176624667
33,2018,2023,-5,0.0,-1.3328893174139482,0.8863258024142441
33,2019,2023,-4,0.0,-1.3328893174139482,0.8816507580007393
33,2020,2023,-3,0.0,-1.3328893174139482,0.8936825409011779
33,2021,2023,-2,0.0,-1.3328893174139482,0.9022592182101475
33,2022,2023,-1,0.0,-1.3328893174139482,0.8745548351641318
33,2023,2023,0,1.0,-1.3328893174139482,0.9032621854612204
33,2024,2023,1,1.0,-1.3328893174139482,0.9272465203505074
33,2025,2023,2,1.0,-1.3328893174139482,0.9265172628977824
34,2018,2023,-5,0.0,0.4221270634062537,0.9077631306442111
34,2019,2023,-4,0.0,0.4221270634062537,0.9158858541990784
34,2020,2023,-3,0.0,0.4221270634062537,0.9196586407070997
34,2021,2023,-2,0.0,0.4221270634062537,0.9154415311713265
34,2022,2023,-1,0.0,0.4221270634062537,0.8952373727787084
34,2023,2023,0,1.0,0.4221270634062537,0.9100931639938111
34,2024,2023,1,1.0,0.4221270634062537,0.9483156825338016
34,2025,2023,2,1.0,0.4221270634062537,0.9559234399442541
35,2018,2023,-5,0.0,0.7618722131343139,0.9148817793678538
35,2019,2023,-4,0.0,0.7618722131343139,0.9240260526343163
35,2020,2023,-3,0.0,0.7618722131343139,0.9223984801190873
35,2021,2023,-2,0.0,0.7618722131343139,0.9215457388817336
35,2022,2023,-1,0.0,0.7618722131343139,0.9060470203510993
35,2023,2023,0,1.0,0.7618722131343139,0.9173836494058066
35,2024,2023,1,1.0,0.7618722131343139,0.9500177092977315
35,2025,2023,2,1.0,0.7618722131343139,0.9509858895258932
36,2018,2022,-4,0.0,0.5915034924332633,0.9063455993116074
36,2019,2022,-3,0.0,0.5915034924332633,0.9262144084660227
36,2020,2022,-2,0.0,0.5915034924332633,0.9346159510289468
36,2021,2022,-1,0.0,0.5915034924332633,0.9224257938442787
36,2022,2022,0,1.0,0.5915034924332633,0.9184873965957657
36,2023,2022,1,1.0,0.5915034924332633,0.9159500733068057
36,2024,2022,2,1.0,0.5915034924332633,0.949179552716159
36,2025,2022,3,1.0,0.5915034924332633,0.9588816426655836
37,2018,2022,-4,0.0,1.6618742845031986,0.9155723962118585
37,2019,2022,-3,0.0,1.6618742845031986,0.926179401006503
37,2020,2022,-2,0.0,1.6618742845031986,0.9350341680325469
37,2021,2022,-1,0.0,1.6618742845031986,0.9363225489667313
37,2022,2022,0,1.0,1.6618742845031986,0.9326953921693444
37,2023,2022,1,1.0,1.6618742845031986,0.9386078578479222
37,2024,2022,2,1.0,1.6618742845031986,0.9661977167990716
37,2025,2022,3,1.0,1.6618742845031986,0.9660384546953061
38,2018,2024,-6,0.0,-1.5716162328625694,0.8859083277061981
38,2019,2024,-5,0.0,-1.5716162328625694,0.8872185997656347
38,2020,2024,-4,0.0,-1.5716162328625694,0.9000955079717573
38,2021,2024,-3,0.0,-1.5716162328625694,0.8933807089707398
38,2022,2024,-2,0.0,-1.5716162328625694,0.8755622234793922
38,2023,2024,-1,0.0,-1.5716162328625694,0.877851212037818
38,2024,2024,0,1.0,-1.5716162328625694,0.923727952684011
38,2025,2024,1,1.0,-1.5716162328625694,0.9232504007466531
39,2018,2023,-5,0.0,0.7497090984243152,0.9195073365845398
39,2019,2023,-4,0.0,0.7497090984243152,0.9138837973307445
39,2020,2023,-3,0.0,0.7497090984243152,0.9128667946727587
39,2021,2023,-2,0.0,0.7497090984243152,0.9193803755516332
39,2022,2023,-1,0.0,0.7497090984243152,0.9092771516522477
39,2023,2023,0,1.0,0.7497090984243152,0.9159819718598794
39,2024,2023,1,1.0,0.7497090984243152,0.9417897072521874
39,2025,2023,2,1.0,0.7497090984243152,0.943809935892386
40,2018,2023,-5,0.0,-0.7082089543548582,0.9001752829064131
40,2019,2023,-4,0.0,-0.7082089543548582,0.9035314044988411
40,2020,2023,-3,0.0,-0.7082089543548582,0.9071888341840585
40,2021,2023,-2,0.0,-0.7082089543548582,0.8939248513851683
40,2022,2023,-1,0.0,-0.7082089543548582,0.8877386629612063
40,2023,2023,0,1.0,-0.7082089543548582,0.9016178957477132
40,2024,2023,1,1.0,-0.7082089543548582,0.927994519065903
40,2025,2023,2,1.0,-0.7082089543548582,0.9334977463915538
