prov,pname,tier,major,degree,female,rural,party,gpa,intern,cert,sns,n_apply,search_cost,search_months,civil_exam,slow_emp,employed,match,wage,lnw,contract,insurance,quit_intent,quality,expect_wage,exp_gap,sat_pay1,sat_pay2,sat_pay3,sat_dev1,sat_dev2,sat_dev3,sat_env1,sat_env2,sat_env3,sat_overall,use_career_course,use_internship_prog,use_info_service,use_targeted_help,eff_career_course,eff_internship_prog,eff_info_service,eff_targeted_help
js,江苏,2,0,1,0,1,0,0.36592901957299445,3,0,2.116739593858603,39,1948.0,4.1,0,0,1,0,3738.0,8.226305988015508,1.0,0.0,0.0,26.576811594202898,3581.0,-0.04290861801707457,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,4.0,2.52,1,0,1,1,3.55,,3.79,2.59
js,江苏,2,4,0,0,1,0,0.5463388496001036,0,2,2.006570706821989,57,2140.0,9.6,0,0,1,1,7294.0,8.894807371368625,1.0,0.0,0.0,74.5304347826087,9571.0,0.271685600827281,4.0,4.0,3.0,5.0,2.0,4.0,4.0,5.0,3.0,3.49,0,1,1,0,,3.48,2.81,
js,江苏,2,0,1,1,0,0,0.3038473345194138,0,0,3.7527172222408365,64,2249.0,4.8,0,0,1,0,5804.0,8.666302614004078,1.0,1.0,1.0,47.48985507246377,5291.0,-0.09254007109994689,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.73,1,0,1,0,3.54,,3.25,
js,江苏,1,4,1,1,0,0,0.8217168806177748,2,0,3.2586268961782885,45,3939.0,7.7,1,1,1,1,5335.0,8.582044163735853,1.0,1.0,0.0,72.8,6856.0,0.2508352965417622,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.15,1,1,1,0,3.69,3.92,4.34,
js,江苏,0,2,1,1,1,0,0.4431976879232278,3,3,2.1508181881944735,19,2467.0,0.9,0,0,1,1,4571.0,8.427487278331744,1.0,1.0,1.0,56.3304347826087,5201.0,0.12911891544132814,2.0,2.0,3.0,5.0,5.0,2.0,2.0,3.0,3.0,2.9,0,1,1,0,,3.35,2.65,
js,江苏,1,3,0,1,1,1,0.0832974522618456,1,1,5.0,50,2510.0,3.3,0,0,1,1,4246.0,8.353732642263202,0.0,1.0,1.0,39.01159420289855,5610.0,0.2785733562535402,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.01,1,0,1,0,2.3,,3.11,
js,江苏,1,0,1,1,1,0,0.7528962269766606,0,0,3.326192848020226,59,4251.0,7.0,0,0,0,0,,,,,,,6623.0,0.21345187859492576,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.26,0,0,1,1,,,3.92,3.98
js,江苏,1,0,0,1,0,0,0.6378140512962984,0,0,2.6373004645247846,49,3138.0,2.3,0,0,1,1,6229.0,8.736971085254146,1.0,0.0,0.0,66.51884057971014,8986.0,0.3664520043759598,2.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,2.95,0,1,1,0,,3.84,3.51,
js,江苏,1,0,1,1,1,0,0.32228414479431655,1,2,1.0848667369197418,44,2323.0,5.4,0,0,1,1,6413.0,8.766082459148864,1.0,1.0,1.0,73.11884057971014,7653.0,0.17677054766105726,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.75,1,1,0,1,3.41,3.33,,3.36
js,江苏,2,2,1,0,0,1,0.44682602914758757,1,0,3.7264712883026787,65,1890.0,6.6,0,0,1,1,5228.0,8.561784074744113,1.0,1.0,0.0,71.8376811594203,5124.0,-0.02009341172748691,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.25,1,1,0,0,3.02,3.74,,
js,江苏,1,0,1,0,1,0,0.35318024005804727,1,2,4.173014867143703,57,3983.0,4.4,0,0,1,1,5401.0,8.594339400592892,1.0,1.0,0.0,73.65797101449274,6942.0,0.2510057958288403,5.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.74,1,1,1,1,3.5,3.1,3.57,3.66
js,江苏,1,3,1,0,0,0,0.3313542432978652,0,0,2.3527092266349268,49,4011.0,6.0,0,0,0,0,,,,,,,7771.0,0.37330229531918846,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.09,1,1,1,0,4.07,3.34,4.26,
js,江苏,1,3,1,1,0,0,0.21741210881018896,1,0,2.592120275799084,51,2631.0,3.3,1,0,1,0,5852.0,8.674538762140015,1.0,0.0,0.0,43.0,5890.0,0.006472514505617255,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.66,1,1,1,0,2.9,2.93,2.49,
js,江苏,0,0,2,1,1,0,0.6881642109481264,0,1,1.9052067235953307,38,2030.0,2.4,0,0,1,1,13274.0,9.49356251370587,1.0,1.0,0.0,99.79710144927536,14458.0,0.08544065985437221,4.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,4.79,1,1,1,0,2.96,3.4,3.59,
js,江苏,1,0,0,1,0,0,0.6282050346602309,4,3,3.748336846705017,28,3209.0,1.4,0,0,1,1,4312.0,8.369157112588834,1.0,0.0,0.0,49.4,4843.0,0.11613252981439537,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.8,1,0,0,0,3.67,,,
js,江苏,1,2,1,0,0,0,0.5477739027356785,2,0,2.860427868658234,50,2241.0,2.5,0,0,0,1,,,,,,,4757.0,-0.11747934345777189,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.7,1,1,0,0,4.02,3.74,,
js,江苏,1,0,1,1,1,0,0.6656328864042129,4,2,2.8604162773929187,16,1834.0,1.7,0,0,1,0,5976.0,8.695506726812653,1.0,1.0,0.0,59.27536231884058,6424.0,0.07228952881394513,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.28,1,1,1,1,3.27,3.92,2.9,3.95
js,江苏,1,0,1,0,0,0,0.4545735014444183,3,4,3.669757891991554,29,1931.0,3.1,0,0,1,1,7838.0,8.966738978759576,1.0,1.0,0.0,92.83478260869566,8885.0,0.12538076182917557,3.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,5.0,1,1,1,0,3.15,3.46,5.0,
js,江苏,2,3,2,1,1,0,0.481252584953743,2,0,3.323812583445247,53,2223.0,2.4,0,0,1,0,4034.0,8.302513718514158,1.0,1.0,0.0,42.97971014492754,5606.0,0.32907901321057587,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.73,1,1,1,0,2.59,4.17,4.24,
js,江苏,2,4,1,1,0,0,0.19868963729842926,0,2,2.8726397747488654,73,4157.0,8.9,1,0,1,1,4516.0,8.415381925269553,1.0,0.0,1.0,40.9304347826087,6199.0,0.31676134243236653,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.53,1,1,1,0,3.16,3.13,2.45,
js,江苏,1,0,1,1,0,0,0.7788149490813058,3,1,3.4736782052908426,34,2931.0,2.2,0,0,1,0,5761.0,8.658866349732383,1.0,0.0,1.0,32.13623188405797,6582.0,0.13322757977090127,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.82,1,0,1,0,2.69,,2.7,
js,江苏,0,1,0,1,1,0,0.4283898712950194,4,0,2.7407017723791305,13,2508.0,1.6,0,0,1,1,6128.0,8.720623711420426,1.0,0.0,0.0,65.47536231884058,4902.0,-0.22322514733236787,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.09,1,1,1,0,2.18,3.56,4.21,
js,江苏,1,0,0,0,0,0,0.690525533625892,1,2,3.056927335928182,48,2517.0,7.5,1,0,1,1,7056.0,8.861633597686627,1.0,1.0,0.0,88.10434782608695,6673.0,-0.05580878478301976,3.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,3.39,1,0,0,0,2.84,,,
js,江苏,1,2,0,1,0,0,0.13804709597789666,1,0,3.989315388348492,51,3853.0,3.4,0,0,1,1,5499.0,8.612321536507814,1.0,1.0,1.0,64.64347826086956,7910.0,0.36356152425388544,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.97,1,1,1,0,3.65,3.71,3.93,
js,江苏,1,2,1,1,1,0,0.5040928958455146,0,1,3.8245336485469945,54,2218.0,8.0,1,0,0,0,,,,,,,6577.0,0.20648215341129728,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.55,1,0,1,1,2.61,,3.21,3.47
js,江苏,1,2,1,0,0,0,0.3154686988626042,2,3,3.2561616240883295,28,1963.0,2.7,0,0,1,1,5286.0,8.572817095164234,1.0,1.0,0.0,72.30724637681159,4982.0,-0.05923039934210905,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.31,0,0,1,0,,,3.7,
js,江苏,2,2,2,0,1,0,0.694738148693695,1,2,1.721365991136378,50,3251.0,12.0,1,1,1,0,5649.0,8.639233817325263,1.0,1.0,0.0,56.017391304347825,5085.0,-0.10518350884260208,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,0,1,0,0,,3.37,,
js,江苏,1,0,1,0,1,0,0.4900185411332691,1,1,2.9245379398236597,46,3350.0,2.1,1,0,0,1,,,,,,,4928.0,-0.08216333467669656,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.61,1,1,1,1,3.68,2.91,2.67,3.96
js,江苏,2,0,2,1,0,1,0.6972851231717505,1,2,1.1113675826020493,57,2679.0,6.0,0,0,1,0,4751.0,8.46611040118692,0.0,1.0,0.0,32.76231884057971,6514.0,0.3155985846492584,3.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,1.81,1,0,0,0,3.05,,,
js,江苏,1,5,1,0,1,0,0.99,1,2,2.027025528142995,49,3293.0,2.7,0,0,1,0,3020.0,8.013012110368916,0.0,1.0,0.0,25.208695652173915,3772.0,0.22234853338443195,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.52,1,0,1,1,3.09,,3.05,3.9
js,江苏,1,3,2,1,0,0,0.6257110074384906,2,0,3.6375335997659786,51,2501.0,5.0,1,0,1,1,5979.0,8.696008608880904,1.0,1.0,1.0,69.3159420289855,5455.0,-0.09172071061373188,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.38,1,1,1,0,3.37,3.21,3.36,
js,江苏,2,4,2,1,1,0,0.6779127045033918,1,2,2.3767674829241874,39,3325.0,4.6,0,0,1,1,6501.0,8.77971129020447,1.0,0.0,1.0,58.802898550724635,6460.0,-0.006326693427821439,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.45,1,1,1,0,1.93,3.61,2.15,
js,江苏,1,1,1,0,1,0,0.5287047065190614,2,1,5.0,33,2252.0,5.7,0,0,1,1,6703.0,8.810310466357958,0.0,1.0,0.0,70.28115942028985,7553.0,0.11938964795549012,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.58,1,1,0,0,3.51,3.68,,
js,江苏,1,4,1,0,0,0,0.2281908992282285,1,1,5.0,47,3659.0,4.9,0,0,1,1,5693.0,8.646992628951082,1.0,1.0,1.0,66.38840579710146,6602.0,0.1481352834620555,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.76,0,1,1,0,,3.11,4.98,
js,江苏,1,2,1,1,1,0,0.5088563982220441,2,0,1.028066621006129,41,1615.0,0.5,0,0,0,0,,,,,,,6052.0,0.12329223501819264,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.36,0,0,1,0,,,3.34,
js,江苏,0,4,0,0,0,0,0.8828146789667112,3,3,2.377165675346155,21,1600.0,5.2,0,0,0,1,,,,,,,7013.0,0.2706690086468573,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.08,1,1,1,0,4.22,4.7,3.08,
js,江苏,2,0,1,0,0,0,0.7257630944937283,2,4,3.3460940566112063,46,4449.0,3.3,0,1,1,0,7180.0,8.87905466204227,1.0,1.0,0.0,68.85797101449276,9113.0,0.23840258245385648,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.49,1,0,1,0,2.5,,3.13,
js,江苏,2,0,0,1,1,0,0.40910607981755986,0,1,4.698424768056767,66,1769.0,3.7,0,0,0,1,,,,,,,6406.0,0.1801384902790506,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.95,0,0,0,0,,,,
js,江苏,0,3,1,0,1,0,0.99,1,1,2.572809428239642,37,2871.0,4.9,0,0,1,0,6608.0,8.796036315200814,0.0,1.0,0.0,49.428985507246374,6235.0,-0.05810245708667772,2.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,2.0,2.95,1,1,1,0,2.22,3.37,4.02,
js,江苏,2,3,1,0,1,1,0.5344782257570041,0,0,2.2834210381468125,65,4320.0,6.5,0,0,1,1,5638.0,8.637284671674058,0.0,1.0,0.0,60.87246376811594,7602.0,0.29888197787513704,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.07,1,0,1,1,2.88,,3.47,4.15
js,江苏,2,0,1,1,0,1,0.8317653867083551,0,0,2.486441025324298,69,2423.0,5.8,0,0,1,0,5854.0,8.674880467251832,1.0,1.0,1.0,48.028985507246375,6536.0,0.11020016928800658,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.03,1,1,1,0,3.21,2.39,3.04,
js,江苏,2,1,0,1,1,0,0.8213897610545502,2,2,4.457742419034215,51,3031.0,5.3,0,0,1,1,5641.0,8.637816633739977,1.0,0.0,1.0,50.92463768115942,8100.0,0.36180270692055316,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.35,1,0,1,1,2.81,,4.25,2.5
js,江苏,1,2,0,0,0,0,0.5243651454448827,0,1,4.472898323132059,68,3507.0,6.7,0,0,0,1,,,,,,,7441.0,0.32990868750720814,3.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,3.44,1,1,1,0,2.78,3.93,2.96,
js,江苏,2,2,1,1,1,0,0.28036444605742467,0,1,4.1107755655500755,67,2169.0,7.0,1,0,1,0,5096.0,8.536211197252,1.0,1.0,1.0,40.69565217391305,7262.0,0.35419935472228126,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.02,1,1,1,1,4.09,4.36,3.7,3.18
js,江苏,0,1,0,0,0,0,0.3759052365746366,0,1,1.7479380394616204,37,2435.0,4.6,0,0,1,0,4127.0,8.325306029752582,1.0,1.0,0.0,43.36231884057971,4605.0,0.1095919189368253,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.97,0,1,1,0,,4.16,2.52,
js,江苏,0,2,2,0,0,1,0.5777088185019645,2,1,3.2425066067701924,28,4997.0,4.4,0,0,1,0,10512.0,9.260272740724393,0.0,1.0,0.0,63.91014492753623,15493.0,0.38787084727190013,3.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.62,1,1,1,0,2.46,4.54,4.41,
js,江苏,1,3,1,1,1,0,0.5974004572489056,0,1,1.8794710106953327,51,4077.0,5.0,0,0,1,0,3992.0,8.292047637431354,1.0,1.0,0.0,42.655072463768114,5110.0,0.24690704576639533,3.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,2.24,0,1,0,0,,3.16,,
js,江苏,2,5,1,0,1,0,0.7716555878286475,1,1,3.47767352800303,49,2193.0,5.9,0,0,1,0,7331.0,8.899867211223587,0.0,1.0,0.0,54.77391304347826,9892.0,0.29961441741772,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.51,1,1,1,1,3.24,4.48,4.12,3.73
js,江苏,0,5,2,0,0,0,0.057098028238598275,3,0,2.193569924910258,11,2225.0,3.2,0,0,1,1,5940.0,8.68946441235669,1.0,1.0,0.0,78.96231884057971,6054.0,0.01901007722497461,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.2,1,1,1,0,3.23,4.0,3.94,
js,江苏,2,2,1,0,0,0,0.6578433207770662,0,1,4.398607757404265,63,2907.0,4.4,0,0,1,1,6336.0,8.754002933494261,1.0,1.0,0.0,82.4463768115942,8725.0,0.3199448135763667,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.87,1,1,1,0,2.16,3.95,2.84,
js,江苏,0,4,0,1,0,0,0.7844790655899601,0,1,2.0134115046726913,42,931.0,8.5,1,0,0,0,,,,,,,4695.0,-0.1305984482476905,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.3,1,0,1,0,3.48,,4.72,
js,江苏,0,0,1,1,0,0,0.46077997484266303,1,0,3.4413994840931705,47,2692.0,6.3,0,0,1,0,5368.0,8.588210678651517,0.0,1.0,0.0,38.17101449275363,6880.0,0.24816325227587122,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.05,1,1,1,0,1.52,1.62,2.14,
js,江苏,1,4,0,1,0,0,0.7804255394459749,2,3,5.0,35,4241.0,3.7,0,0,1,0,4120.0,8.323608442343572,1.0,0.0,1.0,18.315942028985507,7167.0,0.5536339936503474,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.74,1,1,1,0,2.39,3.28,3.85,
js,江苏,1,3,1,1,1,0,0.99,2,1,3.4293127001350907,40,3419.0,4.7,1,0,1,1,7596.0,8.935377071932177,0.0,0.0,0.0,61.50144927536232,8730.0,0.13914357690147128,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.75,1,1,1,0,4.55,3.3,3.84,
js,江苏,1,1,1,1,0,1,0.99,0,4,1.8712965217023392,62,3012.0,4.7,0,0,1,1,4276.0,8.360773272144936,1.0,1.0,0.0,64.17391304347827,4733.0,0.10154125776131195,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,1.57,1,0,1,0,3.67,,2.78,
js,江苏,2,2,0,1,1,0,0.6912453454422688,0,3,1.6606390796314026,62,2601.0,9.3,0,0,1,0,5760.0,8.658692753689937,0.0,1.0,1.0,32.118840579710145,7070.0,0.20492300520068163,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.81,0,0,1,0,,,4.43,
js,江苏,1,2,1,0,1,0,0.5994163643129633,0,0,4.834291592614786,60,2641.0,2.9,0,0,1,1,6065.0,8.71028982137815,1.0,1.0,0.0,79.96521739130435,7981.0,0.2745291744978573,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.31,1,0,1,0,3.32,,4.82,
js,江苏,0,3,1,1,0,0,0.35504213301767473,0,2,3.553906437626954,36,2942.0,4.9,0,0,1,1,7415.0,8.911260254572033,1.0,1.0,0.0,90.39420289855073,11990.0,0.48056799344952594,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,1,0,1,0,3.38,,3.25,
js,江苏,1,3,2,0,1,0,0.7342990739762847,1,1,1.7391306641415696,36,2048.0,5.0,1,0,1,1,4877.0,8.492285555710053,1.0,1.0,1.0,58.97971014492754,5482.0,0.11693972115267748,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.61,1,0,1,0,1.85,,3.38,
js,江苏,2,1,1,1,0,0,0.6862194900647758,1,0,2.953358530853384,53,1558.0,10.7,0,0,1,0,3190.0,8.06777619577889,1.0,1.0,0.0,40.324637681159416,4560.0,0.3573017067295421,2.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.31,0,0,1,0,,,2.73,
js,江苏,0,2,1,1,0,0,0.8910788335765798,1,0,1.313275381890948,28,3909.0,7.5,0,0,1,1,8542.0,9.052750451401412,1.0,1.0,0.0,95.46666666666667,9271.0,0.08189607620557027,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.97,0,1,1,0,,3.54,3.51,
js,江苏,1,2,1,1,0,0,0.28064884485109626,3,0,2.262339829684178,37,2814.0,2.2,0,0,1,1,6771.0,8.820404065485645,1.0,1.0,0.0,85.78550724637681,5835.0,-0.14877452076498976,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.49,1,1,1,0,2.08,3.6,3.2,
js,江苏,2,2,1,1,0,0,0.26007409372021106,1,2,3.195417870597998,57,1907.0,7.2,0,0,1,0,6125.0,8.720134035412928,0.0,1.0,0.0,45.45217391304348,6745.0,0.09642273322892869,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.41,0,0,1,1,,,2.34,2.68
js,江苏,1,0,0,1,1,0,0.24483949634158136,2,0,3.3189718336508687,37,3767.0,4.2,0,0,0,1,,,,,,,4761.0,-0.11663883069553371,4.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,2.75,1,0,1,0,4.42,,3.97,
js,江苏,1,2,1,1,1,0,0.5884501927868983,0,1,2.476345254164295,44,2452.0,8.5,1,0,0,1,,,,,,,6550.0,0.2023684887392445,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,2.87,0,0,1,0,,,3.37,
js,江苏,0,5,0,1,0,0,0.5007242107632053,2,0,4.732042832332995,28,2873.0,3.5,1,0,1,1,5223.0,8.560827228436299,1.0,1.0,0.0,71.78550724637681,5716.0,0.09019731061345837,2.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,3.13,1,0,0,0,2.82,,,
js,江苏,1,1,0,1,0,0,0.39591421932992776,2,2,3.6868422268528525,40,1208.0,4.2,0,0,1,1,7823.0,8.96482339168508,1.0,1.0,0.0,92.72463768115942,11447.0,0.38065957423339647,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.66,1,1,1,0,2.2,2.94,3.13,
js,江苏,1,0,2,1,1,0,0.5819168218580641,2,0,2.6092104583564364,41,4098.0,2.4,0,0,0,1,,,,,,,4605.0,-0.14995389120064573,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.63,1,1,1,0,4.07,4.05,2.5,
js,江苏,1,5,0,0,0,0,0.99,0,2,3.137829760490259,57,1954.0,0.5,0,0,0,1,,,,,,,6438.0,0.18512137196869993,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,2.26,1,1,1,1,2.5,2.91,3.15,2.91
js,江苏,1,2,1,1,0,0,0.7145249238908176,2,1,3.5138204175262726,47,2469.0,7.1,1,0,1,1,6151.0,8.724369949208368,1.0,1.0,1.0,70.68985507246377,7121.0,0.14643349477375622,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.93,0,0,1,0,,,2.73,
js,江苏,2,0,2,1,1,0,0.31303603837776284,1,0,2.5329949694936627,39,3341.0,1.9,0,0,1,0,8006.0,8.987946539552519,1.0,1.0,0.0,73.5536231884058,13581.0,0.5284804965515484,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.62,1,1,1,0,3.43,4.55,4.35,
js,江苏,1,0,2,0,0,0,0.6785015715679089,0,0,2.144966157089114,48,2904.0,4.8,0,0,1,0,8106.0,9.000359807188254,1.0,1.0,0.0,74.03478260869565,8835.0,0.08611657756554258,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,3.96,1,1,1,0,3.35,2.93,3.87,
js,江苏,0,5,1,1,1,0,0.4979888456892339,3,1,3.0046859862708404,17,1901.0,3.8,0,0,1,1,6105.0,8.716863386544805,1.0,1.0,1.0,70.31304347826087,5823.0,-0.04729251470768503,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.62,0,1,1,0,,3.19,3.32,
js,江苏,1,3,0,1,1,0,0.7778650550671524,2,1,1.1181735258231118,36,3179.0,5.2,0,0,1,1,3442.0,8.143807976771484,1.0,1.0,0.0,60.78840579710145,3766.0,0.08996073244561309,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.83,0,1,1,0,,3.16,3.57,
